,city,region_name,province,Electricity_count,Kerosene (Gaas)_count,Liquified Petroleum Gas (LPG)_count,Oil (vegetable animal and others)_count,Solar panel_count,Solar lamp_count,Others_count,None_count,Not Reported_count,year
7209,CORELLA,REGION VII (Central Visayas),BOHOL,1808.0,87.0,,1.0,,1.0,9.0,2.0,,2015
7218,CORTES,REGION VII (Central Visayas),BOHOL,3355.0,240.0,3.0,,6.0,9.0,15.0,2.0,,2015
7227,DAGOHOY,REGION VII (Central Visayas),BOHOL,3297.0,839.0,,2.0,4.0,19.0,12.0,3.0,,2015
7236,DANAO,REGION VII (Central Visayas),BOHOL,3227.0,655.0,2.0,1.0,,20.0,8.0,8.0,,2015
7245,DAUIS,REGION VII (Central Visayas),BOHOL,9454.0,345.0,5.0,2.0,7.0,23.0,48.0,16.0,,2015
7254,DIMIAO,REGION VII (Central Visayas),BOHOL,3057.0,134.0,4.0,1.0,1.0,2.0,10.0,18.0,,2015
7263,DUERO,REGION VII (Central Visayas),BOHOL,3463.0,525.0,,,5.0,16.0,8.0,,,2015
7272,GARCIA HERNANDEZ,REGION VII (Central Visayas),BOHOL,4556.0,379.0,39.0,,,2.0,6.0,11.0,,2015
7281,GUINDULMAN,REGION VII (Central Visayas),BOHOL,6264.0,932.0,5.0,1.0,2.0,12.0,14.0,4.0,,2015
7290,INABANGA,REGION VII (Central Visayas),BOHOL,8575.0,1203.0,31.0,1.0,9.0,33.0,21.0,23.0,,2015
7299,JAGNA,REGION VII (Central Visayas),BOHOL,7078.0,388.0,,,2.0,16.0,8.0,14.0,,2015
7308,GETAFE,REGION VII (Central Visayas),BOHOL,4522.0,1535.0,63.0,,180.0,150.0,26.0,11.0,,2015
7317,LILA,REGION VII (Central Visayas),BOHOL,2029.0,56.0,,,,2.0,2.0,1.0,,2015
7326,LOAY,REGION VII (Central Visayas),BOHOL,3333.0,234.0,2.0,,1.0,1.0,5.0,2.0,,2015
7335,LOBOC,REGION VII (Central Visayas),BOHOL,3261.0,200.0,,,10.0,9.0,3.0,,,2015
7344,LOON,REGION VII (Central Visayas),BOHOL,9000.0,809.0,,,9.0,31.0,92.0,11.0,,2015
7353,MABINI,REGION VII (Central Visayas),BOHOL,4973.0,1242.0,,1.0,2.0,14.0,19.0,3.0,,2015
7362,MARIBOJOC,REGION VII (Central Visayas),BOHOL,4273.0,316.0,,1.0,2.0,51.0,36.0,69.0,,2015
7371,PANGLAO,REGION VII (Central Visayas),BOHOL,6674.0,305.0,3.0,1.0,3.0,15.0,13.0,6.0,,2015
7380,PILAR,REGION VII (Central Visayas),BOHOL,4507.0,1434.0,2.0,1.0,3.0,19.0,9.0,,,2015
7389,PRES. CARLOS P. GARCIA (PITOGO),REGION VII (Central Visayas),BOHOL,3429.0,1630.0,7.0,,76.0,8.0,4.0,10.0,,2015
7398,SAGBAYAN (BORJA),REGION VII (Central Visayas),BOHOL,4588.0,493.0,2.0,1.0,,31.0,29.0,13.0,,2015
7407,SAN ISIDRO,REGION VII (Central Visayas),BOHOL,2004.0,182.0,,,2.0,7.0,3.0,,,2015
7416,SAN MIGUEL,REGION VII (Central Visayas),BOHOL,4263.0,1102.0,,1.0,6.0,20.0,4.0,,,2015
7425,SEVILLA,REGION VII (Central Visayas),BOHOL,2117.0,112.0,,1.0,,3.0,4.0,3.0,,2015
7434,SIERRA BULLONES,REGION VII (Central Visayas),BOHOL,4543.0,839.0,2.0,3.0,2.0,12.0,9.0,2.0,,2015
7443,SIKATUNA,REGION VII (Central Visayas),BOHOL,1461.0,51.0,,,,,2.0,1.0,,2015
7452,TAGBILARAN CITY (Capital),REGION VII (Central Visayas),BOHOL,20455.0,1108.0,13.0,4.0,44.0,80.0,148.0,11.0,,2015
7461,TALIBON,REGION VII (Central Visayas),BOHOL,10338.0,2897.0,42.0,2.0,208.0,676.0,162.0,10.0,,2015
7470,TRINIDAD,REGION VII (Central Visayas),BOHOL,5133.0,1676.0,,5.0,4.0,23.0,16.0,,,2015
7479,TUBIGON,REGION VII (Central Visayas),BOHOL,9527.0,677.0,4.0,3.0,5.0,82.0,40.0,18.0,,2015
7488,UBAY,REGION VII (Central Visayas),BOHOL,12539.0,3720.0,58.0,2.0,121.0,122.0,16.0,,,2015
7497,VALENCIA,REGION VII (Central Visayas),BOHOL,4967.0,603.0,2.0,1.0,1.0,5.0,7.0,1.0,,2015
7506,BIEN UNIDO,REGION VII (Central Visayas),BOHOL,2544.0,1607.0,4.0,,192.0,49.0,1323.0,6.0,,2015
7515,"CEBU (excluding Cebu, Lapu-lapu and Mandaue City)",REGION VII (Central Visayas),BOHOL,603711.0,54449.0,63.0,171.0,1141.0,7313.0,1389.0,1071.0,14.0,2015
7524,ALCANTARA,REGION VII (Central Visayas),BOHOL,2988.0,441.0,,,1.0,6.0,8.0,,,2015
7533,ALCOY,REGION VII (Central Visayas),BOHOL,2999.0,362.0,5.0,,1.0,15.0,2.0,4.0,,2015
7542,ALEGRIA,REGION VII (Central Visayas),BOHOL,3828.0,1186.0,,,5.0,5.0,4.0,,,2015
7551,ALOGUINSAN,REGION VII (Central Visayas),BOHOL,6622.0,242.0,,1.0,,16.0,9.0,11.0,,2015
7560,ARGAO,REGION VII (Central Visayas),BOHOL,15631.0,899.0,1.0,,4.0,13.0,25.0,1.0,,2015
7569,ASTURIAS,REGION VII (Central Visayas),BOHOL,8920.0,1287.0,,,2.0,6.0,7.0,,,2015
7578,BADIAN,REGION VII (Central Visayas),BOHOL,7159.0,1032.0,,1.0,8.0,9.0,9.0,,,2015
7587,BALAMBAN,REGION VII (Central Visayas),BOHOL,18251.0,1315.0,26.0,,1.0,11.0,10.0,,,2015
7596,BANTAYAN,REGION VII (Central Visayas),BOHOL,14557.0,1485.0,,67.0,444.0,1794.0,111.0,36.0,,2015
7605,BARILI,REGION VII (Central Visayas),BOHOL,14978.0,737.0,9.0,,,17.0,23.0,,14.0,2015
7614,CITY OF BOGO,REGION VII (Central Visayas),BOHOL,17094.0,1742.0,4.0,1.0,106.0,299.0,60.0,54.0,,2015
7623,BOLJOON,REGION VII (Central Visayas),BOHOL,2653.0,711.0,,,,8.0,2.0,,,2015
7632,BORBON,REGION VII (Central Visayas),BOHOL,6913.0,1455.0,,,5.0,19.0,27.0,1.0,,2015
7641,CITY OF CARCAR,REGION VII (Central Visayas),BOHOL,26305.0,756.0,,4.0,10.0,47.0,27.0,,,2015
7650,CATMON,REGION VII (Central Visayas),BOHOL,6306.0,619.0,,,3.0,8.0,4.0,,,2015
7659,COMPOSTELA,REGION VII (Central Visayas),BOHOL,10554.0,304.0,2.0,1.0,1.0,9.0,1.0,8.0,,2015
7668,CONSOLACION,REGION VII (Central Visayas),BOHOL,29654.0,897.0,,,5.0,27.0,30.0,12.0,,2015
7677,CORDOVA,REGION VII (Central Visayas),BOHOL,10376.0,1829.0,10.0,2.0,127.0,388.0,445.0,147.0,,2015
7686,DAANBANTAYAN,REGION VII (Central Visayas),BOHOL,16681.0,2021.0,,21.0,30.0,891.0,65.0,81.0,,2015
7695,DALAGUETE,REGION VII (Central Visayas),BOHOL,12464.0,1886.0,,,3.0,17.0,14.0,49.0,,2015
7704,DANAO CITY,REGION VII (Central Visayas),BOHOL,29925.0,1615.0,,19.0,5.0,14.0,10.0,23.0,,2015
7713,DUMANJUG,REGION VII (Central Visayas),BOHOL,10238.0,681.0,,2.0,4.0,11.0,24.0,,,2015
7722,GINATILAN,REGION VII (Central Visayas),BOHOL,2807.0,556.0,,,1.0,10.0,4.0,2.0,,2015
7731,LILOAN,REGION VII (Central Visayas),BOHOL,26779.0,986.0,1.0,2.0,17.0,30.0,30.0,2.0,,2015
7740,MADRIDEJOS,REGION VII (Central Visayas),BOHOL,7017.0,645.0,,,17.0,395.0,31.0,8.0,,2015
7749,MALABUYOC,REGION VII (Central Visayas),BOHOL,2943.0,836.0,1.0,,16.0,9.0,6.0,6.0,,2015
7758,MEDELLIN,REGION VII (Central Visayas),BOHOL,10630.0,1178.0,,2.0,159.0,757.0,68.0,42.0,,2015
7767,MINGLANILLA,REGION VII (Central Visayas),BOHOL,29340.0,1202.0,,,8.0,29.0,3.0,17.0,,2015
7776,MOALBOAL,REGION VII (Central Visayas),BOHOL,6685.0,547.0,,,3.0,22.0,14.0,13.0,,2015
7785,CITY OF NAGA,REGION VII (Central Visayas),BOHOL,24269.0,1756.0,,3.0,9.0,104.0,6.0,30.0,,2015
7794,OSLOB,REGION VII (Central Visayas),BOHOL,4976.0,978.0,,1.0,10.0,20.0,11.0,2.0,,2015
7803,PINAMUNGAHAN,REGION VII (Central Visayas),BOHOL,13233.0,595.0,3.0,1.0,3.0,18.0,4.0,17.0,,2015
7812,PORO,REGION VII (Central Visayas),BOHOL,4860.0,1202.0,,,2.0,9.0,4.0,27.0,,2015
7821,RONDA,REGION VII (Central Visayas),BOHOL,4443.0,365.0,,,,9.0,2.0,4.0,,2015
7830,SAMBOAN,REGION VII (Central Visayas),BOHOL,3815.0,680.0,,3.0,4.0,1.0,2.0,5.0,,2015
7839,SAN FERNANDO,REGION VII (Central Visayas),BOHOL,12988.0,1177.0,,17.0,2.0,22.0,14.0,38.0,,2015
7848,SAN FRANCISCO,REGION VII (Central Visayas),BOHOL,8230.0,3958.0,,,8.0,39.0,17.0,26.0,,2015
7857,SAN REMIGIO,REGION VII (Central Visayas),BOHOL,12783.0,1405.0,,1.0,12.0,130.0,69.0,70.0,,2015
7866,SANTA FE,REGION VII (Central Visayas),BOHOL,4883.0,584.0,,1.0,13.0,1214.0,84.0,,,2015
7875,SANTANDER,REGION VII (Central Visayas),BOHOL,3610.0,621.0,,,2.0,10.0,9.0,4.0,,2015
7884,SIBONGA,REGION VII (Central Visayas),BOHOL,10752.0,566.0,,1.0,1.0,11.0,1.0,18.0,,2015
7893,SOGOD,REGION VII (Central Visayas),BOHOL,7060.0,1089.0,,2.0,30.0,250.0,8.0,13.0,,2015
7902,TABOGON,REGION VII (Central Visayas),BOHOL,8300.0,836.0,,2.0,33.0,417.0,10.0,30.0,,2015
7911,TABUELAN,REGION VII (Central Visayas),BOHOL,5361.0,944.0,,,12.0,66.0,19.0,13.0,,2015
7920,CITY OF TALISAY,REGION VII (Central Visayas),BOHOL,49725.0,1337.0,,5.0,4.0,69.0,29.0,70.0,,2015
7929,TOLEDO CITY,REGION VII (Central Visayas),BOHOL,35719.0,2492.0,,11.0,2.0,22.0,8.0,5.0,,2015
7938,TUBURAN,REGION VII (Central Visayas),BOHOL,12146.0,2689.0,,,4.0,13.0,16.0,160.0,,2015
7947,TUDELA,REGION VII (Central Visayas),BOHOL,2171.0,593.0,,,3.0,,,,,2015
7956,CEBU CITY (Capital),REGION VII (Central Visayas),BOHOL,208101.0,4664.0,18.0,17.0,54.0,298.0,287.0,299.0,,2015
7965,LAPU-LAPU CITY (OPON),REGION VII (Central Visayas),BOHOL,85427.0,9234.0,196.0,10.0,954.0,2340.0,1294.0,118.0,,2015
7974,MANDAUE CITY,REGION VII (Central Visayas),BOHOL,91317.0,2307.0,118.0,5.0,47.0,272.0,322.0,159.0,,2015
7983,ENRIQUE VILLANUEVA,REGION VII (Central Visayas),SIQUIJOR,1312.0,150.0,,1.0,,4.0,8.0,1.0,,2015
7992,LARENA,REGION VII (Central Visayas),SIQUIJOR,2849.0,246.0,,2.0,1.0,2.0,13.0,2.0,,2015
8001,LAZI,REGION VII (Central Visayas),SIQUIJOR,3620.0,1254.0,,,9.0,62.0,61.0,5.0,,2015
8010,MARIA,REGION VII (Central Visayas),SIQUIJOR,2480.0,589.0,,,13.0,43.0,38.0,1.0,,2015
8019,SAN JUAN,REGION VII (Central Visayas),SIQUIJOR,2900.0,638.0,2.0,,3.0,13.0,20.0,3.0,,2015
8028,SIQUIJOR (Capital),REGION VII (Central Visayas),SIQUIJOR,5423.0,816.0,4.0,,12.0,42.0,81.0,14.0,,2015
8037,AMLAN (AYUQUITAN),REGION VII (Central Visayas),NEGROS ORIENTAL,4774.0,726.0,,,8.0,17.0,,,,2015
8046,AYUNGON,REGION VII (Central Visayas),NEGROS ORIENTAL,5020.0,5258.0,,1.0,176.0,103.0,,15.0,,2015
8055,BACONG,REGION VII (Central Visayas),NEGROS ORIENTAL,6852.0,1303.0,,2.0,45.0,29.0,34.0,,,2015
8064,BAIS CITY,REGION VII (Central Visayas),NEGROS ORIENTAL,11779.0,5732.0,,2.0,86.0,73.0,21.0,,,2015
8073,BASAY,REGION VII (Central Visayas),NEGROS ORIENTAL,3408.0,2257.0,,1.0,72.0,116.0,112.0,5.0,,2015
8082,CITY OF BAYAWAN (TULONG),REGION VII (Central Visayas),NEGROS ORIENTAL,12550.0,10898.0,,4.0,1163.0,894.0,137.0,,,2015
8091,BINDOY (PAYABON),REGION VII (Central Visayas),NEGROS ORIENTAL,4417.0,4048.0,,,113.0,124.0,,,,2015
8100,CANLAON CITY,REGION VII (Central Visayas),NEGROS ORIENTAL,8515.0,3492.0,,2.0,316.0,306.0,55.0,6.0,,2015
8109,DAUIN,REGION VII (Central Visayas),NEGROS ORIENTAL,5463.0,915.0,,,22.0,24.0,44.0,52.0,,2015
8118,DUMAGUETE CITY (Capital),REGION VII (Central Visayas),NEGROS ORIENTAL,27735.0,1861.0,,7.0,28.0,71.0,48.0,,,2015
8127,CITY OF GUIHULNGAN,REGION VII (Central Visayas),NEGROS ORIENTAL,11254.0,9832.0,,3.0,668.0,736.0,1.0,,,2015
8136,JIMALALUD,REGION VII (Central Visayas),NEGROS ORIENTAL,3253.0,3700.0,,,141.0,96.0,1.0,,,2015
8145,LA LIBERTAD,REGION VII (Central Visayas),NEGROS ORIENTAL,4229.0,4304.0,,1.0,241.0,359.0,26.0,4.0,,2015
8154,MABINAY,REGION VII (Central Visayas),NEGROS ORIENTAL,9521.0,7502.0,,3.0,360.0,297.0,26.0,,,2015
8163,MANJUYOD,REGION VII (Central Visayas),NEGROS ORIENTAL,7089.0,2591.0,,44.0,76.0,94.0,49.0,,,2015
8172,PAMPLONA,REGION VII (Central Visayas),NEGROS ORIENTAL,6921.0,1757.0,,,17.0,18.0,1.0,,,2015
8181,SAN JOSE,REGION VII (Central Visayas),NEGROS ORIENTAL,3722.0,874.0,,,3.0,6.0,2.0,,,2015
8190,SANTA CATALINA,REGION VII (Central Visayas),NEGROS ORIENTAL,9013.0,6461.0,,2.0,883.0,426.0,88.0,,,2015
8199,SIATON,REGION VII (Central Visayas),NEGROS ORIENTAL,10148.0,5792.0,70.0,5.0,1236.0,524.0,81.0,1.0,,2015
8208,SIBULAN,REGION VII (Central Visayas),NEGROS ORIENTAL,11561.0,2221.0,,2.0,18.0,65.0,35.0,1.0,,2015
8217,CITY OF TANJAY,REGION VII (Central Visayas),NEGROS ORIENTAL,14847.0,4002.0,,,94.0,98.0,2.0,,,2015
8226,TAYASAN,REGION VII (Central Visayas),NEGROS ORIENTAL,3872.0,4457.0,,,103.0,185.0,6.0,,,2015
8235,VALENCIA (LUZURRIAGA),REGION VII (Central Visayas),NEGROS ORIENTAL,6739.0,1164.0,,,13.0,44.0,30.0,,,2015
8244,VALLEHERMOSO,REGION VII (Central Visayas),NEGROS ORIENTAL,4814.0,3459.0,,,118.0,165.0,15.0,,,2015
8253,ZAMBOANGUITA,REGION VII (Central Visayas),NEGROS ORIENTAL,4304.0,1951.0,,2.0,111.0,212.0,27.0,,,2015
8262,ALMERIA,REGION VIII (Eastern Visayas),BILIRAN,3746.0,293.0,,,,4.0,,,,2015
8271,CABUCGAYAN,REGION VIII (Eastern Visayas),BILIRAN,4402.0,329.0,,,,13.0,3.0,4.0,,2015
8280,CAIBIRAN,REGION VIII (Eastern Visayas),BILIRAN,4467.0,319.0,5.0,,3.0,9.0,5.0,,,2015
8289,CULABA,REGION VIII (Eastern Visayas),BILIRAN,2517.0,209.0,,,1.0,,,,,2015
8298,KAWAYAN,REGION VIII (Eastern Visayas),BILIRAN,4172.0,425.0,8.0,,7.0,11.0,2.0,6.0,,2015
8307,MARIPIPI,REGION VIII (Eastern Visayas),BILIRAN,1441.0,222.0,,,,5.0,,,,2015
8316,NAVAL (Capital),REGION VIII (Eastern Visayas),BILIRAN,10937.0,908.0,,,103.0,44.0,14.0,18.0,,2015
8325,ARTECHE,REGION VIII (Eastern Visayas),EASTERN SAMAR,3285.0,202.0,,,1.0,17.0,,,,2015
8334,BALANGIGA,REGION VIII (Eastern Visayas),EASTERN SAMAR,2928.0,265.0,,,5.0,72.0,1.0,6.0,,2015
8343,BALANGKAYAN,REGION VIII (Eastern Visayas),EASTERN SAMAR,2220.0,141.0,,,,11.0,3.0,,,2015
8352,CITY OF BORONGAN (Capital),REGION VIII (Eastern Visayas),EASTERN SAMAR,14236.0,762.0,48.0,8.0,2.0,41.0,10.0,13.0,,2015
8361,CAN-AVID,REGION VIII (Eastern Visayas),EASTERN SAMAR,4152.0,302.0,20.0,,,24.0,5.0,2.0,,2015
8370,DOLORES,REGION VIII (Eastern Visayas),EASTERN SAMAR,8034.0,1218.0,73.0,5.0,54.0,43.0,10.0,14.0,,2015
8379,GENERAL MACARTHUR,REGION VIII (Eastern Visayas),EASTERN SAMAR,2662.0,181.0,88.0,,37.0,56.0,10.0,,,2015
8388,GIPORLOS,REGION VIII (Eastern Visayas),EASTERN SAMAR,2876.0,215.0,16.0,,2.0,112.0,2.0,1.0,,2015
8397,GUIUAN,REGION VIII (Eastern Visayas),EASTERN SAMAR,10643.0,352.0,40.0,,221.0,1103.0,81.0,8.0,,2015
8406,HERNANI,REGION VIII (Eastern Visayas),EASTERN SAMAR,1819.0,85.0,1.0,,5.0,145.0,,5.0,,2015
8415,JIPAPAD,REGION VIII (Eastern Visayas),EASTERN SAMAR,1628.0,84.0,12.0,,1.0,3.0,,,,2015
8424,LAWAAN,REGION VIII (Eastern Visayas),EASTERN SAMAR,2747.0,219.0,,,4.0,47.0,4.0,,,2015
8433,LLORENTE,REGION VIII (Eastern Visayas),EASTERN SAMAR,4430.0,281.0,39.0,,,12.0,1.0,5.0,,2015
8442,MASLOG,REGION VIII (Eastern Visayas),EASTERN SAMAR,674.0,373.0,,,,30.0,,,,2015
8451,MAYDOLONG,REGION VIII (Eastern Visayas),EASTERN SAMAR,3080.0,152.0,2.0,1.0,2.0,7.0,2.0,1.0,,2015
8460,MERCEDES,REGION VIII (Eastern Visayas),EASTERN SAMAR,1413.0,28.0,1.0,,4.0,82.0,2.0,,,2015
8469,ORAS,REGION VIII (Eastern Visayas),EASTERN SAMAR,7700.0,600.0,9.0,,207.0,94.0,6.0,2.0,,2015
8478,QUINAPONDAN,REGION VIII (Eastern Visayas),EASTERN SAMAR,3190.0,119.0,3.0,,16.0,52.0,2.0,6.0,,2015
8487,SALCEDO,REGION VIII (Eastern Visayas),EASTERN SAMAR,4714.0,299.0,60.0,,8.0,121.0,6.0,3.0,,2015
8496,SAN JULIAN,REGION VIII (Eastern Visayas),EASTERN SAMAR,2952.0,342.0,16.0,52.0,1.0,4.0,2.0,,,2015
8505,SAN POLICARPO,REGION VIII (Eastern Visayas),EASTERN SAMAR,3127.0,138.0,2.0,,,2.0,,2.0,,2015
8514,SULAT,REGION VIII (Eastern Visayas),EASTERN SAMAR,3364.0,271.0,31.0,,,7.0,2.0,2.0,,2015
8523,TAFT,REGION VIII (Eastern Visayas),EASTERN SAMAR,3811.0,503.0,4.0,,1.0,18.0,2.0,49.0,,2015
8532,ABUYOG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),11369.0,2062.0,7.0,,12.0,43.0,10.0,5.0,,2015
8541,ALANGALANG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),8711.0,2884.0,218.0,9.0,46.0,888.0,9.0,3.0,,2015
8550,ALBUERA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),9137.0,1698.0,,,6.0,178.0,37.0,11.0,,2015
8559,BABATNGON,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),5360.0,590.0,119.0,6.0,3.0,27.0,2.0,1.0,,2015
8568,BARUGO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),5578.0,1162.0,107.0,1.0,1.0,21.0,2.0,47.0,,2015
8577,BATO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),6807.0,1170.0,,,142.0,69.0,475.0,28.0,,2015
8586,CITY OF BAYBAY,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),22949.0,3118.0,4.0,5.0,5.0,48.0,35.0,16.0,,2015
8595,BURAUEN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),9099.0,3045.0,167.0,,61.0,126.0,8.0,71.0,,2015
8604,CALUBIAN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),5573.0,1881.0,94.0,,47.0,166.0,3.0,94.0,,2015
8613,CAPOOCAN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),5273.0,1913.0,35.0,,12.0,77.0,20.0,2.0,,2015
8622,CARIGARA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),9414.0,1686.0,42.0,3.0,21.0,131.0,3.0,3.0,,2015
8631,DAGAMI,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),5927.0,2271.0,1.0,3.0,4.0,215.0,7.0,5.0,,2015
8640,DULAG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),8844.0,1976.0,151.0,1.0,34.0,810.0,16.0,6.0,,2015
8649,HILONGOS,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),12740.0,1624.0,2.0,1.0,2.0,8.0,9.0,8.0,,2015
8658,HINDANG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),4337.0,498.0,14.0,1.0,127.0,7.0,6.0,4.0,,2015
8667,INOPACAN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),4067.0,710.0,1.0,,50.0,26.0,55.0,3.0,,2015
8676,ISABEL,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),9473.0,1252.0,10.0,2.0,110.0,319.0,25.0,10.0,,2015
8685,JARO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),6953.0,2542.0,131.0,,3.0,102.0,6.0,10.0,,2015
8694,JAVIER (BUGHO),REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),4700.0,1280.0,1.0,,1.0,33.0,6.0,3.0,,2015
8703,JULITA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),2671.0,439.0,76.0,,48.0,597.0,7.0,2.0,,2015
8712,KANANGA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),10255.0,2295.0,6.0,1.0,52.0,268.0,36.0,8.0,,2015
8721,LA PAZ,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),3278.0,1643.0,,,9.0,39.0,7.0,4.0,,2015
8730,LEYTE,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),6429.0,1844.0,517.0,16.0,17.0,228.0,33.0,17.0,,2015
8739,MACARTHUR,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),3957.0,1073.0,2.0,,4.0,57.0,11.0,5.0,,2015
8748,MAHAPLAG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),4903.0,1287.0,3.0,,3.0,39.0,2.0,1.0,,2015
8757,MATAG-OB,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),3416.0,890.0,2.0,,9.0,241.0,11.0,1.0,,2015
8766,MATALOM,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),6571.0,883.0,52.0,,4.0,13.0,11.0,3.0,,2015
8775,MAYORGA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),3016.0,841.0,1.0,,6.0,361.0,5.0,6.0,,2015
8784,MERIDA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),5838.0,1295.0,2.0,8.0,31.0,733.0,6.0,10.0,,2015
8793,ORMOC CITY,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),42522.0,6031.0,58.0,9.0,166.0,995.0,88.0,37.0,,2015
8802,PALO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),13806.0,1116.0,32.0,,56.0,654.0,46.0,20.0,,2015
8811,PALOMPON,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),12678.0,1534.0,68.0,,27.0,156.0,44.0,7.0,,2015
8820,PASTRANA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),2978.0,1322.0,10.0,,2.0,17.0,2.0,,,2015
8829,SAN ISIDRO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),5178.0,2389.0,14.0,1.0,21.0,263.0,13.0,3.0,,2015
8838,SAN MIGUEL,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),3215.0,959.0,88.0,,2.0,44.0,1.0,,,2015
8847,SANTA FE,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),3628.0,1022.0,10.0,2.0,9.0,63.0,3.0,4.0,,2015
8856,TABANGO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),5169.0,2327.0,196.0,,59.0,466.0,7.0,3.0,,2015
8865,TABONTABON,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),2028.0,445.0,7.0,,1.0,288.0,9.0,2.0,,2015
8874,TANAUAN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),10350.0,2087.0,235.0,,19.0,770.0,41.0,16.0,,2015
8883,TOLOSA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),4194.0,532.0,122.0,,8.0,190.0,11.0,16.0,,2015
8892,TUNGA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1397.0,192.0,,,,5.0,,3.0,,2015
8901,VILLABA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),7833.0,2108.0,96.0,1.0,50.0,400.0,28.0,5.0,,2015
8910,TACLOBAN CITY (Capital),REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),45790.0,2200.0,154.0,4.0,363.0,1731.0,120.0,89.0,,2015
8919,ALLEN,REGION VIII (Eastern Visayas),NORTHERN SAMAR,5018.0,515.0,3.0,1.0,1.0,1.0,,4.0,,2015
8928,BIRI,REGION VIII (Eastern Visayas),NORTHERN SAMAR,1373.0,190.0,2.0,1.0,654.0,37.0,12.0,,,2015
8937,BOBON,REGION VIII (Eastern Visayas),NORTHERN SAMAR,3750.0,985.0,109.0,,,21.0,8.0,,,2015
8946,CAPUL,REGION VIII (Eastern Visayas),NORTHERN SAMAR,1599.0,643.0,7.0,,137.0,90.0,27.0,1.0,,2015
8955,CATARMAN (Capital),REGION VIII (Eastern Visayas),NORTHERN SAMAR,15962.0,2681.0,196.0,8.0,19.0,124.0,70.0,31.0,,2015
8964,CATUBIG,REGION VIII (Eastern Visayas),NORTHERN SAMAR,5573.0,767.0,57.0,,29.0,33.0,53.0,,2.0,2015
8973,GAMAY,REGION VIII (Eastern Visayas),NORTHERN SAMAR,4691.0,441.0,41.0,,11.0,10.0,2.0,67.0,,2015
8982,LAOANG,REGION VIII (Eastern Visayas),NORTHERN SAMAR,10272.0,1821.0,122.0,2.0,29.0,35.0,2.0,,,2015
8991,LAPINIG,REGION VIII (Eastern Visayas),NORTHERN SAMAR,2260.0,103.0,95.0,1.0,,24.0,,,,2015
9000,LAS NAVAS,REGION VIII (Eastern Visayas),NORTHERN SAMAR,4702.0,1786.0,229.0,28.0,123.0,46.0,218.0,,1.0,2015
9009,LAVEZARES,REGION VIII (Eastern Visayas),NORTHERN SAMAR,5285.0,757.0,59.0,4.0,5.0,16.0,2.0,5.0,,2015
9018,MAPANAS,REGION VIII (Eastern Visayas),NORTHERN SAMAR,2160.0,441.0,35.0,,27.0,53.0,69.0,,,2015
