,city,region_name,province,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,"Lake, river, rain and others_count",Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
12285,SAN POLICARPO,REGION VIII (Eastern Visayas),EASTERN SAMAR,27.0,937.0,116.0,406.0,1345.0,9.0,6.0,173.0,,7.0,244.0,1.0,,2015
12298,SULAT,REGION VIII (Eastern Visayas),EASTERN SAMAR,355.0,999.0,175.0,1361.0,9.0,34.0,94.0,89.0,15.0,1.0,545.0,,,2015
12311,TAFT,REGION VIII (Eastern Visayas),EASTERN SAMAR,659.0,1178.0,226.0,1636.0,1.0,21.0,194.0,8.0,10.0,10.0,445.0,,,2015
12324,ABUYOG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),665.0,3264.0,518.0,2725.0,96.0,1803.0,1955.0,521.0,10.0,134.0,1809.0,8.0,,2015
12337,ALANGALANG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),248.0,852.0,492.0,6606.0,314.0,2034.0,293.0,205.0,8.0,10.0,1706.0,,,2015
12350,ALBUERA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1432.0,3183.0,1301.0,3420.0,114.0,212.0,224.0,78.0,373.0,127.0,603.0,,,2015
12363,BABATNGON,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),168.0,2420.0,149.0,1548.0,177.0,595.0,307.0,4.0,9.0,18.0,713.0,,,2015
12376,BARUGO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1380.0,1916.0,158.0,1623.0,223.0,579.0,339.0,20.0,1.0,155.0,522.0,3.0,,2015
12389,BATO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),512.0,1984.0,469.0,1950.0,248.0,232.0,828.0,221.0,692.0,491.0,1055.0,9.0,,2015
12402,CITY OF BAYBAY,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),10905.0,10035.0,307.0,1501.0,248.0,582.0,1150.0,51.0,99.0,322.0,977.0,3.0,,2015
12415,BURAUEN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),5041.0,4816.0,393.0,1260.0,49.0,428.0,369.0,173.0,20.0,8.0,18.0,2.0,,2015
12428,CALUBIAN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),104.0,1017.0,192.0,1593.0,117.0,2009.0,269.0,47.0,21.0,1729.0,760.0,,,2015
12441,CAPOOCAN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),588.0,4712.0,116.0,143.0,2.0,48.0,1118.0,233.0,12.0,173.0,183.0,4.0,,2015
12454,CARIGARA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),2730.0,3346.0,425.0,855.0,9.0,1701.0,1012.0,226.0,90.0,2.0,907.0,,,2015
12467,DAGAMI,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1033.0,3924.0,282.0,1491.0,131.0,986.0,209.0,274.0,37.0,33.0,31.0,2.0,,2015
12480,DULAG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),130.0,218.0,1978.0,7974.0,82.0,392.0,11.0,2.0,60.0,208.0,781.0,2.0,,2015
12493,HILONGOS,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),996.0,2616.0,786.0,5881.0,133.0,317.0,253.0,71.0,376.0,10.0,2947.0,8.0,,2015
12506,HINDANG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),622.0,1205.0,484.0,1603.0,137.0,122.0,446.0,16.0,130.0,11.0,218.0,,,2015
12519,INOPACAN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),2367.0,1194.0,156.0,391.0,3.0,24.0,305.0,62.0,112.0,2.0,296.0,,,2015
12532,ISABEL,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),4851.0,1858.0,330.0,1253.0,20.0,164.0,358.0,6.0,96.0,9.0,2232.0,24.0,,2015
12545,JARO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1670.0,2502.0,516.0,1646.0,78.0,800.0,1884.0,416.0,41.0,19.0,172.0,3.0,,2015
12558,JAVIER (BUGHO),REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),494.0,2007.0,339.0,2042.0,248.0,432.0,209.0,15.0,31.0,2.0,204.0,1.0,,2015
12571,JULITA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),263.0,374.0,431.0,2366.0,17.0,223.0,15.0,,11.0,5.0,135.0,,,2015
12584,KANANGA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),3303.0,5276.0,200.0,1463.0,60.0,964.0,679.0,114.0,55.0,81.0,725.0,1.0,,2015
12597,LA PAZ,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),751.0,1720.0,110.0,520.0,1283.0,237.0,178.0,56.0,4.0,28.0,91.0,2.0,,2015
12610,LEYTE,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),622.0,4638.0,305.0,1880.0,8.0,1226.0,33.0,90.0,58.0,82.0,158.0,1.0,,2015
12623,MACARTHUR,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),876.0,1396.0,336.0,1756.0,67.0,93.0,174.0,42.0,19.0,17.0,333.0,,,2015
12636,MAHAPLAG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1533.0,4219.0,55.0,133.0,6.0,105.0,60.0,6.0,35.0,35.0,51.0,,,2015
12649,MATAG-OB,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1239.0,1926.0,10.0,157.0,14.0,177.0,351.0,148.0,2.0,36.0,510.0,,,2015
12662,MATALOM,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1615.0,2408.0,105.0,1164.0,65.0,972.0,616.0,132.0,4.0,117.0,336.0,3.0,,2015
12675,MAYORGA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),53.0,447.0,436.0,2593.0,99.0,500.0,2.0,1.0,1.0,4.0,100.0,,,2015
12688,MERIDA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),3280.0,2161.0,69.0,793.0,172.0,524.0,128.0,76.0,14.0,92.0,613.0,1.0,,2015
12701,ORMOC CITY,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),16903.0,16274.0,507.0,4499.0,832.0,1155.0,2054.0,364.0,46.0,2010.0,5224.0,38.0,,2015
12714,PALO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),3980.0,8751.0,69.0,94.0,,317.0,80.0,,,565.0,1790.0,84.0,,2015
12727,PALOMPON,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1669.0,2714.0,278.0,2210.0,627.0,645.0,1660.0,149.0,12.0,170.0,4372.0,8.0,,2015
12740,PASTRANA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),570.0,2978.0,35.0,311.0,17.0,390.0,,,1.0,6.0,23.0,,,2015
12753,SAN ISIDRO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),101.0,288.0,82.0,404.0,287.0,4738.0,5.0,4.0,7.0,39.0,1927.0,,,2015
12766,SAN MIGUEL,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),737.0,842.0,53.0,968.0,49.0,682.0,111.0,182.0,87.0,302.0,296.0,,,2015
12779,SANTA FE,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),143.0,2510.0,93.0,908.0,21.0,835.0,28.0,42.0,,31.0,130.0,,,2015
12792,TABANGO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),201.0,1814.0,107.0,1697.0,413.0,1856.0,19.0,1.0,36.0,198.0,1885.0,,,2015
12805,TABONTABON,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),251.0,1578.0,136.0,573.0,71.0,111.0,6.0,,,,54.0,,,2015
12818,TANAUAN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1955.0,6995.0,370.0,2401.0,72.0,1072.0,20.0,1.0,,13.0,608.0,11.0,,2015
12831,TOLOSA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),279.0,386.0,317.0,2105.0,609.0,625.0,3.0,2.0,,11.0,732.0,4.0,,2015
12844,TUNGA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),584.0,302.0,165.0,353.0,15.0,52.0,23.0,2.0,,,101.0,,,2015
12857,VILLABA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1217.0,4079.0,86.0,1581.0,255.0,1137.0,194.0,118.0,1.0,42.0,1807.0,4.0,,2015
12870,TACLOBAN CITY (Capital),REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),8821.0,18290.0,225.0,1949.0,272.0,1227.0,901.0,239.0,29.0,3196.0,15181.0,121.0,,2015
12883,ALLEN,REGION VIII (Eastern Visayas),NORTHERN SAMAR,118.0,1720.0,241.0,955.0,62.0,591.0,206.0,11.0,13.0,66.0,1543.0,17.0,,2015
12896,BIRI,REGION VIII (Eastern Visayas),NORTHERN SAMAR,294.0,926.0,123.0,81.0,131.0,538.0,37.0,41.0,1.0,1.0,96.0,,,2015
12909,BOBON,REGION VIII (Eastern Visayas),NORTHERN SAMAR,522.0,1075.0,941.0,1026.0,2.0,367.0,16.0,16.0,16.0,178.0,714.0,,,2015
12922,CAPUL,REGION VIII (Eastern Visayas),NORTHERN SAMAR,90.0,688.0,278.0,1029.0,2.0,125.0,207.0,1.0,2.0,,82.0,,,2015
12935,CATARMAN (Capital),REGION VIII (Eastern Visayas),NORTHERN SAMAR,769.0,2435.0,1930.0,3964.0,1812.0,1904.0,617.0,279.0,51.0,741.0,4582.0,7.0,,2015
12948,CATUBIG,REGION VIII (Eastern Visayas),NORTHERN SAMAR,145.0,3542.0,10.0,170.0,3.0,86.0,1710.0,122.0,38.0,245.0,349.0,94.0,,2015
12961,GAMAY,REGION VIII (Eastern Visayas),NORTHERN SAMAR,111.0,516.0,379.0,2286.0,110.0,34.0,776.0,176.0,86.0,617.0,172.0,,,2015
12974,LAOANG,REGION VIII (Eastern Visayas),NORTHERN SAMAR,176.0,1880.0,444.0,3203.0,312.0,3985.0,449.0,42.0,46.0,120.0,1624.0,2.0,,2015
12987,LAPINIG,REGION VIII (Eastern Visayas),NORTHERN SAMAR,18.0,471.0,210.0,1670.0,,18.0,91.0,,,,5.0,,,2015
13000,LAS NAVAS,REGION VIII (Eastern Visayas),NORTHERN SAMAR,261.0,3358.0,53.0,433.0,4.0,658.0,753.0,868.0,213.0,93.0,439.0,,,2015
13013,LAVEZARES,REGION VIII (Eastern Visayas),NORTHERN SAMAR,173.0,2382.0,272.0,1462.0,135.0,78.0,764.0,134.0,26.0,337.0,370.0,,,2015
13026,MAPANAS,REGION VIII (Eastern Visayas),NORTHERN SAMAR,21.0,324.0,687.0,1137.0,,1.0,590.0,14.0,2.0,,9.0,,,2015
13039,MONDRAGON,REGION VIII (Eastern Visayas),NORTHERN SAMAR,483.0,428.0,1744.0,1874.0,777.0,1036.0,407.0,29.0,54.0,256.0,505.0,,,2015
13052,PALAPAG,REGION VIII (Eastern Visayas),NORTHERN SAMAR,274.0,1294.0,233.0,204.0,3512.0,310.0,610.0,193.0,66.0,5.0,248.0,8.0,,2015
13065,PAMBUJAN,REGION VIII (Eastern Visayas),NORTHERN SAMAR,73.0,603.0,91.0,862.0,2989.0,190.0,111.0,617.0,26.0,,551.0,2.0,,2015
13078,ROSARIO,REGION VIII (Eastern Visayas),NORTHERN SAMAR,146.0,872.0,95.0,258.0,8.0,387.0,3.0,,1.0,114.0,196.0,,,2015
13091,SAN ANTONIO,REGION VIII (Eastern Visayas),NORTHERN SAMAR,39.0,570.0,36.0,133.0,122.0,60.0,35.0,1.0,24.0,458.0,402.0,,,2015
13104,SAN ISIDRO,REGION VIII (Eastern Visayas),NORTHERN SAMAR,240.0,3935.0,109.0,318.0,67.0,8.0,347.0,55.0,1.0,100.0,486.0,,,2015
13117,SAN JOSE,REGION VIII (Eastern Visayas),NORTHERN SAMAR,299.0,976.0,64.0,683.0,86.0,483.0,14.0,2.0,,3.0,1297.0,,,2015
13130,SAN ROQUE,REGION VIII (Eastern Visayas),NORTHERN SAMAR,210.0,1002.0,923.0,1735.0,501.0,404.0,19.0,2.0,4.0,6.0,300.0,,,2015
13143,SAN VICENTE,REGION VIII (Eastern Visayas),NORTHERN SAMAR,17.0,404.0,12.0,516.0,,56.0,38.0,,16.0,219.0,366.0,,,2015
13156,SILVINO LOBOS,REGION VIII (Eastern Visayas),NORTHERN SAMAR,7.0,1274.0,,64.0,8.0,7.0,953.0,355.0,66.0,,1.0,,,2015
13169,VICTORIA,REGION VIII (Eastern Visayas),NORTHERN SAMAR,103.0,1898.0,25.0,364.0,10.0,80.0,52.0,,62.0,84.0,537.0,,,2015
13182,LOPE DE VEGA,REGION VIII (Eastern Visayas),NORTHERN SAMAR,63.0,1310.0,20.0,323.0,15.0,9.0,659.0,278.0,93.0,1.0,76.0,,,2015
13195,ALMAGRO,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),122.0,640.0,45.0,286.0,62.0,258.0,208.0,,203.0,259.0,18.0,,,2015
13208,BASEY,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),966.0,4337.0,159.0,2421.0,4.0,1532.0,680.0,28.0,442.0,132.0,1946.0,1.0,,2015
13221,CALBAYOG CITY,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),9447.0,17308.0,113.0,2016.0,50.0,924.0,2805.0,516.0,658.0,1211.0,3363.0,,,2015
13234,CALBIGA,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),1341.0,2266.0,81.0,240.0,2.0,295.0,118.0,343.0,41.0,23.0,410.0,,,2015
13247,CITY OF CATBALOGAN (Capital),REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),4252.0,4926.0,220.0,2529.0,291.0,637.0,932.0,314.0,62.0,188.0,6811.0,,,2015
13260,DARAM,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),238.0,5055.0,96.0,2050.0,93.0,447.0,166.0,126.0,44.0,112.0,289.0,,,2015
13273,GANDARA,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),249.0,4117.0,18.0,668.0,69.0,60.0,90.0,548.0,23.0,585.0,693.0,1.0,,2015
13286,HINABANGAN,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),667.0,1265.0,36.0,9.0,173.0,12.0,283.0,65.0,176.0,22.0,83.0,,,2015
13299,JIABONG,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),660.0,1680.0,99.0,731.0,5.0,6.0,373.0,171.0,4.0,51.0,116.0,,,2015
13312,MARABUT,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),206.0,3216.0,18.0,133.0,,114.0,2.0,,90.0,154.0,47.0,,,2015
13325,MATUGUINAO,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),180.0,1001.0,,,,,162.0,142.0,38.0,,,,,2015
13338,MOTIONG,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),392.0,1952.0,21.0,475.0,11.0,28.0,118.0,43.0,1.0,1.0,1.0,,,2015
13351,PINABACDAO,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),6.0,1875.0,50.0,380.0,91.0,518.0,58.0,1.0,64.0,664.0,62.0,,,2015
13364,SAN JOSE DE BUAN,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),88.0,1033.0,2.0,6.0,,1.0,153.0,288.0,62.0,3.0,13.0,,,2015
13377,SAN SEBASTIAN,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),96.0,1200.0,1.0,23.0,3.0,46.0,98.0,,122.0,49.0,58.0,,,2015
13390,SANTA MARGARITA,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),175.0,3130.0,20.0,518.0,17.0,62.0,484.0,6.0,67.0,357.0,997.0,,,2015
13403,SANTA RITA,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),41.0,3005.0,427.0,2162.0,26.0,1810.0,73.0,12.0,50.0,285.0,974.0,,,2015
13416,SANTO NI-O,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),129.0,2154.0,6.0,439.0,1.0,5.0,1.0,1.0,,,6.0,,,2015
13429,TALALORA,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),47.0,903.0,26.0,297.0,,254.0,1.0,2.0,,27.0,119.0,,,2015
13442,TARANGNAN,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),163.0,3257.0,70.0,1561.0,27.0,69.0,219.0,33.0,,31.0,150.0,,,2015
13455,VILLAREAL,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),26.0,2051.0,112.0,921.0,182.0,985.0,147.0,12.0,85.0,5.0,1460.0,,,2015
13468,PARANAS (WRIGHT),REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),1520.0,3434.0,73.0,268.0,9.0,9.0,143.0,284.0,306.0,213.0,90.0,,,2015
13481,ZUMARRAGA,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),23.0,849.0,7.0,1639.0,6.0,145.0,571.0,2.0,2.0,2.0,56.0,,,2015
13494,TAGAPUL-AN,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),18.0,592.0,1.0,181.0,,328.0,815.0,,2.0,1.0,17.0,,,2015
13507,SAN JORGE,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),356.0,1200.0,47.0,805.0,33.0,15.0,384.0,96.0,97.0,,452.0,1.0,,2015
13520,PAGSANGHAN,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),34.0,1366.0,7.0,242.0,51.0,5.0,39.0,,,5.0,75.0,,,2015
13533,ANAHAWAN,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1448.0,248.0,6.0,3.0,1.0,1.0,5.0,,,33.0,6.0,37.0,,2015
13546,BONTOC,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1329.0,2005.0,83.0,1038.0,73.0,148.0,209.0,17.0,36.0,3.0,1658.0,,,2015
13559,HINUNANGAN,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,4011.0,1442.0,31.0,69.0,8.0,14.0,109.0,11.0,5.0,1.0,1239.0,,,2015
13572,HINUNDAYAN,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,2561.0,344.0,2.0,31.0,2.0,,1.0,,,,113.0,,,2015
13585,LIBAGON,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1499.0,395.0,13.0,482.0,28.0,2.0,633.0,,1.0,1.0,124.0,,,2015
13598,LILOAN,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,3142.0,1241.0,11.0,15.0,6.0,3.0,96.0,,2.0,3.0,571.0,,,2015
13611,CITY OF MAASIN (Capital),REGION VIII (Eastern Visayas),SOUTHERN LEYTE,4721.0,4455.0,404.0,2099.0,159.0,136.0,1354.0,299.0,13.0,41.0,4938.0,,,2015
13624,MACROHON,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1430.0,998.0,141.0,371.0,60.0,28.0,181.0,31.0,7.0,23.0,2788.0,,,2015
13637,MALITBOG,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1219.0,1190.0,121.0,436.0,5.0,1.0,287.0,97.0,,7.0,966.0,,,2015
13650,PADRE BURGOS,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,398.0,691.0,19.0,448.0,,1.0,137.0,30.0,2.0,,661.0,,,2015
13663,PINTUYAN,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1373.0,503.0,1.0,3.0,,,5.0,3.0,1.0,1.0,328.0,,,2015
13676,SAINT BERNARD,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,4015.0,446.0,11.0,39.0,5.0,33.0,152.0,1.0,1.0,96.0,1120.0,,,2015
13689,SAN FRANCISCO,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,2033.0,572.0,7.0,48.0,5.0,42.0,61.0,23.0,16.0,7.0,158.0,,,2015
13702,SAN JUAN (CABALIAN),REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1683.0,283.0,2.0,44.0,2.0,,4.0,1.0,2.0,,1335.0,,,2015
13715,SAN RICARDO,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1506.0,553.0,4.0,17.0,1.0,3.0,1.0,,4.0,,124.0,,,2015
13728,SILAGO,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,2507.0,450.0,13.0,8.0,1.0,3.0,7.0,2.0,2.0,,112.0,,,2015
13741,SOGOD,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,2681.0,2863.0,411.0,1384.0,14.0,27.0,698.0,76.0,17.0,4.0,1779.0,,,2015
13754,TOMAS OPPUS,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,893.0,1356.0,60.0,258.0,4.0,58.0,346.0,40.0,6.0,,670.0,,,2015
13767,LIMASAWA,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,16.0,1.0,62.0,786.0,,,130.0,43.0,,,328.0,,,2015
13780,DAPITAN CITY,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,1828.0,4250.0,382.0,1085.0,227.0,1482.0,2936.0,327.0,278.0,220.0,5090.0,3.0,,2015
13793,DIPOLOG CITY (Capital),REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,3973.0,2552.0,527.0,2475.0,211.0,974.0,624.0,94.0,11.0,692.0,17837.0,13.0,,2015
13806,KATIPUNAN,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,527.0,1582.0,205.0,1909.0,213.0,537.0,1506.0,1741.0,43.0,177.0,1362.0,1.0,,2015
13819,LA LIBERTAD,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,27.0,234.0,23.0,165.0,22.0,411.0,508.0,389.0,,1.0,91.0,,,2015
13832,LABASON,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,1905.0,2127.0,551.0,1325.0,459.0,354.0,385.0,209.0,2.0,22.0,1844.0,3.0,,2015
13845,LILOY,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,3035.0,1807.0,157.0,1139.0,93.0,585.0,216.0,66.0,7.0,39.0,2104.0,121.0,,2015
13858,MANUKAN,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,715.0,763.0,432.0,1949.0,121.0,1550.0,487.0,800.0,145.0,28.0,831.0,2.0,,2015
13871,MUTIA,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,806.0,1095.0,32.0,163.0,20.0,27.0,299.0,142.0,68.0,,34.0,,,2015
13884,PI-AN (NEW PIÑAN),REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,498.0,693.0,114.0,1171.0,570.0,413.0,530.0,362.0,6.0,44.0,228.0,3.0,,2015
13897,POLANCO,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,1329.0,1249.0,284.0,1949.0,560.0,1296.0,412.0,508.0,,8.0,1602.0,1.0,,2015
13910,PRES. MANUEL A. ROXAS,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,509.0,1707.0,117.0,1070.0,148.0,1997.0,661.0,1294.0,96.0,3.0,820.0,1.0,,2015
13923,RIZAL,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,527.0,803.0,150.0,486.0,14.0,326.0,844.0,70.0,1.0,6.0,294.0,,,2015
13936,SALUG,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,455.0,1122.0,265.0,2619.0,322.0,874.0,495.0,238.0,95.0,4.0,743.0,1.0,,2015
13949,SERGIO OSMEÑA SR.,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,945.0,2107.0,33.0,239.0,45.0,255.0,943.0,1774.0,,31.0,155.0,2.0,,2015
13962,SIAYAN,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,338.0,1444.0,170.0,1179.0,139.0,1894.0,545.0,1449.0,39.0,40.0,82.0,,,2015
13975,SIBUCO,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,856.0,2401.0,236.0,309.0,118.0,822.0,1081.0,1169.0,230.0,2.0,5.0,,,2015
13988,SIBUTAD,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,455.0,2581.0,101.0,297.0,122.0,338.0,161.0,102.0,5.0,40.0,120.0,,,2015
14001,SINDANGAN,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,297.0,3226.0,1082.0,7237.0,396.0,1616.0,2102.0,1351.0,105.0,2944.0,2052.0,1.0,,2015
14014,SIOCON,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,1074.0,2509.0,351.0,1108.0,200.0,1655.0,914.0,377.0,132.0,274.0,2019.0,,,2015
14027,SIRAWAI,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,154.0,3463.0,115.0,951.0,134.0,314.0,33.0,187.0,427.0,5.0,71.0,,,2015
14040,TAMPILISAN,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,432.0,1094.0,132.0,866.0,145.0,1105.0,804.0,322.0,29.0,351.0,377.0,,,2015
14053,JOSE DALMAN (PONOT),REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,391.0,1099.0,97.0,1643.0,38.0,858.0,360.0,1080.0,287.0,,251.0,,,2015
14066,GUTALAC,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,184.0,1341.0,517.0,1799.0,34.0,2059.0,799.0,630.0,17.0,1.0,203.0,,,2015
14079,BALIGUIAN,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,81.0,3033.0,90.0,560.0,37.0,404.0,698.0,80.0,174.0,,19.0,,,2015
14092,GODOD,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,390.0,1416.0,62.0,482.0,115.0,317.0,899.0,46.0,68.0,1.0,4.0,2.0,,2015
14105,BACUNGAN (Leon T. Postigo),REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,483.0,1592.0,103.0,651.0,116.0,529.0,599.0,987.0,10.0,105.0,389.0,,,2015
14118,KALAWIT,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,173.0,1446.0,341.0,1144.0,299.0,987.0,50.0,317.0,2.0,10.0,61.0,,,2015
14131,AURORA,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL SUR (excluding Zamboanga City),6868.0,2303.0,93.0,134.0,48.0,546.0,588.0,76.0,13.0,45.0,318.0,5.0,,2015
14144,BAYOG,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL SUR (excluding Zamboanga City),1757.0,2709.0,204.0,991.0,139.0,304.0,461.0,201.0,72.0,5.0,77.0,,,2015
14157,DIMATALING,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL SUR (excluding Zamboanga City),1027.0,2421.0,339.0,1534.0,167.0,305.0,418.0,19.0,272.0,,69.0,1.0,,2015
14170,DINAS,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL SUR (excluding Zamboanga City),2067.0,2281.0,206.0,1173.0,73.0,1277.0,365.0,139.0,13.0,21.0,86.0,1.0,,2015
14183,DUMALINAO,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL SUR (excluding Zamboanga City),1270.0,1794.0,332.0,739.0,15.0,337.0,1049.0,701.0,17.0,203.0,640.0,,,2015
