city_municipality,year,accommodation_capacity,active_establishments_in_the_locality,annual_disaster_drill,availability_of_basic_utilities,budget_for_drrmp,capacity_of_health_services,capacity_of_school_services,capacity_to_generate_local_resource,compliance_to_arta_citizens_charter,compliance_to_national_directives,cost_of_doing_business,cost_of_living,disaster_risk_reduction_plan,distance_to_ports,early_warning_system,education,emergency_infrastructure,employed_population,employment_generation,financial_deepening,financial_technology_capacity,getting_business_permits,health,information_technology_capacity,lgu_investment,land_use_plan,local_economy_growth,local_economy_size,local_risk_assessments,peace_and_order,presence_of_business_and_professional_organizations,presence_of_investment_promotion_unit,productivity,recognition_of_performance,road_network,safety_compliant_business,sanitary_system,social_protection,transportation_vehicles,utilities,province,population
Baroy,2021,0.0029,0.1966,0.0000,1.5500,0.0025,0.0502,0.0996,0.0955,1.9708,2.4643,2.1548,1.5938,2.5000,2.4465,1.2799,0.0460,0.2631,0.0105,0.2305,0.1115,0.0893,1.8636,0.0986,0.5435,0.0851,2.4571,0.0011,0.0001,2.5000,0.1293,0.0000,1.8750,0.1299,0.0893,0.0322,0.2340,1.8754,0.0862,0.0430,0.5000,Lanao Del Norte,"22,600"
Baroy,2022,0.0069,0.1812,1.001,0.4429,0.0,0.0246,0.0077,0.0229,2.0,1.9615,1.8903,1.9991,1.9998,1.9927,1.0158,0.0722,0.3873,0.0018,0.2457,0.041,0.0455,2.0,0.102,0.1304,0.0002,1.9324,0.0629,0.0032,2.0,0.0002,0.0423,1.9991,0.1285,0.0584,0.008,0.1038,1.5,0.0,0.0024,1.4995,Lanao Del Norte,"22,600"
Barugo,2017,0.0000,0.1145,2.5000,2.5000,0.0021,0.1424,0.2721,1.0455,2.3920,2.3684,2.3400,1.4224,2.5000,1.5888,2.5000,0.0823,0.9616,0.0356,0.1011,0.1323,0.0000,1.4858,0.0420,0.4464,0.1402,2.5000,0.0062,0.0022,2.5000,0.1668,0.0000,1.8750,0.0009,0.2721,0.0019,0.0318,1.5371,0.5868,0.1110,1.0133,Leyte,"32,745"
Barugo,2018,0.0000,0.0021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3092,1.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.0056,0.0000,0.0000,0.0000,0.0000,0.0181,0.0000,0.0000,0.1280,0.0000,0.0000,0.0000,0.0000,Leyte,"32,745"
Barugo,2019,0.0048,0.1005,2.3214,2.2500,0.0520,0.0569,0.3979,0.1111,2.4157,2.4981,2.1603,1.5000,2.3611,1.5802,2.5000,0.0361,0.5175,0.0390,0.0723,0.0976,0.0543,2.4418,0.0279,0.2097,0.0653,2.4744,0.0009,0.0085,2.5000,0.2189,0.0000,2.5000,0.0863,0.2328,0.0495,0.1745,2.0152,0.6372,0.0121,1.8731,Leyte,"32,745"
Barugo,2020,0.0000,0.1926,2.5000,2.0938,0.0422,0.0620,0.0621,0.0415,2.4972,2.5000,2.2956,0.9375,2.5000,1.5307,2.5000,0.0347,0.4920,0.0188,0.0691,0.1955,0.1563,2.4937,0.1047,0.3148,0.1487,2.4615,1.0303,0.0294,2.5000,0.3316,0.0000,2.5000,0.0521,0.1263,0.0007,0.1861,1.9927,0.5950,0.0545,1.8751,Leyte,"32,745"
Barugo,2021,0.0000,0.3621,1.2829,2.4000,0.0025,0.0676,0.0454,0.0269,2.3995,2.4286,2.3321,1.9688,2.4706,2.2758,1.3446,0.0566,0.2668,0.0174,0.2079,0.2617,0.0694,1.8655,0.1253,0.2717,0.1041,2.4714,0.0014,0.0159,2.5000,0.1047,0.0046,2.5000,0.1294,0.1612,0.0410,0.2361,1.2500,0.1568,0.0680,1.2546,Leyte,"32,745"
Barugo,2022,0.0,0.2044,1.002,0.4319,0.0,0.0413,0.0077,0.1406,1.0,1.8846,1.8699,1.999,1.9998,1.9129,1.0771,0.0805,0.3788,0.005,0.2938,0.0556,0.0486,2.0,0.0762,0.2174,0.0002,1.9189,0.0005,0.0034,2.0,0.0002,0.0032,1.9987,0.0989,0.0954,0.0011,0.1794,1.0,0.0,0.0298,1.4976,Leyte,"32,745"
Basay,2017,0.0339,0.1454,2.5000,2.5000,0.0166,0.1453,0.0692,0.8698,2.2482,2.3684,2.2067,0.5603,2.5000,1.6530,2.5000,0.1204,0.9028,0.1129,0.0976,0.1455,0.0000,2.1712,0.0316,0.3869,0.0827,2.5000,0.0034,0.0004,2.5000,0.1286,0.0010,2.5000,0.0005,0.0692,0.0004,0.1655,1.0333,0.2824,0.0241,0.7031,Negros Oriental,"26,566"
Basay,2018,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9897,1.5278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0771,0.0503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0020,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.1337,0.0000,0.0000,0.0000,0.0000,Negros Oriental,"26,566"
Basay,2019,0.0504,0.2167,2.4107,2.3125,0.0873,0.1187,0.1309,0.0300,2.3188,2.4988,2.0227,1.0000,2.4074,2.2968,2.5000,0.0095,0.4574,0.1828,0.0312,0.2946,0.0000,2.2878,0.0289,0.2264,0.0357,2.4615,0.0013,0.0027,2.5000,0.0000,0.0000,2.5000,0.0123,0.0000,0.0902,0.2440,2.0197,0.4000,0.0019,1.8653,Negros Oriental,"26,566"
Basay,2020,0.0018,0.1897,2.5000,2.0625,0.0581,0.0690,0.0178,0.0388,2.4905,2.4286,2.0844,1.7188,2.4537,2.1730,2.5000,0.0272,0.4589,0.1413,0.0607,0.4619,0.1563,2.3035,0.0218,0.3380,0.0427,2.4872,1.0245,0.0008,2.5000,0.1531,0.0247,2.5000,0.0461,0.0000,0.0003,0.2126,1.9518,0.1554,0.0016,1.8470,Negros Oriental,"26,566"
Basay,2021,0.0126,0.2318,1.2500,2.3125,0.0099,0.1146,0.0348,0.0145,2.2589,2.3571,2.2137,2.0625,2.4706,2.1647,1.2550,0.0350,0.0621,0.1308,0.0741,0.4161,0.0893,2.1779,0.0537,0.2174,0.0707,2.4714,0.0007,0.0002,2.5000,0.0185,0.0076,2.5000,0.0615,0.0000,0.0772,0.1775,1.2501,0.1245,0.0054,1.0077,Negros Oriental,"26,566"
Basay,2022,0.0,0.3787,1.0005,0.2365,0.0,0.034,0.0096,0.0252,2.0,1.8846,1.896,1.9993,1.999,1.9923,1.002,0.0407,0.033,0.0338,0.0997,0.283,0.0765,1.5,0.0233,0.087,0.0001,1.9595,0.0009,0.0001,2.0,0.0001,0.0159,1.9991,0.0656,0.0,0.0,0.152,1.0,0.9357,0.0007,0.4997,Negros Oriental,"26,566"
Basco,2017,0.2405,0.7927,2.5000,2.5000,0.0019,0.3212,0.1221,0.1264,1.7626,2.2368,2.0244,0.2586,1.5000,2.4988,2.5000,0.0569,0.8673,0.0000,0.5554,0.1190,0.4688,1.3844,0.1720,0.8631,0.0000,2.5000,0.0012,0.0073,1.2500,0.6632,0.0010,0.6250,0.0023,0.1221,0.0374,0.0012,0.5637,0.1701,0.1026,1.0766,Batanes,"8,579"
Basco,2018,0.0000,0.0064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4986,1.3889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1817,0.0545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0289,0.0000,0.0000,0.0000,0.0000,Batanes,"8,579"
Basco,2019,0.6571,0.4663,2.5000,2.3125,0.0863,0.2958,0.1502,0.1134,2.2523,0.0000,0.9121,1.7500,1.2500,2.4984,2.5000,0.0040,0.4695,0.0000,0.3949,0.0783,0.1087,1.6083,0.0909,0.2457,0.0980,1.5000,0.3964,0.0956,0.0000,0.1843,0.0009,1.2500,0.3329,0.0837,0.4874,0.3439,2.0523,0.2139,0.1114,1.8758,Batanes,"8,579"
Basco,2020,1.4001,0.8539,2.5000,2.3688,0.1858,0.1080,0.1127,0.3393,2.2707,1.2500,2.0458,0.0000,1.3333,2.4977,2.5000,0.3042,0.1028,0.0000,1.4437,0.2957,0.5000,1.6372,0.2570,1.0208,0.1732,2.5000,0.0314,0.4532,1.2500,2.5000,0.0027,1.8750,1.1881,0.0595,0.1019,0.8094,1.5036,0.1419,0.2706,1.8738,Batanes,"8,579"
Basco,2021,0.6578,1.5881,0.0000,2.3750,0.0032,0.6253,0.1489,0.0236,2.1669,2.3810,1.7390,0.5000,1.9762,2.4974,1.2595,0.4176,0.2699,0.0000,0.5268,0.2765,0.1471,1.5403,0.3072,1.0714,0.2413,2.5000,0.0087,0.1690,1.2500,2.5000,0.0017,1.8750,0.4421,0.1528,0.0144,1.1929,1.8817,0.6606,0.1724,1.2555,Batanes,"8,579"
Basco,2022,0.1662,1.1046,1.0106,0.4949,0.0132,0.0018,0.0995,0.0594,1.0,0.9545,0.9031,0.8947,0.9998,1.9976,1.0076,0.0885,0.433,0.0242,1.4313,0.2594,0.1621,0.5,0.2995,0.25,0.0016,1.9444,0.0,0.1202,2.0,0.0001,0.0132,0.6667,0.4578,0.0,0.0,1.0117,1.0001,0.1798,0.0865,1.4898,Batanes,"8,579"
Basey,2017,0.0035,0.0469,2.5000,2.5000,0.0022,0.0818,0.2119,0.7975,2.1175,2.3077,2.3069,2.5000,2.0000,2.3941,2.5000,0.0831,0.8657,0.0586,0.0122,0.1263,0.0231,1.2160,0.1609,0.1915,0.6204,2.5000,0.0052,0.0016,2.5000,0.2112,0.0602,0.6250,0.0035,0.2119,0.0002,0.0392,1.5621,0.1996,0.0589,1.0062,Samar (Western Samar),"55,480"
Basey,2018,0.0000,0.0789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2260,1.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0248,0.0203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0172,0.0015,0.0000,0.0000,0.0420,0.0000,0.0008,0.0000,0.0000,0.0737,0.0000,0.0000,0.0000,0.0000,Samar (Western Samar),"55,480"
Basey,2019,0.0093,0.0367,1.7500,1.5947,0.1813,0.0806,0.0000,0.0097,2.3709,2.3500,2.1647,0.2778,2.3611,2.4033,2.5000,0.0545,0.4780,0.0143,0.0591,0.0914,0.0216,1.5482,0.0805,0.1703,0.1808,2.4744,0.0020,0.0008,2.5000,0.0120,0.0000,0.6250,0.0001,0.0595,0.0607,0.0723,2.0101,0.2080,0.0154,1.8717,Samar (Western Samar),"55,480"
Basey,2020,0.0000,0.0375,2.5000,1.9948,0.1217,0.0641,0.0965,0.0110,2.1501,2.5000,2.2417,1.6379,2.5000,2.4823,2.5000,0.0656,0.4760,0.0138,0.0294,0.0324,0.0195,1.4913,0.1069,0.3737,0.1640,2.5000,0.3304,0.0009,2.5000,0.0096,0.0045,2.5000,0.0056,0.0000,0.0007,0.0481,2.0006,0.2156,0.0657,1.8714,Samar (Western Samar),"55,480"
Basey,2021,0.0126,0.0832,1.2542,2.2197,0.0242,0.1814,0.0423,0.0013,1.9518,2.4405,2.2936,0.8438,2.4737,2.4280,0.0000,0.0269,0.2603,0.0150,0.0244,0.0424,0.0240,2.1019,0.1034,0.3182,0.0028,2.4773,0.0025,0.0003,2.5000,0.0295,0.0035,2.5000,0.0056,0.0340,0.1199,0.0468,1.8752,0.2420,0.0124,1.2668,Samar (Western Samar),"55,480"
Basey,2022,0.0,0.0665,1.002,0.0722,0.0,0.0029,0.0085,0.0006,2.0,1.9643,1.834,1.8077,1.9998,1.8807,1.005,0.0222,0.3617,0.0109,0.0338,0.0367,0.0259,2.0,0.1144,0.0617,0.001,1.9848,0.0007,0.003,2.0,0.0001,0.0056,1.9744,0.0146,0.0864,0.0002,0.0,1.5002,0.0,0.0086,1.5066,Samar (Western Samar),"55,480"
Basilisa,2017,0.0000,0.0000,2.5000,0.0000,0.0021,0.1047,0.1503,1.0507,2.1874,2.3684,1.9346,1.3793,2.5000,2.4446,2.5000,0.1792,0.8707,0.2700,0.2285,0.0265,0.2500,2.3467,0.1234,0.3770,0.0000,2.5000,0.0049,0.0007,2.5000,0.1786,0.0108,0.0000,0.0003,0.1503,0.0002,0.2061,1.5096,0.4374,0.0175,0.7249,Dinagat Islands,"36,880"
Basilisa,2018,0.0000,0.0045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3176,1.4352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0991,0.0461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0030,0.0000,0.0000,0.0109,0.0000,0.0015,0.0000,0.0000,0.0750,0.0000,0.0000,0.0000,0.0000,Dinagat Islands,"36,880"
Basilisa,2019,0.0000,0.3481,1.1607,1.6020,0.0611,0.0457,0.0000,0.0340,2.3549,2.4988,1.8719,1.5000,2.3611,1.6667,2.5000,0.0186,0.4272,0.1780,0.2030,0.0558,0.2106,2.2940,0.0650,0.1764,0.0721,2.4615,0.0010,0.0031,2.5000,0.1728,0.0371,1.2500,0.1159,0.1185,0.0496,0.3370,1.0000,0.6190,0.0027,1.2526,Dinagat Islands,"36,880"
Basilisa,2020,0.0372,0.3266,2.5000,1.3520,0.0358,0.0277,0.0312,0.0187,2.4970,2.4286,2.0583,0.1563,2.3611,2.4986,2.5000,0.0373,0.4330,0.1375,0.1371,0.0634,0.0000,2.4961,0.0377,0.2685,0.0518,2.4615,1.0251,0.0033,2.5000,0.3061,0.0182,1.2500,0.0766,0.0013,0.0000,0.2969,1.5000,0.0000,0.0031,1.5632,Dinagat Islands,"36,880"
Basilisa,2021,0.0000,0.4281,1.2582,1.6577,0.0026,0.0144,0.0675,0.0147,2.2501,2.3571,2.1163,1.3750,2.4412,2.5000,1.2774,0.0470,0.0363,0.1256,0.2702,0.0684,0.1389,2.1761,0.0346,0.1630,0.1079,2.4857,0.0429,0.0034,2.5000,0.1108,0.0061,1.8750,0.1497,0.0000,0.0417,0.3025,1.8750,0.0709,0.0047,1.2480,Dinagat Islands,"36,880"
Basilisa,2022,0.0,0.3668,1.0005,0.2862,0.0,0.0117,0.0154,0.0224,2.0,1.8846,1.8967,1.9987,1.9995,0.6654,1.0395,0.1435,0.3712,0.0187,0.2739,0.0134,0.0909,2.0,0.045,0.087,0.0002,1.9189,0.0004,0.001,2.0,0.0001,0.0085,1.9987,0.1714,0.0537,0.0,0.4411,1.0,0.3708,0.0002,1.4996,Dinagat Islands,"36,880"
Basista,2017,0.0000,0.3779,2.5000,2.1140,0.0022,0.1888,0.2901,0.4203,2.2336,2.2039,2.3061,1.5517,2.5000,2.3687,2.5000,0.1893,0.4474,0.1915,0.1844,0.1720,0.2500,0.9589,0.0991,0.6944,0.1172,2.5000,0.0042,0.0013,1.2500,0.2256,0.0000,0.6250,0.0010,0.2901,0.0024,0.2597,1.0833,1.2977,0.1283,1.0232,Pangasinan,"37,679"
Basista,2018,0.0000,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1673,1.8056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0506,0.0713,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0054,0.0000,0.0000,0.0000,0.0000,0.0065,0.0000,0.0000,0.1180,0.0000,0.0000,0.0000,0.0000,Pangasinan,"37,679"
Basista,2019,0.0000,0.2183,2.4107,2.0188,0.1119,0.1320,0.4376,0.0403,2.2899,2.4950,2.2012,1.2500,2.4537,2.4083,2.5000,0.0770,0.0523,0.1524,0.2716,0.0826,0.1563,1.6057,0.1447,0.4360,0.0612,2.4872,0.0016,0.0100,2.5000,0.2995,0.0000,0.0000,0.1754,0.0347,0.0118,0.2397,1.0568,1.5135,0.0081,1.8793,Pangasinan,"37,679"
Basista,2020,0.0000,0.4357,2.5000,1.8146,0.0393,0.0924,0.0695,0.2423,2.4964,2.2143,2.3223,1.0938,2.5000,2.3798,2.5000,0.0496,0.4742,0.1978,0.2718,0.2910,0.2500,2.4903,0.1104,0.5694,0.0508,2.4872,1.0278,0.0290,2.5000,0.3827,0.0315,2.5000,0.1756,0.1290,0.0005,0.3913,1.9704,0.5612,0.0224,1.8760,Pangasinan,"37,679"
Basista,2021,0.0035,0.5467,1.2829,2.2594,0.0030,0.0813,0.0584,0.0450,2.3533,2.3929,2.4018,1.3750,2.5000,2.2196,1.2674,0.0567,0.3823,2.2662,0.3016,0.3414,0.1389,1.5530,0.2423,0.3804,0.0960,2.5000,0.0011,0.0161,2.5000,0.1786,0.0274,2.5000,0.2480,0.1283,0.0081,0.2897,1.8751,0.1979,0.0287,1.2636,Pangasinan,"37,679"
Basista,2022,0.0,0.5209,1.0025,0.2248,0.0,0.0581,0.0077,0.0338,2.0,1.8462,1.9203,1.9992,1.9998,1.9671,1.0217,0.0702,0.4516,0.6009,0.414,0.0896,0.1364,0.5,0.1827,0.1739,0.0002,1.973,0.0006,0.0033,2.0,0.0002,0.0359,0.0,0.1705,0.3454,0.0018,0.3155,1.5,0.0,0.0042,1.5004,Pangasinan,"37,679"
Basud (CN),2017,0.0253,0.1442,2.5000,1.8750,0.0000,0.0640,0.1028,0.4438,2.0508,2.3684,2.2591,0.6897,1.0000,1.5715,2.5000,0.2403,0.4337,0.1868,0.1512,0.1455,0.2500,1.4865,0.0206,0.6349,0.1996,2.5000,0.0096,0.0010,0.0000,0.1392,0.0000,2.5000,0.0000,0.1028,0.0008,0.1014,1.0556,0.0000,0.0659,0.6997,Camarines Norte,"41,017"
Basud (CN),2018,0.0000,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0529,2.1296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0801,0.0000,0.0000,0.0000,0.0000,Camarines Norte,"41,017"
Basud (CN),2019,0.0061,0.0729,2.4107,2.0822,0.1775,0.0527,0.5245,0.0301,2.1653,2.4994,2.0736,1.0000,2.4074,2.3113,2.5000,0.0219,0.5130,0.0195,0.0000,0.0733,0.3125,1.5288,0.2314,0.2430,0.0969,2.4103,0.0013,0.0051,2.5000,0.3111,0.0000,2.5000,0.0736,0.2328,0.1473,0.1950,1.0000,0.3505,0.0068,1.2502,Camarines Norte,"41,017"
Basud (CN),2020,0.0061,0.3091,2.2500,1.8399,0.0108,0.0497,0.0607,0.0172,2.4326,2.4643,2.2856,0.8333,2.4074,2.2110,2.5000,0.0336,0.4583,0.0151,0.0606,0.1353,0.2500,1.5702,0.0000,0.9954,0.0000,2.4103,1.0268,0.0097,2.5000,0.4209,0.0000,2.5000,0.0403,0.0235,0.0005,0.4695,1.0001,0.3210,0.0389,1.2522,Camarines Norte,"41,017"
Basud (CN),2021,0.0429,0.2102,1.2829,2.3438,0.0025,0.0219,0.0583,0.0110,2.1990,2.4286,2.2548,0.4063,2.4559,2.2259,1.2550,0.0653,0.2275,0.0105,0.0785,0.1416,0.1389,1.5530,0.0000,0.2717,0.1439,2.3286,0.0012,0.0047,2.5000,0.1970,0.1418,2.5000,0.0551,0.1049,1.0638,0.1972,1.2500,0.0576,0.0667,0.7484,Camarines Norte,"41,017"
Basud (CN),2022,0.0263,0.1722,1.002,0.202,0.0,0.0219,0.0096,0.0146,2.0,1.8846,1.5629,1.999,1.9988,1.9885,1.0059,0.1308,0.4134,0.0027,0.1177,0.0326,0.2004,1.0,0.0314,0.1739,0.0002,1.8108,0.0137,0.0012,2.0,0.0002,0.3066,1.9971,0.0397,0.1,0.3674,0.1783,1.0,0.3141,0.0202,1.0005,Camarines Norte,"41,017"
Batac,2017,0.0000,0.3056,2.5000,2.5000,0.0418,0.3839,0.3105,0.7467,1.2488,2.2222,2.0956,0.0000,2.5000,2.3426,2.5000,0.1227,0.8775,0.0863,0.0438,0.4333,0.1225,2.4090,0.2855,0.3532,0.8006,2.5000,0.0686,0.0105,2.5000,0.4907,0.0427,2.5000,0.0116,0.3105,0.0214,0.2378,1.5757,0.2060,0.1631,0.9904,Ilocos Norte,"55,484"
Batac,2018,0.0000,0.3310,2.5000,2.5000,0.2562,1.1514,0.3572,0.1527,2.1655,2.1528,1.2803,1.4796,2.5000,2.3352,2.5000,0.1605,0.8856,0.0554,0.0286,0.3648,0.1449,1.5042,1.0012,0.9836,1.1163,2.5000,0.0775,0.0135,2.5000,0.1794,0.0355,2.5000,0.0768,0.1970,0.7508,0.2010,1.5475,0.7519,0.1605,1.7106,Ilocos Norte,"55,484"
Batac,2019,0.0000,0.2981,1.2500,2.0344,0.2698,0.3725,0.0838,0.0439,1.8114,2.2222,2.0379,0.3571,2.4405,2.3279,2.5000,0.2437,0.2810,0.0379,0.0916,0.2101,0.1245,1.5814,0.1414,0.3374,0.3212,2.4985,0.0893,0.0123,2.5000,0.0311,0.0291,2.5000,0.0602,0.1413,0.1697,0.2503,1.9728,0.2416,0.0977,1.8969,Ilocos Norte,"55,484"
Batac,2020,0.0171,0.1861,2.5000,1.9022,0.1394,0.3134,0.1086,0.0768,2.4988,2.1875,2.0104,1.6549,2.5000,2.3424,2.5000,0.1320,0.4807,0.0425,0.0787,0.2568,0.1442,2.3814,0.2112,0.5216,0.1787,2.3636,0.6039,0.0139,2.5000,0.0632,0.0248,2.5000,0.0662,0.1967,0.1335,0.2810,1.9948,0.1147,0.0504,1.8693,Ilocos Norte,"55,484"
Batac,2021,0.0165,0.3415,1.2568,2.0330,0.1476,0.3229,0.1116,0.0534,1.2500,2.5000,2.2027,1.1039,2.5000,2.3546,1.2768,0.1402,0.2600,0.0859,0.0999,0.2723,0.0782,2.1515,0.4159,0.9375,0.1208,2.5000,0.0425,0.0168,2.5000,0.0039,0.0368,2.5000,0.0742,0.0618,0.0629,0.2568,1.8814,0.1988,0.0526,1.2701,Ilocos Norte,"55,484"
Batac,2022,0.036,0.3081,1.0097,1.571,0.0755,0.8557,0.2224,0.0507,2.0,1.9286,1.4984,1.359,1.9444,1.9094,1.013,0.1525,0.4037,0.1829,0.0224,0.2532,0.0408,2.0,0.2828,0.0652,0.0015,1.9762,0.0147,0.0228,2.0,0.0003,0.055,1.7778,0.0147,0.0856,0.0085,0.1717,1.5034,0.0,0.0606,1.5111,Ilocos Norte,"55,484"
Batad,2017,0.0000,0.0000,2.5000,1.2500,0.0022,0.0494,0.0969,0.7246,2.0987,2.3684,1.9360,0.9914,2.5000,2.4286,2.5000,0.1581,0.8642,0.0224,0.0416,0.1984,0.0000,1.5153,0.0590,0.7937,0.1634,2.5000,0.0098,0.0015,1.2500,0.2492,0.0010,0.0000,0.0000,0.0969,0.0005,0.0027,0.5556,0.2404,0.0058,0.9817,Iloilo,"22,157"
Batad,2018,0.0000,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5147,1.9907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0216,0.0629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,0.0036,0.0000,0.0000,0.0000,0.0000,0.0148,0.0000,0.0000,0.0444,0.0000,0.0000,0.0000,0.0000,Iloilo,"22,157"
Batad,2019,0.0000,0.1040,2.4107,2.4688,0.0919,0.0638,0.1921,0.0755,2.3727,2.4988,2.0516,1.7500,2.4537,2.3169,2.5000,0.0196,0.4671,0.0768,0.2140,0.1747,0.0000,1.6391,0.0702,0.2554,0.0517,2.4744,0.0017,0.0085,2.5000,0.2304,0.0009,1.2500,0.0617,0.0490,0.0279,0.0860,0.5379,0.5372,0.0063,1.8861,Iloilo,"22,157"
Batad,2020,0.0000,0.2149,2.5000,2.4688,0.2070,0.2538,0.1664,0.4555,2.3698,2.4306,2.2141,1.6803,2.5000,2.2771,2.5000,0.4981,0.5556,0.1868,0.2480,0.5088,0.0000,2.4839,0.1016,1.1875,0.1945,2.4730,0.0319,0.0428,2.5000,0.6579,0.0027,1.8750,0.2163,0.0417,0.0072,0.2213,1.9572,0.2290,0.0157,1.9945,Iloilo,"22,157"
Batad,2021,0.0000,0.4035,1.2675,2.4688,0.0039,0.1462,0.0788,0.0171,2.2762,2.2619,2.2823,1.7188,2.4762,2.2459,1.2973,0.2177,0.3067,0.2190,0.0807,0.5138,0.0000,2.4949,0.3810,1.2500,0.2851,2.5000,0.0089,0.0294,2.5000,0.3750,0.0085,1.8750,0.0758,0.1944,0.0205,0.2167,1.8795,0.7179,0.0438,1.4131,Iloilo,"22,157"
Batad,2022,0.0,0.1952,1.0213,0.2697,0.0017,0.0003,0.056,0.007,2.0,1.9091,1.6387,1.7368,1.9998,1.7696,1.0606,0.1981,0.4759,0.1752,0.1224,0.1038,0.0673,2.0,0.2295,0.5,0.002,1.8333,0.0,0.0151,2.0,0.0001,0.0053,1.333,0.0864,0.1875,0.0,0.1536,1.5001,0.0007,0.0693,1.5135,Iloilo,"22,157"
Batan,2017,0.0386,0.0000,0.0000,2.2917,0.0000,0.0727,0.0000,0.0000,2.1668,0.0000,1.5173,1.9397,0.0000,2.4770,0.0000,0.1585,0.8416,0.0462,0.0000,0.1323,0.2500,1.5789,0.0581,0.9325,0.0000,0.0000,0.0000,0.0000,0.0000,0.1557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0618,1.1000,0.0042,0.6996,Aklan,"33,484"
Batan,2018,0.0000,0.0043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0844,1.7130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1642,0.0419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0091,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0909,0.0000,0.0000,0.0000,0.0000,Aklan,"33,484"
Batan,2019,0.0452,0.0000,2.5000,1.8833,0.1175,0.0471,0.2829,0.0189,2.2714,0.0000,2.0122,1.5000,2.3611,2.4745,2.5000,0.0552,0.4333,0.0183,0.5327,0.0447,0.0000,2.3099,0.0791,0.3054,0.0512,2.4615,0.0014,0.0062,2.5000,0.2074,0.0000,2.5000,0.0864,0.0694,0.0484,0.1716,1.4955,0.4107,0.0033,1.8758,Aklan,"33,484"
Batan,2020,0.0000,0.2172,2.5000,1.6333,0.0415,0.0353,0.0737,0.2415,2.4761,2.5000,2.0164,1.4583,2.5000,2.4483,2.5000,0.0637,0.4561,0.0141,0.0011,0.0847,0.0000,2.4031,0.0625,0.6806,0.0331,2.5000,1.0250,0.0036,2.5000,0.3061,0.0000,0.0000,0.0004,0.0000,0.0006,0.2322,1.9731,0.3582,0.0651,1.5405,Aklan,"33,484"
Batan,2021,0.0027,0.3036,1.2829,1.8833,0.0025,0.0266,0.0496,0.0189,2.1667,2.4643,2.1451,1.3438,2.4853,2.4487,1.2525,0.1102,0.3253,0.0122,0.0717,0.1105,0.0000,1.8636,0.0574,0.2174,0.1005,2.4857,0.0017,0.0015,2.5000,0.0924,0.0046,0.0000,0.0568,0.0000,0.0355,0.2115,1.8751,0.0642,0.0808,1.0227,Aklan,"33,484"
Batan,2022,0.0064,0.2991,1.0015,0.2181,0.0,0.0165,0.1742,0.0196,2.0,1.9231,1.9088,1.9996,1.9998,1.9988,1.002,0.0574,0.4003,0.0034,0.0964,0.0268,0.0,1.0,0.056,0.1304,0.0002,1.9595,0.0004,0.0007,2.0,0.0002,0.0032,0.6663,0.0459,0.0417,0.0003,0.1824,1.5,1.1102,0.0573,1.4993,Aklan,"33,484"
