city_municipality,Cost of Living,Poverty Incidents,Population,Financial Deepening,Employed Population,Cluster_Id,Vulnerability
Balamban,0.6048456778246922,0.21278744690471185,0.1586056804646483,0.3424236924932583,0.01714331039882503,0,low
Balanga,0.45743240643245187,0.015244317928535488,0.17433202036290332,0.6023577374372843,0.01611982918098473,0,low
Balangiga,0.9287071079503117,0.6097841799922307,0.01524661431235793,0.11887674763483835,0.0037101194146710883,2,high
Balangkayan,0.4896156550515457,0.6142419553076183,0.010668103714558997,0.043719513201093206,0.02341213285809687,2,high
Balaoan,0.7376365601704313,0.012824382757325076,0.06546579288753145,0.14912295173622359,0.09671897508590838,1,medium
Balasan,0.9854475745374534,0.23622260856274951,0.054067372357093225,0.28578080117611876,0.1339481043848493,1,medium
Balatan,0.47527312034086255,0.46102184946729585,0.04685939406135656,0.04610254746362659,0.0,2,high
Balayan,0.5169014527938209,0.10465455425430971,0.1508843381908232,0.5092360908705951,0.004733600632511389,0,low
Balbalan,0.6501820802272418,0.1752147692464449,0.014270352645552455,0.003024620410138524,0.01791092131220525,1,medium
Baleno,0.6064548402556469,0.39300893465538206,0.03846110742320466,0.1216264025531461,0.012025904309623529,1,medium
Baler,0.5627276002840521,0.06555349648790987,0.0692438037228874,0.577702498336458,0.031344112296359194,0,low
Balete (AK),0.6501820802272418,0.1918995854268957,0.045411533621459665,0.12465102296328463,0.09160156899670686,1,medium
Balete (BS),0.5765104263230989,0.13331168128180146,0.03248346245800537,0.2682746648628927,0.3092192629400007,0,low
Baliangao,0.31330742348607543,0.31289634398741634,0.022792194681820553,0.031529376396595525,0.059233975482507376,0,low
Baliguian,0.8760944928164891,0.6413707022269771,0.0344151031891178,0.04610254746362659,0.013433190984153942,2,high
Balilihan,0.9489965472971318,0.2331658483464838,0.024203510567345043,0.057651098120519134,0.006012952154811764,1,medium
Balindong,0.7376365601704313,0.8301256455813893,0.04382793626532245,0.011915171312666914,0.008955460656102626,2,high
Balingasag,0.41048684159894777,0.22870807303109614,0.10974561126875297,0.18129391428042427,0.13011004981794816,0,low
Balingoan,0.5397095811630047,0.20731075151723566,0.012279544540694236,0.1611297782128341,0.03096030683966908,0,low
Baliwag,0.9125455200568104,0.02275885346018888,0.28622274476680976,1.0,1.0,1,medium
Ballesteros,0.50766625971182,0.1380241866152112,0.052736106447813035,0.22418853100602515,0.02226071648802653,0,low
Baloi,0.5846262020618269,0.3429544861140299,0.09464748966232821,0.1226346093565256,0.21365170422416266,1,medium
Balud,0.6064548402556469,0.37606938845690924,0.05939243599421399,0.09797937025569946,0.015608088572064579,1,medium
Balungao,0.5627276002840521,0.09293697342529086,0.04526535540397008,0.08936378484500185,0.10605824119870111,0,low
Bamban,0.2948370373220739,0.10325353915518788,0.1292377804842398,0.09009702615655057,0.002686638196830788,0,low
Bambang,0.4058692450579474,0.07688898228989549,0.08603341613169169,0.4374700975027629,0.023284197705866833,0,low
Banate,0.9854475745374534,0.21151379681460114,0.05112988627230242,0.35956320815070997,0.011130358244013264,1,medium
Banaue,0.4428799809699051,0.21686312719306625,0.03104952375310749,0.1303336431277873,0.02174897587910638,0,low
Banaybanay,0.7165075578161566,0.3038534283476301,0.07040278816155485,0.12694240206187443,0.00933926611279274,1,medium
Banayoyo,0.7376365601704313,0.04912341032548127,0.0065316082029785874,0.010448688689569446,0.046696330563963696,1,medium
Banga (AK),0.6501820802272418,0.22042934744537632,0.06321047181769207,0.32290114257327335,0.03569390747218047,1,medium
Banga (SC),0.24852114474416065,0.10720185443453119,0.13920748296040478,0.10476185238752524,0.17885334281759246,0,low
Bangar,0.9287071079503117,0.020848378325022763,0.059247997993599276,0.22767142723588163,0.12793515223003754,1,medium
Bangued,0.9361232478494943,0.0852950728846264,0.07686247320109481,0.35956320815070997,0.006268822459271839,1,medium
Bangui,0.47527312034086255,0.03243859414503053,0.018580869844620474,0.14069067665341314,0.20098612415338896,0,low
Bani,0.5627276002840521,0.10681975940749798,0.08458903612554455,0.10989454156836638,0.047719811781804,0,low
Banisilan,0.6561989484473332,0.519737118621401,0.06905586030040077,0.11768523050357164,0.01548015341983454,2,high
Banna,0.47527312034086255,0.050142330397569865,0.026874743470279808,0.050960271152636946,0.14802097113015342,0,low
Bansalan,0.6280036241136489,0.19228168045392888,0.11562928452270894,0.2816563187986571,0.3991576749577171,0,low
Bansud,0.8222924967554388,0.17839889447172178,0.06438337799135854,0.1720367427221215,0.007036433372652064,1,medium
Bantay,0.7020250959375645,0.012569652739302929,0.055228097012635556,0.14454019353904402,0.06550279794177921,1,medium
Bantayan Island,0.6048456778246922,0.2713753510498061,0.13067171918913767,0.29201335232428294,0.005501211545891614,0,low
Banton,0.41048684159894777,0.1848945099312866,0.002682248475752728,0.0,0.0,0,low
Baras (CT),0.632971038574422,0.053581185640868875,0.015406714264846529,0.031529376396595525,0.018934402530045556,1,medium
Baras (RL),0.6048456778246922,0.29901355800520923,0.14555579411995268,0.2537931489598052,0.21198854724517216,0,low
Barbaza,0.9854475745374534,0.22526921778779713,0.032558291783625036,0.10109564582978156,0.013433190984153942,1,medium
Barcelona,0.3457005628570329,0.33314738042017716,0.03258961568737281,0.0689246832855809,0.025714965598237542,0,low
Barili,0.6048456778246922,0.2713753510498061,0.13351001291206055,0.14206550411256702,0.018550597073355442,1,medium
Barira,0.23480828228906858,0.8083462290404956,0.0559450663650845,0.0,0.004477730328051314,2,high
Barlig,0.6696319565666071,0.15585528787676162,0.001434512976466588,0.011915171312666914,0.09019428232217645,1,medium
Barobo,0.9995802184962728,0.39453731476351506,0.08553397388860225,0.29943742060371387,0.0446493681282831,1,medium
Barotac Nuevo,0.8032624019198009,0.17152118398512378,0.09428726476922887,0.18211881075591657,0.0007676109133802251,1,medium
Barotac Viejo,0.9854475745374534,0.22042934744537632,0.07764731101166392,0.22968784084264063,0.03006476077405882,1,medium
Baroy,0.5846262020618269,0.18998911029172955,0.03237730922863793,0.10219550779710468,0.012025904309623529,1,medium
Barugo,0.6501820802272418,0.30933012373510627,0.05003180942425563,0.08945544000894544,0.02226071648802653,1,medium
Basay,0.8032624019198009,0.3426997560960078,0.03927900935439641,0.2700161129778209,0.1673391791168891,1,medium
Basco,0.22669250655034057,0.061350451190544414,0.0079777284260006,0.2377534952696767,0.0,0,low
Basey,0.31330742348607543,0.31429735908653816,0.08959564007456298,0.033637445167298136,0.017655051007745177,0,low
Basilisa,0.6048456778246922,0.39517413980857036,0.057227606201868154,0.051143581480524135,0.16068655120092712,1,medium
Basista,0.5627276002840521,0.156492112921817,0.05861803948489414,0.0821230268934581,0.25305573111101426,0,low
Basud (CN),0.30036416045448344,0.2569831050315547,0.06442688341323044,0.06718323517065267,0.013433190984153942,0,low
Batac,0.5515334268513239,0.024796693604366062,0.08960260094206249,0.2353704610071433,0.07087607433544078,0,low
Batad,0.81585584703162,0.2748142062931051,0.03160639315306783,0.16012157140945457,0.22414238670702574,1,medium
Batan,0.6501820802272418,0.15878468308401633,0.051317829694789034,0.04096985828278546,0.015608088572064579,1,medium
Batangas,0.6002280812836919,0.08096466257824987,0.5671007092393063,0.7498308962225232,0.16785091972580926,0,low
Bataraza,0.7376365601704313,0.166808678651714,0.12437909496958581,0.16534591575423932,0.008571655199412515,1,medium
Bato (CS),0.07445174786523617,0.3433365811410631,0.0837780950618523,0.06434192508840132,0.0,0,low
Bato (CT),0.6501820802272418,0.3649886326729458,0.03007848273692664,0.681181178428773,0.42768721390501546,0,low
Bato (LE),0.6501820802272418,0.15738366798489453,0.05979616630918524,0.33224996929551964,0.015608088572064579,1,medium
Batuan (BL),0.7476413526759322,0.2688280508695846,0.015265756697981567,0.10631999017456628,0.07727283194694268,1,medium
Batuan (MS),0.30036416045448344,0.3449923262582071,0.019301319630819165,0.09174681910753522,0.0,0,low
Bauan,0.5169014527938209,0.06886498672219779,0.15109316421580832,0.45378471668472214,0.05680320759013666,0,low
Bauang,0.7376365601704313,0.011550732667214337,0.12956668147359138,0.30154548937441644,0.2457634274339021,1,medium
Bauko,0.6939093201988364,0.24908647447286808,0.04877189240684535,0.13839929755482336,0.35834636139633513,1,medium
Baungon,0.6048456778246922,0.413387336097154,0.057629596299964524,0.028321445658569814,0.004733600632511389,2,high
Bautista,0.5627276002840521,0.16044042820116028,0.04926959443305991,0.042253030577995745,0.09403233688907758,1,medium
Bay,0.8688182800852156,0.0,0.10119070511186222,0.07103275205628351,0.010618617635093116,1,medium
Bayabas,0.9611002473212693,0.3681727578982226,0.008673815175951026,0.015947998526184944,0.0358218426244105,1,medium
Bayambang,0.5627276002840521,0.1589120480930274,0.21755552710107506,0.38302693012026945,0.35258927954598346,0,low
Bayang,0.7376365601704313,0.8685898783027338,0.03475270526284376,0.0,0.022516586792486606,2,high
Bayawan,0.7787051839517531,0.34779435645645074,0.1982199774043271,0.11255254132273053,0.008059914590492365,1,medium
Baybay,0.3859995872148547,0.2629692604550752,0.18348382090787654,0.16800391550860347,0.0035821842624410506,0,low
Bayog,0.9993003641604545,0.4542715039897089,0.05311895416028577,0.11466061009343312,0.2310508849274478,1,medium
Bayombong,0.4058692450579474,0.05893051601933401,0.10009262826381543,0.4129981687298239,0.013689061288614015,0,low
Bayugan,0.8143866117685743,0.3732673582586656,0.17264226977739866,0.3078696956865243,0.0014072866745304129,1,medium
Belison,0.7763264220972983,0.1399346617503773,0.016609204125385888,0.1062283350106227,0.007676109133802252,1,medium
Benito Soliven,0.511724147581184,0.22348610766164212,0.04558555530894727,0.16232129534410078,0.016887440094364953,0,low
Besao,0.6696319565666071,0.18387558985919797,0.005299534655566331,0.01704786049350804,0.12883069829564778,1,medium
Bien Unido,0.9489965472971318,0.3796356087092193,0.040234388418703367,0.08698075058246846,0.20200960537122928,1,medium
Bilar,0.9489965472971318,0.22807124798604084,0.023658822685508833,0.11915171312666913,0.00933926611279274,1,medium
Biliran,1.0,0.25761993007661005,0.023784118300499913,0.19110101682238856,0.015608088572064579,1,medium
Binalbagan,0.3659900022038529,0.18107355966095434,0.11011279702935181,0.28541418052034434,0.012537644918543677,0,low
Binalonan,0.5627276002840521,0.06020416610944475,0.08798593946530263,0.22061397961222506,0.014840477658684353,0,low
Binan,0.7129394150344746,0.020848378325022763,0.5725893532626655,0.4921882303770871,0.05450037484999599,0,low
Binangonan,0.6048456778246922,0.4535073139356424,0.5388343665406944,0.8429525427892122,1.0,0,low
Bindoy,0.8032624019198009,0.2572378350495768,0.06234210359712892,0.08276461304106325,0.01445667220199424,1,medium
Bingawan,0.81585584703162,0.8606932477440471,0.021177273421935563,0.16745398452494192,0.09019428232217645,2,high
Binidayan,0.7376365601704313,0.05561902578504606,0.031470656236827495,0.0,0.02226071648802653,1,medium
Binmaley,0.5627276002840521,0.18998911029172955,0.14424019016254638,0.19091770649450138,0.05373276393661577,0,low
Binuangan,0.5397095811630047,0.50419858752205,0.008708619513448548,0.0230054461498415,0.0405554432569219,2,high
Biri,0.6501820802272418,0.24717599933770196,0.0135255398231055,0.04289461672560089,0.0,1,medium
Bislig,1.0,0.0,0.16583454136288348,0.20237460198745033,0.02520322498931739,1,medium
Boac,0.6557092033596512,0.14324615198466525,0.08829047741840594,0.3657041041349306,0.026354641359387733,1,medium
Bobon,0.6501820802272418,0.41275051105209865,0.04261152466978407,0.12355116099596153,0.01791092131220525,1,medium
Bocaue,0.9125455200568104,0.0678460666501092,0.23913595656641315,0.39604196340025943,0.01803885646443529,1,medium
Bogo,0.8026327296642097,0.1389157416782887,0.14769626087605023,0.3496644504448021,0.0025587030446007505,1,medium
Bokod,1.0,0.09790420877672278,0.018168438445274843,0.07158268303994507,0.04234653538814242,1,medium
Bolinao,0.5627276002840521,0.1794178145438104,0.15400802748122575,0.25489301092712835,0.05168580150093516,0,low
Boliney,0.889527500935763,0.3919900145832935,0.0,0.0,0.0,1,medium
Boljoon,0.6501820802272418,0.2688280508695846,0.02354570858864189,0.20292453297111188,0.06831737129084005,1,medium
Bombon,0.05947954089896207,0.27494157130211616,0.021782868894392435,0.01704786049350804,0.025714965598237542,0,low
Bongabon,0.9159037720866288,0.041736239802838956,0.10936276355628023,0.34022396855861214,0.08610035745081526,1,medium
Bongabong,0.8222924967554388,0.18221984474205402,0.11847105867938156,0.3207014186386271,0.008187849742722401,1,medium
Bongao,0.7376365601704313,0.19228168045392888,0.19511891093329792,0.19394232690463992,0.008571655199412515,1,medium
Bonifacio,0.4097172421754478,0.41733565137649736,0.0493357226743052,0.19989991256097334,0.013433190984153942,0,low
Bontoc (MP),0.6939093201988364,0.35021429162766116,0.03593257230400973,0.1336332290297566,0.08801938473426582,1,medium
Bontoc (SL),0.9854475745374534,0.09955995389386672,0.04490513051087073,0.07699033771261697,0.016759504942134917,1,medium
Borbon,0.7668113746794794,0.23571314852670527,0.06648555997620882,0.09156350877964804,0.006012952154811764,1,medium
Borongan,1.0,0.44866744359322164,0.10863187246883228,0.18496012083816793,0.006140887307041801,1,medium
Boston,0.9489965472971318,0.34753962643842856,0.018072726517156662,0.09706281861626354,0.029041279556218522,1,medium
Botolan,0.3457005628570329,0.1344579663629011,0.10918874186879263,0.07836516517177085,0.006652627915961952,0,low
Braulio E. Dujali,0.8250910401136209,0.11726369014640607,0.04543589665770793,0.056092960333478076,0.062432354288258315,1,medium
Buadiposo-Buntong,0.7376365601704313,0.8238847601398467,0.021118106048189776,0.2243718413339123,0.006652627915961952,2,high
Bubong,0.7376365601704313,0.8285972654732564,0.03191789197367065,0.08413944050021713,0.006012952154811764,2,high
Bucay,0.5481751748215055,0.23227429328340626,0.022832219669942703,0.3111692815884936,0.3711398766193389,0,low
Bucloc,0.889527500935763,0.2415719389412147,0.0,0.0,0.0,1,medium
Buenavista (AN),0.7668113746794794,0.3872775092498838,0.11293542880040079,0.13720778042355666,0.01458460735422428,1,medium
Buenavista (BL),0.9489965472971318,0.061095721172522266,0.04048846008243528,0.08395613017232993,0.004349795175821276,1,medium
Buenavista (GS),0.4336447878879043,0.2223398225805424,0.08081972637456299,0.14747315878523892,0.17373593672839097,0,low
Buenavista (ME),0.7992045140504369,0.28933381732036756,0.03479273025096591,0.1609464678849469,0.08366958955844454,1,medium
Buenavista (QN),0.6501820802272418,0.28755070719421255,0.04553334880270099,0.11988495443821785,0.2502411577619534,1,medium
Bugallon,0.5627276002840521,0.16668131364270294,0.12349854523089852,0.15718860616325966,0.16785091972580926,0,low
Bugasong,0.9854475745374534,0.22590604283285254,0.051592783961019455,0.3122691435558167,0.02123723527018623,1,medium
Buguey,0.6210072657181935,0.16668131364270294,0.04555945205582413,0.04756903008672406,0.02021375405234593,1,medium
