Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Water Sealed,Closed pit,Open Pit,none
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Del Carmen,PH166708000,2.506,179,209,515
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,General Luna,PH166710000,2.640,146,128,354
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Gigaquit,PH166711000,3.421,98,60,470
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Mainit,PH166714000,5.208,188,51,74
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Malimono,PH166715000,3.395,59,55,294
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Pilar,PH166716000,1.436,14,10,614
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Placer,PH166717000,4.477,354,73,426
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,San Benito,PH166718000,848,0,98,191
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,San Francisco (Anao-Aon),PH166719000,2.600,28,91,180
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,San Isidro,PH166720000,837,250,0,285
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Santa Monica (Sapao),PH166721000,1.596,6,21,306
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Sison,PH166722000,2.153,132,16,97
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Socorro,PH166723000,3.124,116,192,425
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,City of Surigao (Capital),PH166724000,27.136,557,659,1.406
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Tagana-An,PH166725000,2.345,432,72,522
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Tubod,PH166727000,2.576,54,5,97
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Barobo,PH166801000,6.801,806,254,638
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Bayabas,PH166802000,881,540,58,200
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,City of Bislig,PH166803000,16.292,1.041,852,1.668
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Cagwait,PH166804000,3.025,636,39,181
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Cantilan,PH166805000,5.180,819,86,439
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Carmen,PH166806000,1.715,358,0,36
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Carrascal,PH166807000,3.096,191,65,176
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Cortes,PH166808000,2.685,275,136,212
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Hinatuan,PH166809000,3.648,1.858,1.133,1.220
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Lanuza,PH166810000,1.881,248,0,98
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Lianga,PH166811000,4.398,407,252,626
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Lingig,PH166812000,3.738,334,225,1.787
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Madrid,PH166813000,2.943,195,87,54
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Marihatag,PH166814000,2.861,190,10,50
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,San Agustin,PH166815000,2.575,311,142,619
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,San Miguel,PH166816000,5.013,1.195,211,570
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Tagbina,PH166817000,5.286,1.181,158,354
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Tago,PH166818000,5.137,1.345,197,460
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,City of Tandag (Capital),PH166819000,8.140,788,553,1.091
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Basilisa (Rizal),PH168501000,5.944,837,66,365
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Cagdianao,PH168502000,2.447,237,48,506
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Dinagat,PH168503000,2.074,267,53,209
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Libjo (Albor),PH168504000,2.471,338,98,781
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Loreto,PH168505000,1.929,29,0,220
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,San Jose (Capital),PH168506000,6.228,283,41,67
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Tubajon,PH168507000,1.231,15,20,440
Mimaropa Region,PH170000000,Marinduque,PH174000000,Boac (Capital),PH174001000,10.168,268,90,1.382
Mimaropa Region,PH170000000,Marinduque,PH174000000,Buenavista,PH174002000,2.781,157,202,1.744
Mimaropa Region,PH170000000,Marinduque,PH174000000,Gasan,PH174003000,5.628,90,79,1.432
Mimaropa Region,PH170000000,Marinduque,PH174000000,Mogpog,PH174004000,5.761,496,133,1.192
Mimaropa Region,PH170000000,Marinduque,PH174000000,Santa Cruz,PH174005000,10.990,578,183,1.282
Mimaropa Region,PH170000000,Marinduque,PH174000000,Torrijos,PH174006000,5.234,174,177,930
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Abra De Ilog,PH175101000,3.791,173,218,1.990
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Calintaan,PH175102000,4.745,110,49,990
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Looc,PH175103000,1.777,0,33,324
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Lubang,PH175104000,5.220,25,0,281
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Magsaysay,PH175105000,4.479,643,233,1.232
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Mamburao (Capital),PH175106000,7.476,182,210,936
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Paluan,PH175107000,2.001,249,119,891
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Rizal,PH175108000,5.795,527,268,657
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Sablayan,PH175109000,12.642,1.412,357,1.769
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,San Jose,PH175110000,23.670,1.069,738,3.231
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Santa Cruz,PH175111000,5.316,224,177,1.779
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Baco,PH175201000,5.588,338,508,1.039
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Bansud,PH175202000,6.041,1.036,307,1.064
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Bongabong,PH175203000,10.742,630,409,2.846
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Bulalacao (San Pedro),PH175204000,2.838,488,252,3.639
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,City of Calapan (Capital),PH175205000,25.156,822,282,877
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Gloria,PH175206000,7.541,652,285,907
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Mansalay,PH175207000,5.029,1.127,720,3.215
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Naujan,PH175208000,16.728,1.370,562,2.387
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Pinamalayan,PH175209000,14.986,1.003,288,1.664
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Pola,PH175210000,5.241,562,405,1.265
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Puerto Galera,PH175211000,6.886,176,71,482
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Roxas,PH175212000,8.943,516,125,641
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,San Teodoro,PH175213000,2.516,79,254,391
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Socorro,PH175214000,6.649,1.120,524,504
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Victoria,PH175215000,8.817,782,360,486
Mimaropa Region,PH170000000,Palawan,PH175300000,Aborlan,PH175301000,3.025,2.378,727,852
Mimaropa Region,PH170000000,Palawan,PH175300000,Agutaya,PH175302000,1.062,1.085,193,246
Mimaropa Region,PH170000000,Palawan,PH175300000,Araceli,PH175303000,2.108,15,36,835
Mimaropa Region,PH170000000,Palawan,PH175300000,Balabac,PH175304000,780,700,1.015,3.462
Mimaropa Region,PH170000000,Palawan,PH175300000,Bataraza,PH175305000,5.710,2.708,1.246,4.483
Mimaropa Region,PH170000000,Palawan,PH175300000,Brooke'S Point,PH175306000,5.704,3.318,989,2.783
Mimaropa Region,PH170000000,Palawan,PH175300000,Busuanga,PH175307000,3.100,274,269,560
Mimaropa Region,PH170000000,Palawan,PH175300000,Cagayancillo,PH175308000,625,288,38,163
Mimaropa Region,PH170000000,Palawan,PH175300000,Coron,PH175309000,5.303,759,1.298,1.756
Mimaropa Region,PH170000000,Palawan,PH175300000,Cuyo,PH175310000,3.080,897,140,390
Mimaropa Region,PH170000000,Palawan,PH175300000,Dumaran,PH175311000,3.004,785,117,380
Mimaropa Region,PH170000000,Palawan,PH175300000,El Nido (Bacuit),PH175312000,3.596,1.987,619,750
Mimaropa Region,PH170000000,Palawan,PH175300000,Linapacan,PH175313000,1.013,611,327,630
Mimaropa Region,PH170000000,Palawan,PH175300000,Magsaysay,PH175314000,1.141,1.127,192,57
Mimaropa Region,PH170000000,Palawan,PH175300000,Narra,PH175315000,10.259,2.822,900,866
Mimaropa Region,PH170000000,Palawan,PH175300000,City of Puerto Princesa (Capital),PH175316000,41.481,4.105,1.770,2.383
Mimaropa Region,PH170000000,Palawan,PH175300000,Quezon,PH175317000,4.829,4.196,1.172,1.761
Mimaropa Region,PH170000000,Palawan,PH175300000,Roxas,PH175318000,6.850,4.528,699,667
Mimaropa Region,PH170000000,Palawan,PH175300000,San Vicente,PH175319000,3.560,1.636,676,424
Mimaropa Region,PH170000000,Palawan,PH175300000,Taytay,PH175320000,6.876,2.781,1.139,2.880
Mimaropa Region,PH170000000,Palawan,PH175300000,Kalayaan,PH175321000,31,0,0,0
Mimaropa Region,PH170000000,Palawan,PH175300000,Culion,PH175322000,1.790,198,279,1.742
Mimaropa Region,PH170000000,Palawan,PH175300000,Rizal (Marcos),PH175323000,3.340,3.201,1.826,1.815
Mimaropa Region,PH170000000,Palawan,PH175300000,Sofronio Española,PH175324000,2.726,911,539,2.367
Mimaropa Region,PH170000000,Romblon,PH175900000,Alcantara,PH175901000,2.698,203,150,332
Mimaropa Region,PH170000000,Romblon,PH175900000,Banton,PH175902000,996,0,41,194
Mimaropa Region,PH170000000,Romblon,PH175900000,Cajidiocan,PH175903000,3.417,550,455,360
Mimaropa Region,PH170000000,Romblon,PH175900000,Calatrava,PH175904000,1.414,163,25,531
Mimaropa Region,PH170000000,Romblon,PH175900000,Concepcion,PH175905000,1.005,9,16,30
Mimaropa Region,PH170000000,Romblon,PH175900000,Corcuera,PH175906000,1.274,252,89,710
Mimaropa Region,PH170000000,Romblon,PH175900000,Looc,PH175907000,4.111,341,65,323
Mimaropa Region,PH170000000,Romblon,PH175900000,Magdiwang,PH175908000,2.124,310,242,116
Mimaropa Region,PH170000000,Romblon,PH175900000,Odiongan,PH175909000,8.288,891,245,833
Mimaropa Region,PH170000000,Romblon,PH175900000,Romblon (Capital),PH175910000,6.427,155,306,1.155
Mimaropa Region,PH170000000,Romblon,PH175900000,San Agustin,PH175911000,3.547,276,116,836
Mimaropa Region,PH170000000,Romblon,PH175900000,San Andres,PH175912000,2.274,283,64,610
Mimaropa Region,PH170000000,Romblon,PH175900000,San Fernando,PH175913000,2.834,442,326,725
Mimaropa Region,PH170000000,Romblon,PH175900000,San Jose,PH175914000,1.183,160,114,415
Mimaropa Region,PH170000000,Romblon,PH175900000,Santa Fe,PH175915000,2.405,216,50,641
Mimaropa Region,PH170000000,Romblon,PH175900000,Ferrol,PH175916000,1.016,117,72,293
Mimaropa Region,PH170000000,Romblon,PH175900000,Santa Maria (Imelda),PH175917000,981,352,30,189
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Bacolod (Capital),PH064501000,105.851,4.252,2.074,2.700
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Bago,PH064502000,26.228,2.225,1.513,5.226
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Binalbagan,PH064503000,8.241,975,1.224,2.114
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Cadiz,PH064504000,17.721,2.276,2.777,8.476
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Calatrava,PH064505000,5.167,796,2.362,8.120
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Candoni,PH064506000,2.849,817,215,297
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Cauayan,PH064507000,9.775,3.860,1.742,4.048
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Enrique B. Magalona (Saravia),PH064508000,8.483,460,395,3.119
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Escalante,PH064509000,9.960,1.292,1.480,7.099
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Himamaylan,PH064510000,11.867,2.494,1.998,4.814
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Hinigaran,PH064511000,12.536,1.606,1.203,1.792
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Hinoba-An (Asia),PH064512000,7.472,986,832,2.046
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Ilog,PH064513000,7.061,1.607,993,1.359
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Isabela,PH064514000,6.780,1.493,1.152,2.361
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Kabankalan,PH064515000,18.768,6.328,4.769,4.917
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of La Carlota,PH064516000,11.252,654,322,1.615
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,La Castellana,PH064517000,7.872,1.385,1.382,4.092
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Manapla,PH064518000,5.993,1.239,379,2.919
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Moises Padilla (Magallon),PH064519000,3.741,542,973,2.817
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Murcia,PH064520000,9.149,1.940,1.540,3.413
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Pontevedra,PH064521000,7.879,681,298,1.453
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Pulupandan,PH064522000,4.700,341,54,770
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Sagay,PH064523000,14.283,1.804,2.296,10.391
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of San Carlos,PH064524000,13.142,1.949,3.792,8.979
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,San Enrique,PH064525000,4.302,60,60,411
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Silay,PH064526000,19.912,1.285,1.225,3.535
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Sipalay,PH064527000,7.200,1.845,859,3.735
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Talisay,PH064528000,15.876,940,724,2.859
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Toboso,PH064529000,3.396,516,1.062,3.268
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Valladolid,PH064530000,6.050,1.106,258,657
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Victorias,PH064531000,12.343,1.853,1.692,2.127
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Salvador Benedicto,PH064532000,1.487,811,668,1.701
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Amlan (Ayuquitan),PH074601000,4.503,130,56,233
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Ayungon,PH074602000,5.090,1.674,1.247,1.806
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Bacong,PH074603000,6.623,105,38,460
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Bais,PH074604000,10.768,2.063,751,2.542
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Basay,PH074605000,3.382,147,66,1.555
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Bayawan (Tulong),PH074606000,13.707,2.268,2.395,5.700
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Bindoy (Payabon),PH074607000,4.612,686,329,2.584
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Canlaon,PH074608000,5.501,754,721,4.230
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Dauin,PH074609000,4.969,219,50,382
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Dumaguete (Capital),PH074610000,26.150,246,54,280
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Guihulngan,PH074611000,7.619,1.994,2.024,8.971
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Jimalalud,PH074612000,2.642,1.268,675,1.560
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,La Libertad,PH074613000,3.812,1.084,479,3.524
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Mabinay,PH074614000,7.963,1.926,1.663,4.627
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Manjuyod,PH074615000,6.214,1.349,289,970
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Pamplona,PH074616000,4.596,1.759,187,1.175
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,San Jose,PH074617000,3.407,188,44,266
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Santa Catalina,PH074618000,9.369,661,742,4.903
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Siaton,PH074619000,9.540,924,716,4.922
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Sibulan,PH074620000,10.820,428,80,608
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Tanjay,PH074621000,13.630,705,551,2.786
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Tayasan,PH074622000,4.020,1.231,893,2.017
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Valencia (Luzurriaga),PH074623000,6.172,271,55,298
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Vallehermoso,PH074624000,2.305,287,542,4.480
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Zamboanguita,PH074625000,3.620,454,350,1.080
