city_municipality,Cost of Living,Poverty Incidents,Financial Deepening,Employed Population,Cluster_Id,Vulnerability
Alicia (BL),0.9489965472971318,0.3235950047443466,0.11117771386357665,0.013433190984153942,1,medium
Alicia (IA),0.3546559016032155,0.13267485623674607,0.39915823897434155,0.00933926611279274,0,low
Alicia (ZS),0.6501820802272418,0.4472664284940998,0.16571253641001366,0.07714489679471263,2,high
Alilem,0.7376365601704313,0.0827477727044049,0.02694661819941594,0.024947354684857318,1,medium
Alimodian,0.9854475745374534,0.2741773812480497,0.15654702001565451,0.04912709845633441,1,medium
Alitagtag,0.6283534420334216,0.1758515942915003,0.1696537084595881,0.061408873070418014,1,medium
Allacapan,0.6210072657181935,0.1181552452094836,0.18890129288774235,0.3180467884438733,0,low
Allen,0.6501820802272418,0.2773615064733266,0.4228969264357318,0.032751398970889606,1,medium
Almagro,0.31330742348607543,0.3573467321322813,0.00852393024675402,0.007548173981572214,0,low
Almeria,1.0,0.18578606499436412,0.11915171312666913,0.025714965598237542,1,medium
Aloguinsan,0.7668113746794794,0.2611861503289201,0.09266337074697113,0.016759504942134917,1,medium
Aloran,0.4097172421754478,0.27150271605881715,0.20659073952885554,0.10605824119870111,0,low
Altavas,0.6501820802272418,0.158275223047972,0.25434307994346683,0.011130358244013264,1,medium
Alubijid,0.6501820802272418,0.16222353832731534,0.1751530182962036,0.05245341241431538,1,medium
Amadeo,0.6048456778246922,0.031929134108986235,0.10531178337118678,0.012025904309623529,1,medium
Amai Manabilang,0.7376365601704313,0.9367301581236586,0.021447308362800444,0.006652627915961952,2,high
Ambaguio,0.2602050632645708,0.6528335530379739,0.0,0.07970359983931338,2,high
Amlan,0.8032624019198009,0.13382114131784575,0.12025157509399223,0.04221860023591239,1,medium
Ampatuan,0.23480828228906858,0.7221201179399983,0.23161259928545605,0.016759504942134917,2,high
Amulung,0.50766625971182,0.1689738838049023,0.05361827090700111,0.012793515223003753,0,low
Anahawan,0.7238537341313847,0.27303109616695004,0.04857723689010356,0.05475624515445606,1,medium
Anao,0.6501820802272418,0.03842474956855102,0.11796019599540244,0.07087607433544078,1,medium
Anda (BL),0.7476413526759322,0.13000019104751354,0.14206550411256702,0.0,1,medium
Anda (PS),0.5627276002840521,0.2955747027619102,0.14756481394918253,0.14034486199635118,0,low
Angadanan,0.511724147581184,0.15432690776862873,0.06535013189178084,0.011130358244013264,0,low
Angat,0.9125455200568104,0.030782849027886566,0.16287122632776233,0.0037101194146710883,1,medium
Angeles,0.6296127865446035,0.0,0.27899831904429295,0.005117406089201501,1,medium
Angono,0.6048456778246922,0.02390513854128855,1.0,0.8653533696839738,0,low
Anilao,0.9854475745374534,0.26003986524782047,0.0823063372213453,0.02341213285809687,1,medium
Anini-Y,0.9854475745374534,0.21100433677855684,0.23903666756488695,0.006012952154811764,1,medium
Antequera,0.9489965472971318,0.1707569939310573,0.1589300542781879,0.0011514163700703378,1,medium
Antipas,0.6561989484473332,0.33633150564545405,0.39805837700701846,0.11578131276818396,1,medium
Antipolo,0.7072723647341559,0.04058995472173929,1.0,0.5510167006547717,0,low
Apalit,0.885609540234308,0.031929134108986235,0.46514995701372747,0.006524692763731915,1,medium
Aparri,0.44511881565645084,0.14120831184048804,0.4146479616808086,0.01151416370070338,0,low
Araceli,0.7376365601704313,0.21635366715702195,0.042253030577995745,0.0,1,medium
Arakan,0.6561989484473332,0.5082742678104044,0.08404778533627354,0.040299572952461823,2,high
Arayat,0.885609540234308,0.053581185640868875,0.3376576239681916,0.004733600632511389,1,medium
Argao,0.6048456778246922,0.17457794420138956,0.47642354217878935,0.011770034005163453,0,low
Aringay,0.7376365601704313,0.027980818829642925,0.14078233181735675,0.11271086911466306,1,medium
Aritao,0.4058692450579474,0.17368638913831203,0.2779901122409134,0.019574078291195743,0,low
Aroroy,0.5657360343940978,0.4466296034490444,0.1455484003424235,0.031983788057509385,2,high
Arteche,0.9287071079503117,0.7191907227327435,0.07699033771261697,0.029041279556218522,2,high
Asingan,0.5627276002840521,0.10478191926332077,0.11236923099484335,0.06345583550609861,0,low
Asipulo,0.4428799809699051,0.3801450687452636,0.09119688812387368,0.14942825780468383,0,low
Asturias,0.7668113746794794,0.30321660330257466,0.14105729730918753,0.05577972637229636,1,medium
Asuncion,0.4428799809699051,0.20285297620184808,0.11136102419146383,0.01458460735422428,0,low
Atimonan,0.3440914004260782,0.04976023537053664,0.24160301215530755,0.10452301937194065,0,low
Atok,1.0,0.20973068668844608,0.043994478692923986,0.0,1,medium
Aurora (IA),0.511724147581184,0.1150984849932178,0.3119941780639859,0.11834001581278471,0,low
Aurora (ZR),0.7768161671849803,0.35161530672678293,0.19201756846182447,0.006780563068191989,1,medium
Ayungon,0.6696319565666071,0.36053085735755813,0.08093150976219142,0.07906392407816319,1,medium
Baao,0.47527312034086255,0.30576390348279614,0.11860178214300757,0.02226071648802653,0,low
Babatngon,0.6501820802272418,0.3939004897184596,0.12767564337342316,0.008443720047182477,1,medium
Bacacay,0.05416230851841619,0.3733947232676767,0.19733356797055276,0.05948984578696745,0,low
Bacarra,0.47527312034086255,0.01575377796457979,0.18230212108380375,0.32636257333882573,0,low
Baclayon,0.9489965472971318,0.11471638996618456,0.03959503082363159,0.041323054170302125,1,medium
Bacnotan,0.7376365601704313,0.0,0.22373025518630718,0.45787990983130433,1,medium
Baco,0.8639907927923516,0.1862955250304084,0.16067150239311614,0.006652627915961952,1,medium
Bacolod (LN),0.5846262020618269,0.2321469282743952,0.20677404985674272,0.031216177144129158,0,low
Bacolod (NO),0.06101873974596228,0.05740213591120111,0.3789024477428078,0.19753187504317796,0,low
Bacolod-Kalawi,0.7376365601704313,0.8205732699055588,0.0,0.013433190984153942,2,high
Bacolor,0.8963839321633091,0.01830107814480127,0.09614626697682761,0.026738446816077843,1,medium
Bacong,0.8032624019198009,0.14910494239917468,0.08514764730359663,0.012025904309623529,1,medium
Bacoor,0.5724525384537349,0.02173993338810028,1.0,0.003838054566901126,0,low
Bacuag,0.6048456778246922,0.37657884849295353,0.04335289254531884,0.15940719967862677,1,medium
Bacungan Leon B. Postigo,0.8760944928164891,0.6823822351285431,0.06150061500614999,0.020469624356806004,2,high
Badian,0.7668113746794794,0.3095848537531284,0.2466440461722051,0.016759504942134917,1,medium
Badiangan,0.9854475745374534,0.175342134255456,0.04408613385686757,0.041323054170302125,1,medium
Badoc,0.47527312034086255,0.04428353998306045,0.12996702247201294,0.1169327291382543,0,low
Bagabag,0.4058692450579474,0.08262040769539383,0.12987536730806934,0.006140887307041801,0,low
Bagac,0.5481751748215055,0.04937814034350342,0.1598466059176238,0.015608088572064579,0,low
Bagamanoc,0.6501820802272418,0.26131351533793123,0.0,0.003838054566901126,1,medium
Baganga,0.7165075578161566,0.43503938762903666,0.11695198919202292,0.034542491102110134,1,medium
Baggao,0.44511881565645084,0.1436282470116985,0.08478102664782226,0.03006476077405882,0,low
Bago,0.3276499581967587,0.13738736157015582,0.11979329927427428,0.041450989322532154,0,low
Baguio,0.2602050632645708,0.023013583478211027,0.0,0.07970359983931338,0,low
Bagulin,0.7376365601704313,0.04211833482987218,0.0230054461498415,0.572893611686108,1,medium
Bagumbayan,0.8688182800852156,0.3936457597004375,0.07103275205628351,0.010618617635093116,1,medium
Bais,0.7787051839517531,0.2624598004190309,0.1216264025531461,0.01138622854847334,1,medium
Bakun,1.0,0.2003056760216266,0.02868806631434418,0.0,1,medium
Balabac,0.7376365601704313,0.35085111667271646,0.024471928772938967,0.0,1,medium
Balabagan,0.7376365601704313,0.9075635710601226,0.06699992484276548,0.011130358244013264,2,high
Balagtas,0.9125455200568104,0.015116952919524414,0.3899010674160388,0.0020469624356806004,1,medium
Balamban,0.6048456778246922,0.21278744690471185,0.3424236924932583,0.01714331039882503,0,low
Balanga,0.45743240643245187,0.015244317928535488,0.6023577374372843,0.01611982918098473,0,low
Balangiga,0.9287071079503117,0.6097841799922307,0.11887674763483835,0.0037101194146710883,2,high
Balangkayan,0.4896156550515457,0.6142419553076183,0.043719513201093206,0.02341213285809687,2,high
Balaoan,0.7376365601704313,0.012824382757325076,0.14912295173622359,0.09671897508590838,1,medium
Balasan,0.9854475745374534,0.23622260856274951,0.28578080117611876,0.1339481043848493,1,medium
Balatan,0.47527312034086255,0.46102184946729585,0.04610254746362659,0.0,2,high
Balayan,0.5169014527938209,0.10465455425430971,0.5092360908705951,0.004733600632511389,0,low
Balbalan,0.6501820802272418,0.1752147692464449,0.003024620410138524,0.01791092131220525,1,medium
Baleno,0.6064548402556469,0.39300893465538206,0.1216264025531461,0.012025904309623529,1,medium
Baler,0.5627276002840521,0.06555349648790987,0.577702498336458,0.031344112296359194,0,low
Balete (AK),0.6501820802272418,0.1918995854268957,0.12465102296328463,0.09160156899670686,1,medium
Balete (BS),0.5765104263230989,0.13331168128180146,0.2682746648628927,0.3092192629400007,0,low
Baliangao,0.31330742348607543,0.31289634398741634,0.031529376396595525,0.059233975482507376,0,low
Baliguian,0.8760944928164891,0.6413707022269771,0.04610254746362659,0.013433190984153942,2,high
Balilihan,0.9489965472971318,0.2331658483464838,0.057651098120519134,0.006012952154811764,1,medium
Balindong,0.7376365601704313,0.8301256455813893,0.011915171312666914,0.008955460656102626,2,high
Balingasag,0.41048684159894777,0.22870807303109614,0.18129391428042427,0.13011004981794816,0,low
Balingoan,0.5397095811630047,0.20731075151723566,0.1611297782128341,0.03096030683966908,0,low
Baliwag,0.9125455200568104,0.02275885346018888,1.0,1.0,1,medium
Ballesteros,0.50766625971182,0.1380241866152112,0.22418853100602515,0.02226071648802653,0,low
Baloi,0.5846262020618269,0.3429544861140299,0.1226346093565256,0.21365170422416266,0,low
Balud,0.6064548402556469,0.37606938845690924,0.09797937025569946,0.015608088572064579,1,medium
Balungao,0.5627276002840521,0.09293697342529086,0.08936378484500185,0.10605824119870111,0,low
Bamban,0.2948370373220739,0.10325353915518788,0.09009702615655057,0.002686638196830788,0,low
Bambang,0.4058692450579474,0.07688898228989549,0.4374700975027629,0.023284197705866833,0,low
Banate,0.9854475745374534,0.21151379681460114,0.35956320815070997,0.011130358244013264,1,medium
Banaue,0.4428799809699051,0.21686312719306625,0.1303336431277873,0.02174897587910638,0,low
Banaybanay,0.7165075578161566,0.3038534283476301,0.12694240206187443,0.00933926611279274,1,medium
Banayoyo,0.7376365601704313,0.04912341032548127,0.010448688689569446,0.046696330563963696,1,medium
Banga (AK),0.6501820802272418,0.22042934744537632,0.32290114257327335,0.03569390747218047,1,medium
Banga (SC),0.24852114474416065,0.10720185443453119,0.10476185238752524,0.17885334281759246,0,low
Bangar,0.9287071079503117,0.020848378325022763,0.22767142723588163,0.12793515223003754,1,medium
Bangued,0.9361232478494943,0.0852950728846264,0.35956320815070997,0.006268822459271839,1,medium
Bangui,0.47527312034086255,0.03243859414503053,0.14069067665341314,0.20098612415338896,0,low
Bani,0.5627276002840521,0.10681975940749798,0.10989454156836638,0.047719811781804,0,low
Banisilan,0.6561989484473332,0.519737118621401,0.11768523050357164,0.01548015341983454,2,high
Banna,0.47527312034086255,0.050142330397569865,0.050960271152636946,0.14802097113015342,0,low
Bansalan,0.6280036241136489,0.19228168045392888,0.2816563187986571,0.3991576749577171,0,low
Bansud,0.8222924967554388,0.17839889447172178,0.1720367427221215,0.007036433372652064,1,medium
Bantay,0.7020250959375645,0.012569652739302929,0.14454019353904402,0.06550279794177921,1,medium
Bantayan Island,0.6048456778246922,0.2713753510498061,0.29201335232428294,0.005501211545891614,0,low
Banton,0.41048684159894777,0.1848945099312866,0.0,0.0,0,low
Baras (CT),0.632971038574422,0.053581185640868875,0.031529376396595525,0.018934402530045556,1,medium
Baras (RL),0.6048456778246922,0.29901355800520923,0.2537931489598052,0.21198854724517216,0,low
Barbaza,0.9854475745374534,0.22526921778779713,0.10109564582978156,0.013433190984153942,1,medium
Barcelona,0.3457005628570329,0.33314738042017716,0.0689246832855809,0.025714965598237542,0,low
Barili,0.6048456778246922,0.2713753510498061,0.14206550411256702,0.018550597073355442,1,medium
Barira,0.23480828228906858,0.8083462290404956,0.0,0.004477730328051314,2,high
Barlig,0.6696319565666071,0.15585528787676162,0.011915171312666914,0.09019428232217645,1,medium
Barobo,0.9995802184962728,0.39453731476351506,0.29943742060371387,0.0446493681282831,1,medium
Barotac Nuevo,0.8032624019198009,0.17152118398512378,0.18211881075591657,0.0007676109133802251,1,medium
Barotac Viejo,0.9854475745374534,0.22042934744537632,0.22968784084264063,0.03006476077405882,1,medium
Baroy,0.5846262020618269,0.18998911029172955,0.10219550779710468,0.012025904309623529,1,medium
Barugo,0.6501820802272418,0.30933012373510627,0.08945544000894544,0.02226071648802653,1,medium
Basay,0.8032624019198009,0.3426997560960078,0.2700161129778209,0.1673391791168891,1,medium
Basco,0.22669250655034057,0.061350451190544414,0.2377534952696767,0.0,0,low
Basey,0.31330742348607543,0.31429735908653816,0.033637445167298136,0.017655051007745177,0,low
Basilisa,0.6048456778246922,0.39517413980857036,0.051143581480524135,0.16068655120092712,1,medium
Basista,0.5627276002840521,0.156492112921817,0.0821230268934581,0.25305573111101426,0,low
Basud (CN),0.30036416045448344,0.2569831050315547,0.06718323517065267,0.013433190984153942,0,low
Batac,0.5515334268513239,0.024796693604366062,0.2353704610071433,0.07087607433544078,0,low
Batad,0.81585584703162,0.2748142062931051,0.16012157140945457,0.22414238670702574,1,medium
Batan,0.6501820802272418,0.15878468308401633,0.04096985828278546,0.015608088572064579,1,medium
Batangas,0.6002280812836919,0.08096466257824987,0.7498308962225232,0.16785091972580926,0,low
Bataraza,0.7376365601704313,0.166808678651714,0.16534591575423932,0.008571655199412515,1,medium
Bato (CS),0.07445174786523617,0.3433365811410631,0.06434192508840132,0.0,0,low
Bato (CT),0.6501820802272418,0.3649886326729458,0.681181178428773,0.42768721390501546,0,low
Bato (LE),0.6501820802272418,0.15738366798489453,0.33224996929551964,0.015608088572064579,1,medium
Batuan (BL),0.7476413526759322,0.2688280508695846,0.10631999017456628,0.07727283194694268,1,medium
Batuan (MS),0.30036416045448344,0.3449923262582071,0.09174681910753522,0.0,0,low
Bauan,0.5169014527938209,0.06886498672219779,0.45378471668472214,0.05680320759013666,0,low
Bauang,0.7376365601704313,0.011550732667214337,0.30154548937441644,0.2457634274339021,1,medium
Bauko,0.6939093201988364,0.24908647447286808,0.13839929755482336,0.35834636139633513,1,medium
Baungon,0.6048456778246922,0.413387336097154,0.028321445658569814,0.004733600632511389,2,high
Bautista,0.5627276002840521,0.16044042820116028,0.042253030577995745,0.09403233688907758,0,low
Bay,0.8688182800852156,0.0,0.07103275205628351,0.010618617635093116,1,medium
Bayabas,0.9611002473212693,0.3681727578982226,0.015947998526184944,0.0358218426244105,1,medium
Bayambang,0.5627276002840521,0.1589120480930274,0.38302693012026945,0.35258927954598346,0,low
Bayang,0.7376365601704313,0.8685898783027338,0.0,0.022516586792486606,2,high
Bayawan,0.7787051839517531,0.34779435645645074,0.11255254132273053,0.008059914590492365,1,medium
Baybay,0.3859995872148547,0.2629692604550752,0.16800391550860347,0.0035821842624410506,0,low
Bayog,0.9993003641604545,0.4542715039897089,0.11466061009343312,0.2310508849274478,1,medium
Bayombong,0.4058692450579474,0.05893051601933401,0.4129981687298239,0.013689061288614015,0,low
Bayugan,0.8143866117685743,0.3732673582586656,0.3078696956865243,0.0014072866745304129,1,medium
Belison,0.7763264220972983,0.1399346617503773,0.1062283350106227,0.007676109133802252,1,medium
Benito Soliven,0.511724147581184,0.22348610766164212,0.16232129534410078,0.016887440094364953,0,low
Besao,0.6696319565666071,0.18387558985919797,0.01704786049350804,0.12883069829564778,1,medium
Bien Unido,0.9489965472971318,0.3796356087092193,0.08698075058246846,0.20200960537122928,1,medium
Bilar,0.9489965472971318,0.22807124798604084,0.11915171312666913,0.00933926611279274,1,medium
Biliran,1.0,0.25761993007661005,0.19110101682238856,0.015608088572064579,1,medium
Binalbagan,0.3659900022038529,0.18107355966095434,0.28541418052034434,0.012537644918543677,0,low
Binalonan,0.5627276002840521,0.06020416610944475,0.22061397961222506,0.014840477658684353,0,low
Binan,0.7129394150344746,0.020848378325022763,0.4921882303770871,0.05450037484999599,1,medium
Binangonan,0.6048456778246922,0.4535073139356424,0.8429525427892122,1.0,0,low
Bindoy,0.8032624019198009,0.2572378350495768,0.08276461304106325,0.01445667220199424,1,medium
Bingawan,0.81585584703162,0.8606932477440471,0.16745398452494192,0.09019428232217645,2,high
Binidayan,0.7376365601704313,0.05561902578504606,0.0,0.02226071648802653,1,medium
Binmaley,0.5627276002840521,0.18998911029172955,0.19091770649450138,0.05373276393661577,0,low
Binuangan,0.5397095811630047,0.50419858752205,0.0230054461498415,0.0405554432569219,2,high
Biri,0.6501820802272418,0.24717599933770196,0.04289461672560089,0.0,1,medium
Bislig,1.0,0.0,0.20237460198745033,0.02520322498931739,1,medium
Boac,0.6557092033596512,0.14324615198466525,0.3657041041349306,0.026354641359387733,1,medium
Bobon,0.6501820802272418,0.41275051105209865,0.12355116099596153,0.01791092131220525,1,medium
Bocaue,0.9125455200568104,0.0678460666501092,0.39604196340025943,0.01803885646443529,1,medium
Bogo,0.8026327296642097,0.1389157416782887,0.3496644504448021,0.0025587030446007505,1,medium
Bokod,1.0,0.09790420877672278,0.07158268303994507,0.04234653538814242,1,medium
Bolinao,0.5627276002840521,0.1794178145438104,0.25489301092712835,0.05168580150093516,0,low
Boliney,0.889527500935763,0.3919900145832935,0.0,0.0,1,medium
Boljoon,0.6501820802272418,0.2688280508695846,0.20292453297111188,0.06831737129084005,1,medium
Bombon,0.05947954089896207,0.27494157130211616,0.01704786049350804,0.025714965598237542,0,low
Bongabon,0.9159037720866288,0.041736239802838956,0.34022396855861214,0.08610035745081526,1,medium
Bongabong,0.8222924967554388,0.18221984474205402,0.3207014186386271,0.008187849742722401,1,medium
Bongao,0.7376365601704313,0.19228168045392888,0.19394232690463992,0.008571655199412515,1,medium
Bonifacio,0.4097172421754478,0.41733565137649736,0.19989991256097334,0.013433190984153942,0,low
Bontoc (MP),0.6939093201988364,0.35021429162766116,0.1336332290297566,0.08801938473426582,1,medium
Bontoc (SL),0.9854475745374534,0.09955995389386672,0.07699033771261697,0.016759504942134917,1,medium
Borbon,0.7668113746794794,0.23571314852670527,0.09156350877964804,0.006012952154811764,1,medium
Borongan,1.0,0.44866744359322164,0.18496012083816793,0.006140887307041801,1,medium
Boston,0.9489965472971318,0.34753962643842856,0.09706281861626354,0.029041279556218522,1,medium
Botolan,0.3457005628570329,0.1344579663629011,0.07836516517177085,0.006652627915961952,0,low
Braulio E. Dujali,0.8250910401136209,0.11726369014640607,0.056092960333478076,0.062432354288258315,1,medium
Buadiposo-Buntong,0.7376365601704313,0.8238847601398467,0.2243718413339123,0.006652627915961952,2,high
Bubong,0.7376365601704313,0.8285972654732564,0.08413944050021713,0.006012952154811764,2,high
Bucay,0.5481751748215055,0.23227429328340626,0.3111692815884936,0.3711398766193389,0,low
Bucloc,0.889527500935763,0.2415719389412147,0.0,0.0,1,medium
Buenavista (AN),0.7668113746794794,0.3872775092498838,0.13720778042355666,0.01458460735422428,1,medium
Buenavista (BL),0.9489965472971318,0.061095721172522266,0.08395613017232993,0.004349795175821276,1,medium
Buenavista (GS),0.4336447878879043,0.2223398225805424,0.14747315878523892,0.17373593672839097,0,low
Buenavista (ME),0.7992045140504369,0.28933381732036756,0.1609464678849469,0.08366958955844454,1,medium
Buenavista (QN),0.6501820802272418,0.28755070719421255,0.11988495443821785,0.2502411577619534,1,medium
Bugallon,0.5627276002840521,0.16668131364270294,0.15718860616325966,0.16785091972580926,0,low
Bugasong,0.9854475745374534,0.22590604283285254,0.3122691435558167,0.02123723527018623,1,medium
Buguey,0.6210072657181935,0.16668131364270294,0.04756903008672406,0.02021375405234593,1,medium
Buguias,1.0,0.09230014838023548,0.24251956379474346,0.07471412890234191,1,medium
Buhi,0.0,0.3518700367448051,0.08368116468049917,0.0,0,low
Bula,0.0,0.2911169274465226,0.05297668475939596,0.004349795175821276,0,low
Bulakan,0.9125455200568104,0.023013583478211027,0.14399026255538244,0.004349795175821276,1,medium
Bulalacao,0.8639907927923516,0.2768520464372823,0.19009281001900905,0.010106877026172965,1,medium
Bulan,0.3457005628570329,0.3476669914474396,0.2026495674792811,0.003965989719131163,0,low
Buldon,0.23480828228906858,0.8228658400677581,0.1336332290297566,0.02226071648802653,2,high
Buluan,0.23480828228906858,0.7860573524635576,0.4066739624177161,0.03902022143016145,2,high
Bulusan,0.3457005628570329,0.3410440109788638,0.12483433329117179,0.01803885646443529,0,low
Bunawan,0.806970471869392,0.3583656522043699,0.06425026992445773,0.014200801897534166,1,medium
Burauen,0.35031815939803324,0.32601493991555697,0.08890550902528388,0.01240970976631364,0,low
Burdeos,0.6501820802272418,0.2517611396621006,0.027954825002795447,0.0048615357847414265,1,medium
Burgos (IA),0.511724147581184,0.20425399130096988,0.08743902640218641,0.01791092131220525,0,low
Burgos (IN),0.47527312034086255,0.02747135879359863,0.142523779932285,0.1906233768227559,0,low
Burgos (IS),0.7376365601704313,0.373904183303721,0.050960271152636946,0.03428662079765006,1,medium
Burgos (LU),0.7376365601704313,0.023395678505244256,0.040053306643349544,0.9817743582133079,1,medium
Burgos (PS),0.5627276002840521,0.1280897159123474,0.11539385140498187,0.07586554527241225,0,low
Burgos (SN),0.6048456778246922,0.05460010571295748,0.01778110180505678,0.025714965598237542,1,medium
Buruanga,0.6501820802272418,0.18107355966095434,0.09092192263204289,0.6313599762552352,1,medium
Bustos,0.8923960078778996,0.026961898757554326,0.2048492914139273,0.008571655199412515,1,medium
Busuanga,0.7376365601704313,0.19393742557107288,0.05737613262868836,0.0,1,medium
Butig,0.7376365601704313,1.0,0.004857723689010357,0.006396757611501876,2,high
Butuan,0.9382921189520854,0.30449025339268543,0.13803267689904902,0.026738446816077843,1,medium
Buug,0.6501820802272418,0.29455578268982163,0.3386658307715711,0.0020469624356806004,1,medium
Caba,0.9287071079503117,0.011678097676225404,0.08927212968105826,0.19190272834505628,1,medium
Cabadbaran,0.7668113746794794,0.2145705570308669,0.2181392901857481,0.011258293396243303,1,medium
Cabagan,0.3546559016032155,0.15903941310203848,0.18871798255985517,0.016247764333214766,0,low
Cabanatuan,0.7093013086688378,0.011805462685236485,1.0,0.01240970976631364,0,low
Cabangan,0.3457005628570329,0.09930522387584458,0.1850517760021115,0.01791092131220525,0,low
Cabanglasan,0.6501820802272418,0.40561807054747845,0.07772357902416571,0.01445667220199424,1,medium
Cabarroguis,0.9990205098246363,0.09051703825408046,0.4933797475083538,0.03249552866642953,1,medium
Cabatuan (IA),0.511724147581184,0.11242381980398523,0.19980825739702976,0.004733600632511389,0,low
Cabatuan (IO),0.8032624019198009,0.1435008820026874,0.25104349404149745,0.27390916092451034,1,medium
Cabiao,0.9159037720866288,0.044793000019104745,0.32354272872087847,0.008187849742722401,1,medium
Cabucgayan,1.0,0.3269064949786345,0.09449647402584298,0.022516586792486606,1,medium
Cabugao,0.7376365601704313,0.05625585083010144,0.15544715804833142,0.14162421351865156,1,medium
Cabusao,0.05947954089896207,0.3295811601678671,0.038403513692364895,0.01803885646443529,0,low
Cabuyao,0.7129394150344746,0.0,0.3717533449552077,0.04951090391302452,1,medium
Cadiz,0.3276499581967587,0.28856962726630114,0.2621337688786721,0.006652627915961952,0,low
Cagayan De Oro,0.1991268544722472,0.26704494074342955,0.436095270043609,1.0,0,low
Cagayancillo,0.6501820802272418,0.16566239357061432,0.015947998526184944,0.0,1,medium
Cagdianao,0.6048456778246922,0.4411529080615682,0.04564427164390863,0.11207119335351287,2,high
Cagwait,0.9995802184962728,0.32805278005973415,0.19357570624886553,0.12767928192557745,1,medium
Caibiran,1.0,0.3686822179342669,0.22253873805504049,0.0025587030446007505,1,medium
Cainta,0.6048456778246922,0.019192633207878795,1.0,0.05872223487358723,0,low
Cajidiocan,0.5627276002840521,0.3377325207445758,0.18138556944436784,0.08737970897311563,0,low
Calabanga,0.0,0.3131510740054385,0.23014611666235857,0.015608088572064579,0,low
Calaca,0.5169014527938209,0.1031261741461768,0.25260163182853856,0.016247764333214766,0,low
Calamba (LA),0.7129394150344746,0.2778709665093709,1.0,0.04720807117288385,0,low
Calamba (MC),0.4097172421754478,0.0,0.4417778902081117,0.03902022143016145,0,low
