city_municipality,Availability of Basic Utilities,Utilities,Transportation Vehicles,Cost of Doing Business,Poverty Incidents,Cluster_Id,Vulnerability
Alcala (PS),0.86276,0.8540751447548891,0.02599148135052666,0.8538187490491091,0.15878468308401633,2,low
Alcantara (CU),0.5843999999999999,0.7063527447344432,0.014986079337240598,0.7986741542657314,0.2414445739322036,0,medium
Alcantara (RN),0.10840000000000001,0.7116914243199572,0.10420008289175102,0.5299644416341126,0.25609154996847716,1,high
Alcoy,0.81752,0.8528256665540241,0.022947433985149663,0.7549543883502943,0.2637334505091416,2,low
Alegria (CU),0.82752,0.8527120776266728,0.02599148135052666,0.8016717578795969,0.26755440077947384,2,low
Alegria (SN),0.9500000000000001,0.8353897662055901,0.02060585908870582,0.8316477940182538,0.4480306185481662,2,low
Aleosan,0.8500000000000001,0.8528824610176998,0.020137544109417052,0.8321002624882712,0.5719567723159416,0,medium
Alfonso,0.98104,0.7239022340102286,0.0388701432809678,0.8339101363683412,0.03906157461360639,2,low
Alfonso Castaneda,0.94292,0.8519169551352133,0.0011707874482219216,0.7250349107703897,0.2639881805271638,2,low
Alfonso Lista,0.6425200000000001,0.8150573482096964,0.018732599171550745,0.7555765324965684,0.18094619465194325,0,medium
Aliaga,0.995,0.8529960499450512,0.02552316637123789,0.7508256135613849,0.05752950092021218,2,low
Alicia (BL),0.66832,0.8527120776266728,0.01404944937866306,0.8197704966802952,0.3235950047443466,0,medium
Alicia (IA),0.7787999999999999,0.8591298520220247,0.047533970397810016,0.7102165683773181,0.13267485623674607,2,low
Alicia (ZS),0.27084,0.5664679807012412,0.009834614565064142,0.23721734153281615,0.4472664284940998,1,high
Alilem,0.39752000000000004,0.712770519129795,0.0039806773239545335,0.6490767663662087,0.0827477727044049,0,medium
Alimodian,0.895,0.8537911724365108,0.07118387685189283,0.8030291632896494,0.2741773812480497,2,low
Alitagtag,0.9,0.852144132989916,0.07656949911371368,0.8059702083447629,0.1758515942915003,2,low
Allacapan,0.9,0.8530528444087268,0.13300145411801031,0.7947150551530786,0.1181552452094836,2,low
Allen,0.79376,0.7428715848779059,0.04004093072918972,0.7559158838490814,0.2773615064733266,2,low
Almagro,0.47752,0.7260604236299044,0.004683149792887686,0.44416510800705167,0.3573467321322813,0,medium
Almeria,0.9750000000000001,0.7131680803755249,0.002341574896443843,0.7146846945187404,0.18578606499436412,2,low
Aloguinsan,0.875,0.8522577219172673,0.016156866785462517,0.7962986947981396,0.2611861503289201,2,low
Aloran,0.8079200000000001,0.8526552831629971,0.023415748964438432,0.8089112533998766,0.27150271605881715,2,low
Altavas,0.47720000000000007,0.8529960499450512,0.022947433985149663,0.7747498839135583,0.158275223047972,0,medium
Alubijid,0.6200000000000001,0.8532232277997539,0.06345667969362814,0.7878149109853123,0.16222353832731534,0,medium
Amadeo,0.895,0.8536207890454838,0.09038479100273235,0.7662661001007309,0.031929134108986235,2,low
Amai Manabilang,0.5,0.7101011793370381,0.009600457075419759,1.0000000000000002,0.9367301581236586,0,medium
Ambaguio,0.7659600000000001,0.8510082437164024,0.0014049449378663059,0.7761072893236105,0.6528335530379739,0,medium
Amlan,0.75,0.8527688720903485,0.015454394316529365,0.7968642803856616,0.13382114131784575,2,low
Ampatuan,0.6075200000000001,0.7077726063263352,0.02716226879874858,0.8907514879142844,0.7221201179399983,0,medium
Amulung,0.8971600000000001,0.8537343779728351,0.020371701599061435,0.6907604241665672,0.1689738838049023,2,low
Anahawan,0.5,0.7240726174012555,0.0009366299585775374,0.28020184618447486,0.27303109616695004,0,medium
Anao,0.93752,0.8560061565198623,0.0077271971582646825,0.7558593252903292,0.03842474956855102,2,low
Anda (BL),0.9500000000000001,0.7115778353926058,0.021308331557638973,0.7912084245104432,0.13000019104751354,2,low
Anda (PS),0.6426400000000001,0.8513490104984565,0.046129025459943705,0.8384348210685157,0.2955747027619102,0,medium
Angadanan,0.65,0.8532800222634296,0.025757323860882277,0.806875145284798,0.15432690776862873,2,low
Angat,0.03852,0.7182795821063361,0.03418699348808011,0.49031689194883266,0.030782849027886566,1,high
Angeles,0.9696,0.9999999999999999,0.2599148135052666,0.5716480994344709,0.0,2,low
Angono,0.99996,0.7778001800384496,0.9999999999999999,0.8792701004875911,0.02390513854128855,2,low
Anilao,0.8075200000000001,0.8523713108446187,0.013112819420085521,0.7581216676404166,0.26003986524782047,2,low
Anini-Y,0.71252,0.5743056166884851,0.013815291889018675,0.6312608203592713,0.21100433677855684,0,medium
Antequera,0.84292,0.850724271398024,0.006556409710042761,0.8204491993853216,0.1707569939310573,2,low
Antipas,0.9824,0.8595274132677545,0.017093496744040055,0.8393397580085507,0.33633150564545405,2,low
Antipolo,0.97492,0.930293315007653,0.6404207341773912,0.6886111989339843,0.04058995472173929,2,low
Apalit,0.9674,0.8550406506373758,0.1416652812348525,0.6648566042580677,0.031929134108986235,2,low
Aparri,0.75004,0.8534504056544566,0.14588011604845144,0.8184696498289952,0.14120831184048804,2,low
Araceli,0.14504,0.7112370686105517,0.0018732599171550747,0.5909345679689652,0.21635366715702195,0,medium
Arakan,0.96504,0.8533936111907809,0.04308497809456671,0.8740667130823905,0.5082742678104044,2,low
Arayat,0.9374800000000001,0.8540183502912134,0.06696904203829392,0.6645172529055545,0.053581185640868875,2,low
Argao,0.9624000000000001,0.8630486700156468,0.10373176791246225,0.8356634516896586,0.17457794420138956,2,low
Aringay,0.78396,0.8578235793574841,0.06369083718327254,0.8747454157874168,0.027980818829642925,2,low
Aritao,0.93684,0.8595842077314302,0.052451277680342086,0.8576081724855054,0.17368638913831203,2,low
Aroroy,0.95072,0.8529960499450512,0.051514647721764555,0.7222635413915328,0.4466296034490444,2,low
Arteche,0.52668,0.8511218326437537,0.01990338661977267,0.5787744778372459,0.7191907227327435,0,medium
Asingan,0.84284,0.8604929191502411,0.026693953819459812,0.8462399021763167,0.10478191926332077,2,low
Asipulo,0.64452,0.8732148790135936,0.0018732599171550747,0.7354982441395437,0.3801450687452636,0,medium
Asturias,0.8400000000000001,0.8527688720903485,0.009600457075419759,0.7757113794123454,0.30321660330257466,2,low
Asuncion,0.30308,0.852314516380943,0.016156866785462517,0.8138318480113163,0.20285297620184808,0,medium
Atimonan,0.86176,0.8610040693233222,0.0327820485502138,0.8261050552605398,0.04976023537053664,2,low
Atok,0.87252,0.7106691239737949,0.0,0.6069406400958328,0.20973068668844608,2,low
Aurora (IA),0.8851200000000001,0.8532800222634296,0.036060253405235186,0.7999184425582793,0.1150984849932178,2,low
Aurora (ZR),0.03644,0.8531664333360782,0.01990338661977267,0.6920047124591153,0.35161530672678293,0,medium
Ayungon,0.779,0.7161781869503359,0.006556409710042761,0.8377561183634894,0.36053085735755813,0,medium
Baao,0.73,0.8531664333360782,0.0672031995279383,0.7766728749111325,0.30576390348279614,2,low
Babatngon,0.57084,0.6906774727599552,0.00023415748964438434,0.8220328390303826,0.3939004897184596,0,medium
Bacacay,0.99996,0.9154131655246245,0.7291664227526128,0.8310822084307319,0.3733947232676767,2,low
Bacarra,0.8453200000000001,0.8532800222634296,0.05596364002500785,0.8599270733943449,0.01575377796457979,2,low
Baclayon,0.875,0.7092492623819028,0.03395283599843573,0.7858353614289861,0.11471638996618456,2,low
Bacnotan,0.75068,0.8636166146524035,0.04893891533567632,0.8982172176695724,0.0,2,low
Baco,0.8775200000000001,0.8511786271074294,0.017795969212973207,0.8335707850158278,0.1862955250304084,2,low
Bacolod (LN),0.8675200000000001,0.8527120776266728,0.06931061693473776,0.7805188569062806,0.2321469282743952,2,low
Bacolod (NO),0.9576800000000001,0.9673800997878725,0.8654460817256444,0.681654496207466,0.05740213591120111,2,low
Bacolod-Kalawi,0.91252,0.7081133731083892,0.04378745056349987,0.9011017041659337,0.8205732699055588,0,medium
Bacolor,0.86252,0.8528824610176998,0.04004093072918972,0.7313129107918821,0.01830107814480127,2,low
Bacong,0.9,0.7197562381619039,0.012878661930441137,0.7858353614289861,0.14910494239917468,2,low
Bacoor,0.99424,0.9999999999999999,0.9633239123969971,0.5127706397734492,0.02173993338810028,2,low
Bacuag,0.8475199999999999,0.7382712333201759,0.00702472468933153,0.8093071633111415,0.37657884849295353,2,low
Bacungan Leon B. Postigo,0.40668,0.8435113745112125,0.00023415748964438434,0.42408681965002704,0.6823822351285431,0,medium
Badian,0.8061600000000001,0.8547566783189973,0.06158341977647308,0.7724875415634709,0.3095848537531284,2,low
Badiangan,0.9,0.8515193938894835,0.0025757323860882276,0.7818197037575809,0.175342134255456,2,low
Badoc,0.7224,0.8540183502912134,0.04238250562563357,0.8638296139482455,0.04428353998306045,2,low
Bagabag,0.7814000000000001,0.8536775835091595,0.035357780936302034,0.8151326948626163,0.08262040769539383,2,low
Bagac,0.7982400000000001,0.8525416942356459,0.13534302901445414,0.7270710188854685,0.04937814034350342,2,low
Bagamanoc,0.74312,0.8380023115346714,0.0009366299585775374,0.37997114382332464,0.26131351533793123,0,medium
Baganga,0.9748,0.8563469233019164,0.013346976909729906,0.7940363524480523,0.43503938762903666,2,low
Baggao,0.42212,0.8547566783189973,0.02880137122625927,0.6835209286462878,0.1436282470116985,0,medium
Bago,0.75224,0.8445904693210505,0.1105223351121494,0.7117436494636269,0.13738736157015582,2,low
Baguio,0.7659600000000001,0.8510082437164024,0.0014049449378663059,0.7761072893236105,0.023013583478211027,2,low
Bagulin,0.49500000000000005,0.8552678284920785,0.01522023682688498,0.6488505321312001,0.04211833482987218,0,medium
Bagumbayan,0.83596,0.8586754963126193,0.024352378923015967,0.8607188932168754,0.3936457597004375,2,low
Bais,0.9063599999999999,0.9396076070504646,0.1105223351121494,0.5869754688563125,0.2624598004190309,2,low
Bakun,0.78788,0.7104419461190922,0.00023415748964438434,0.44410854944829947,0.2003056760216266,2,low
Balabac,0.026440000000000005,0.3561012872465191,0.002341574896443843,0.38964265736994774,0.35085111667271646,1,high
Balabagan,0.675,0.7155534478499035,0.062051734755761846,1.0000000000000002,0.9075635710601226,0,medium
Balagtas,0.98284,0.7224823724183366,0.07258882178975914,0.6585786042365753,0.015116952919524414,2,low
Balamban,0.87968,0.874918712923864,0.060412632328251156,0.8018414335558535,0.21278744690471185,2,low
Balanga,0.99568,0.9301797260803015,0.2779449402078842,0.6129924058823163,0.015244317928535488,2,low
Balangiga,0.7375200000000001,0.7145879419674169,0.0028098898757326117,0.8480497760563868,0.6097841799922307,0,medium
Balangkayan,0.945,0.7265147793393099,0.004214834813598918,0.5368080272431266,0.6142419553076183,0,medium
Balaoan,0.89856,0.8568012790113217,0.05198296270105332,0.8530269292265786,0.012824382757325076,2,low
Balasan,0.9,0.8499291489065643,0.06673488454864954,0.7780302803211847,0.23622260856274951,2,low
Balatan,0.61556,0.8515761883531592,0.008195512137553452,0.7887764064840994,0.46102184946729585,0,medium
Balayan,0.86344,0.8577667848938084,0.08851153108557727,0.722037307156524,0.10465455425430971,2,low
Balbalan,0.78332,0.8525984886993215,0.0018732599171550747,0.7408147486622487,0.1752147692464449,2,low
Baleno,0.07032000000000001,0.5674334865837277,0.007961354647909067,0.5359030903030917,0.39300893465538206,1,high
Baler,0.8900000000000001,0.8528824610176998,0.058305214921451694,0.7580085505229122,0.06555349648790987,2,low
Balete (AK),0.54832,0.8485092873146725,0.0037465198343101494,0.638613432997055,0.1918995854268957,0,medium
Balete (BS),0.985,0.715099092140498,0.07071556187260407,0.8014455236445881,0.13331168128180146,2,low
Baliangao,0.6166800000000001,0.8472030146501318,0.0037465198343101494,0.535676856068083,0.31289634398741634,0,medium
Baliguian,0.6375200000000001,0.5680014312204845,0.0,0.15034339528946383,0.6413707022269771,1,high
Balilihan,0.8900000000000001,0.8539615558275379,0.007493039668620299,0.8079497579010892,0.2331658483464838,2,low
Balindong,0.23752,0.7077726063263352,0.11309806749823763,0.6088070725346549,0.8301256455813893,1,high
Balingasag,0.9601200000000001,0.8571988402570516,0.040509245708478483,0.8270099922005749,0.22870807303109614,2,low
Balingoan,0.6708400000000001,0.8406148568637527,0.027396426288392967,0.7917740100979651,0.20731075151723566,2,low
Baliwag,0.99996,0.9999999999999999,0.27864741267681736,0.7257136134754159,0.02275885346018888,2,low
Ballesteros,0.375,0.7203809772623363,0.02060585908870582,0.6060357031557979,0.1380241866152112,0,medium
Baloi,0.28536,0.8529960499450512,0.0313771036123475,0.7293899197943079,0.3429544861140299,0,medium
Balud,0.43,0.7099875904096867,0.3214982332817397,0.25384555780595786,0.37606938845690924,1,high
Balungao,0.6643600000000001,0.8539047613638622,0.006322252220398377,0.8510473796702525,0.09293697342529086,2,low
Bamban,0.99996,0.7097036180913083,0.02552316637123789,0.49348417123895494,0.10325353915518788,2,low
Bambang,0.7038800000000001,0.8527120776266728,0.04987554529425386,0.6827856673825095,0.07688898228989549,2,low
Banate,0.88752,0.8526552831629971,0.07563286915513615,0.7944322623593176,0.21151379681460114,2,low
Banaue,0.7083200000000001,0.8678761994280796,0.016156866785462517,0.8216369291191175,0.21686312719306625,2,low
Banaybanay,0.68,0.9060420790181372,0.009132142096130988,0.7160986584875451,0.3038534283476301,0,medium
Banayoyo,0.4,0.8544159115369432,0.003512362344665765,0.6434209104909905,0.04912341032548127,0,medium
Banga (AK),0.6200000000000001,0.8519169551352133,0.02552316637123789,0.7663226586594831,0.22042934744537632,0,medium
Banga (SC),0.99428,0.8565741011566191,0.05174880521140894,0.8613975959219018,0.10720185443453119,2,low
Bangar,0.4,0.8527120776266728,0.06931061693473776,0.7051828566483738,0.020848378325022763,0,medium
Bangued,0.95748,0.8575964015027814,0.07984770396873504,0.7793876857312372,0.0852950728846264,2,low
Bangui,0.87324,0.8532232277997539,0.011707874482219216,0.8806275058976436,0.03243859414503053,2,low
Bani,0.78324,0.7265147793393099,0.024118221433371584,0.8768380824612476,0.10681975940749798,2,low
Banisilan,0.86084,0.8531096388724025,0.003044047365376996,0.8888850554754624,0.519737118621401,2,low
Banna,0.6948400000000001,0.7822869426688285,0.015922709295818134,0.8634337040369804,0.050142330397569865,2,low
Bansalan,0.96588,0.8583915239942409,0.057134427473229776,0.7159289828112885,0.19228168045392888,2,low
Bansud,0.5,0.8572556347207273,0.009366299585775372,0.7042779197083389,0.17839889447172178,0,medium
Bantay,0.49752,0.850894654789051,0.07071556187260407,0.605413559009524,0.012569652739302929,0,medium
Bantayan Island,0.8274400000000001,0.8629350810882954,0.02880137122625927,0.8210147849728435,0.2713753510498061,2,low
Banton,0.25,0.709930795946011,0.006322252220398377,0.5231208560250985,0.1848945099312866,0,medium
Baras (CT),0.93752,0.8637302035797548,0.006790567199687145,0.2485290532832527,0.053581185640868875,2,low
Baras (RL),0.86,0.8548702672463487,0.054090380107852776,0.7997487668820229,0.29901355800520923,2,low
Barbaza,0.785,0.8517465717441862,0.0056197797514652235,0.5694423156431359,0.22526921778779713,2,low
Barcelona,0.9395600000000001,0.7085677288177947,0.00866382711684222,0.5295685317228472,0.33314738042017716,2,low
Barili,0.94988,0.8519737495988889,0.010771244523641678,0.7998053254407749,0.2713753510498061,2,low
Barira,0.6625200000000001,0.7128841080571465,0.041914190646344794,0.7487895054463063,0.8083462290404956,0,medium
Barlig,0.98752,0.7216304554632013,0.003044047365376996,0.5272496308140078,0.15585528787676162,2,low
Barobo,0.75,0.8537911724365108,0.06158341977647308,0.7989003885007402,0.39453731476351506,0,medium
Barotac Nuevo,0.99996,0.7217440443905526,0.07141803434153722,0.8287067489631401,0.17152118398512378,2,low
Barotac Viejo,0.5783200000000001,0.7182227876426605,0.02552316637123789,0.7495247667100848,0.22042934744537632,0,medium
Baroy,0.6200000000000001,0.5340951364061031,0.01358113439937429,0.7843082803426769,0.18998911029172955,0,medium
Barugo,0.83752,0.8505538880069969,0.06977893191402652,0.8468054877638385,0.30933012373510627,2,low
Basay,0.8250000000000001,0.5723178104598363,0.0037465198343101494,0.7689809109208356,0.3426997560960078,2,low
Basco,0.925,0.8461239198402938,0.26085144346384415,0.1408415574190972,0.061350451190544414,2,low
Basey,0.63788,0.8556653897378081,0.029035528715903654,0.8839644608640225,0.31429735908653816,0,medium
Basilisa,0.5408,0.7114074520015787,0.006322252220398377,0.6977171268930857,0.39517413980857036,0,medium
Basista,0.72584,0.852144132989916,0.018966756661195128,0.8699379382934813,0.156492112921817,2,low
Basud (CN),0.7359600000000001,0.5682286090751872,0.04729981290816563,0.7977692173256963,0.2569831050315547,0,medium
Batac,0.8132,0.9715260956361972,0.1418994387244969,0.7620242081943172,0.024796693604366062,2,low
Batad,0.98752,0.8595842077314302,0.03676272587416834,0.7853263344002164,0.2748142062931051,2,low
Batan,0.65332,0.8515193938894835,0.1341722415662322,0.765417721719448,0.15878468308401633,2,low
Batangas,0.9569200000000001,0.9690271392344673,0.54956762819537,0.6735100637471516,0.08096466257824987,2,low
Bataraza,0.8160000000000001,0.7137360250122816,0.017795969212973207,0.690986658401576,0.166808678651714,2,low
Bato (CS),0.0,0.5679446367568088,0.011239559502930447,0.3561599905886558,0.3433365811410631,1,high
Bato (CT),0.97176,0.8642413537528361,0.03910430077061218,0.8048955957284714,0.3649886326729458,2,low
Bato (LE),0.6125200000000001,0.8503267101522942,0.03723104085345711,0.6941539376916983,0.15738366798489453,0,medium
Batuan (BL),0.92252,0.8397629399086175,0.018030126702617593,0.7998053254407749,0.2688280508695846,2,low
Batuan (MS),0.925,0.7073750450806054,0.021308331557638973,0.0,0.3449923262582071,2,low
Bauan,0.995,0.8563469233019164,0.10185850799530717,0.7917174515392129,0.06886498672219779,2,low
Bauang,0.79212,0.8649796817806199,0.07844275903086875,0.867336244590881,0.011550732667214337,2,low
Bauko,0.48752000000000006,0.8533936111907809,0.0072588821789759134,0.7101600098185659,0.24908647447286808,0,medium
Baungon,0.72648,0.8562901288382407,0.002341574896443843,0.8585131094255405,0.413387336097154,0,medium
Bautista,0.4,0.8562333343745651,0.015922709295818134,0.8629246770082106,0.16044042820116028,0,medium
Bay,0.83596,0.8586754963126193,0.024352378923015967,0.8607188932168754,0.0,2,low
Bayabas,1.0,0.5914575447185408,0.011005402013286064,0.5656528922067396,0.3681727578982226,2,low
Bayambang,0.8489599999999999,0.8647525039259171,0.051514647721764555,0.8472013976751038,0.1589120480930274,2,low
Bayang,0.41980000000000006,0.7126569302024437,0.012644504440796754,0.6264533428653358,0.8685898783027338,0,medium
Bayawan,0.6988800000000001,0.937392622967113,0.10068772054708525,0.5607322975952999,0.34779435645645074,0,medium
Baybay,0.9273199999999999,0.8274953357546704,0.20559027590776943,0.669041937605729,0.2629692604550752,2,low
Bayog,0.0364,0.7097036180913083,0.012878661930441137,0.7361769468445696,0.4542715039897089,1,high
Bayombong,0.9750000000000001,0.8629918755519711,0.07539871166549175,0.8293288931094143,0.05893051601933401,2,low
Bayugan,0.7932400000000001,0.8731012900862423,0.08148680639624574,0.6392921357020813,0.3732673582586656,2,low
Belison,0.7556,0.8508378603253753,0.017795969212973207,0.7947716137118306,0.1399346617503773,2,low
Benito Soliven,0.8500000000000001,0.8519737495988889,0.028567213736614888,0.7942060281243088,0.22348610766164212,2,low
Besao,0.98752,0.848566081778348,0.004683149792887686,0.7284284242955206,0.18387558985919797,2,low
Bien Unido,0.5750000000000001,0.712429752347741,0.006322252220398377,0.7776343704099196,0.3796356087092193,0,medium
Bilar,0.8559200000000001,0.8519737495988889,0.004917307282532071,0.802916046172145,0.22807124798604084,2,low
Biliran,0.86252,0.7283889966406073,0.009834614565064142,0.35927071132002586,0.25761993007661005,2,low
Binalbagan,0.8419600000000002,0.8522009274535917,0.04214834813598918,0.83543721745465,0.18107355966095434,2,low
Binalonan,0.8532400000000001,0.8614584250327276,0.05362206512856401,0.8519523166102871,0.06020416610944475,2,low
Binan,1.0,0.8783831752080805,0.29293101954512474,0.6023593968369061,0.020848378325022763,2,low
Binangonan,0.99428,0.9218309399199764,0.46808082179912425,0.841941451711151,0.4535073139356424,2,low
Bindoy,0.8,0.8508378603253753,0.011239559502930447,0.8071013795198065,0.2572378350495768,2,low
Bingawan,0.9500000000000001,0.8540183502912134,0.008195512137553452,0.863094352684467,0.8606932477440471,0,medium
Binidayan,0.7166800000000001,0.5677742533657818,0.0238840639437272,0.32612739589124695,0.05561902578504606,2,low
Binmaley,0.85228,0.8583347295305652,0.059007687390384846,0.8511604967877568,0.18998911029172955,2,low
Binuangan,0.9775200000000001,0.8510082437164024,0.008429669627197836,0.8074407308723197,0.50419858752205,2,low
Biri,0.46028,0.3586002436482491,0.0,0.03174009758613727,0.24717599933770196,1,high
Bislig,0.8813599999999999,0.8945695973556496,0.17233991237826685,0.788380496572834,0.0,2,low
Boac,0.9054800000000001,0.8571988402570516,0.12223020959436862,0.69471952327922,0.14324615198466525,2,low
Bobon,0.5,0.8518601606715376,0.0032782048550213804,0.7272406945617249,0.41275051105209865,0,medium
Bocaue,0.9892799999999999,0.8588458797036463,0.0971753582024195,0.7387786405471701,0.0678460666501092,2,low
Bogo,0.96832,0.9518752112044115,0.5455869508714155,0.5591486579502386,0.1389157416782887,2,low
Bokod,0.655,0.8540751447548891,0.0032782048550213804,0.7043344782670911,0.09790420877672278,2,low
Bolinao,0.77352,0.8546998838553216,0.04074340319812287,0.8395094336848072,0.1794178145438104,2,low
Boliney,0.97,0.8368664222611578,0.00023415748964438434,0.4075717204943896,0.3919900145832935,2,low
Boljoon,0.9237600000000001,0.58055300769281,0.028567213736614888,0.7637209649568826,0.2688280508695846,2,low
Bombon,0.0,0.5655024748187546,0.00023415748964438434,0.5079066037207614,0.27494157130211616,1,high
Bongabon,0.98284,0.8556085952741325,0.046831497928876864,0.7953371992993528,0.041736239802838956,2,low
Bongabong,0.7410000000000001,0.853563994581808,0.010771244523641678,0.6979999196868465,0.18221984474205402,2,low
Bongao,0.60548,0.5664679807012412,0.08780905861664412,0.7378737036071352,0.19228168045392888,0,medium
Bonifacio,0.8987600000000001,0.8530528444087268,0.024586536412660356,0.7990135056182446,0.41733565137649736,2,low
Bontoc (MP),0.62768,0.8537343779728351,0.028567213736614888,0.814623667833847,0.35021429162766116,0,medium
Bontoc (SL),0.25,0.7101011793370381,0.003044047365376996,0.6231729464577092,0.09955995389386672,0,medium
Borbon,0.61,0.8506674769343483,0.0039806773239545335,0.8025201362608796,0.23571314852670527,0,medium
Borongan,0.52012,0.8475437814321858,0.05034386027354262,0.5459705137609802,0.44866744359322164,0,medium
Boston,0.65252,0.8509514492527267,0.004917307282532071,0.7029205142982864,0.34753962643842856,0,medium
Botolan,0.86836,0.8545862949279702,0.010537087033997293,0.7450000820099101,0.1344579663629011,2,low
Braulio E. Dujali,0.62272,0.8506674769343483,0.002341574896443843,0.6922309466941239,0.11726369014640607,2,low
Buadiposo-Buntong,0.365,0.5672631031927007,0.04870475784603193,0.4887332523037714,0.8238847601398467,1,high
Bubong,0.94644,0.4335689357001479,0.0119420319718636,0.48256836939978365,0.8285972654732564,0,medium
Bucay,0.885,0.8571988402570516,0.11309806749823763,0.738099937842144,0.23227429328340626,2,low
Bucloc,0.75,0.7097036180913083,0.0025757323860882276,0.44614465756337807,0.2415719389412147,0,medium
Buenavista (AN),0.7450000000000001,0.8568580734749974,0.017561811723328824,0.8038775416709321,0.3872775092498838,0,medium
Buenavista (BL),0.7166800000000001,0.8495883821245104,0.012176189461507983,0.8073841723135673,0.061095721172522266,2,low
Buenavista (GS),0.89752,0.8519169551352133,0.0777402865619356,0.8414889832411334,0.2223398225805424,2,low
Buenavista (ME),0.74376,0.8524848997719701,0.026459796329815426,0.8090243705173807,0.28933381732036756,2,low
Buenavista (QN),0.75,0.8539615558275379,0.01522023682688498,0.795167523623096,0.28755070719421255,2,low
Bugallon,0.79508,0.8582211406032139,0.010771244523641678,0.8140015236875728,0.16668131364270294,2,low
Bugasong,0.67,0.8520873385262403,0.018732599171550745,0.773166244268497,0.22590604283285254,0,medium
Buguey,0.6703600000000001,0.8513490104984565,0.010068772054708526,0.7358375954920566,0.16668131364270294,2,low
Buguias,0.895,0.8517465717441862,0.016859339254395672,0.7776343704099196,0.09230014838023548,2,low
Buhi,0.52668,0.8522009274535917,0.05174880521140894,0.820279523709065,0.3518700367448051,0,medium
Bula,0.7329600000000001,0.8570284568660246,0.0194350716404839,0.8603229833056103,0.2911169274465226,2,low
Bulakan,0.8871600000000002,0.8558357731288352,0.06579825459007199,0.6753199376272214,0.023013583478211027,2,low
Bulalacao,0.11040000000000001,0.5679446367568088,0.04495823801172179,0.5245348199939031,0.2768520464372823,1,high
Bulan,0.78796,0.719188293525147,0.05128049023212016,0.612257144618538,0.3476669914474396,0,medium
Buldon,0.83752,0.712429752347741,0.0039806773239545335,0.6363510906469678,0.8228658400677581,0,medium
Buluan,0.925,0.6800001135889272,0.0313771036123475,1.0000000000000002,0.7860573524635576,0,medium
Bulusan,0.88232,0.7096468236276327,0.018966756661195128,0.665309072728085,0.3410440109788638,2,low
Bunawan,0.82244,0.8546998838553216,0.01358113439937429,0.8125875597187684,0.3583656522043699,2,low
Burauen,0.9300000000000002,0.8541319392185648,0.004683149792887686,0.8351544246608891,0.32601493991555697,2,low
