city_municipality,Presence of Investment Promotion Unit,Active Establishments in the Locality,Productivity,Cost of Doing Business,Poverty Incidents,Cluster_Id,Vulnerability
Anao,0.75,0.3514080115015358,0.13935369006491377,0.7558593252903292,0.03842474956855102,2,medium
Anda (BL),0.0,0.1906069114416741,0.18958341566293865,0.7912084245104432,0.13000019104751354,0,high
Anda (PS),0.0,0.6231668799827662,0.13904170419163414,0.8384348210685157,0.2955747027619102,0,high
Angadanan,1.0,0.302650045543613,0.1536010449446848,0.806875145284798,0.15432690776862873,2,medium
Angat,0.78976,0.1373405034259982,0.06707696275512641,0.49031689194883266,0.030782849027886566,2,medium
Angeles,1.0,0.3726143871065227,0.10586720633289719,0.5716480994344709,0.0,1,low
Angono,1.0,0.525316989395976,0.3191615483650898,0.8792701004875911,0.02390513854128855,1,low
Anilao,1.0,0.16990147384310414,0.0681169156660586,0.7581216676404166,0.26003986524782047,2,medium
Anini-Y,0.25,0.48048303782165325,0.07175675085432127,0.6312608203592713,0.21100433677855684,0,high
Antequera,1.0,0.26391083971403057,0.10170739468916841,0.8204491993853216,0.1707569939310573,2,medium
Antipas,1.0,0.10795214038286667,0.038998234159957214,0.8393397580085507,0.33633150564545405,2,medium
Antipolo,1.0,1.0,0.9944029734333624,0.6886111989339843,0.04058995472173929,1,low
Apalit,1.0,0.30315098355003006,0.10742713569929548,0.6648566042580677,0.031929134108986235,2,medium
Aparri,1.0,0.15529078198927457,0.05345357962191469,0.8184696498289952,0.14120831184048804,2,medium
Araceli,0.25,0.000667917341889353,0.007383665667618566,0.5909345679689652,0.21635366715702195,0,high
Arakan,1.0,0.06879548621460335,0.026726789810957344,0.8740667130823905,0.5082742678104044,2,medium
Arayat,1.0,0.27509845519067727,0.10586720633289719,0.6645172529055545,0.053581185640868875,2,medium
Argao,1.0,0.20688739665022707,0.06322913698467729,0.8356634516896586,0.17457794420138956,2,medium
Aringay,1.0,0.20421572728266968,0.04710986686522831,0.8747454157874168,0.027980818829642925,2,medium
Aritao,1.0,0.14669134621244914,0.06114923116281291,0.8576081724855054,0.17368638913831203,2,medium
Aroroy,0.25,0.0694634035564927,0.1400816571025663,0.7222635413915328,0.4466296034490444,0,high
Arteche,0.0,0.05602156705096948,0.04731785744741475,0.5787744778372459,0.7191907227327435,0,high
Asingan,1.0,0.20421572728266968,0.04305405051259276,0.8462399021763167,0.10478191926332077,2,medium
Asipulo,1.0,0.29154591973470256,0.07695651540898224,0.7354982441395437,0.3801450687452636,2,medium
Asturias,0.0,0.18401122769051675,0.4802502542684864,0.7757113794123454,0.30321660330257466,0,high
Asuncion,1.0,0.09375889686771792,0.0243348981158133,0.8138318480113163,0.20285297620184808,2,medium
Atimonan,1.0,0.1727401225461339,0.07581256720695682,0.8261050552605398,0.04976023537053664,2,medium
Atok,0.0,0.2265074685682268,0.06395710402232983,0.6069406400958328,0.20973068668844608,0,high
Aurora (IA),1.0,0.2749314758552049,0.30075438184159003,0.7999184425582793,0.1150984849932178,1,low
Aurora (ZR),0.25,0.11396339645987084,0.009463571489482951,0.6920047124591153,0.35161530672678293,0,high
Ayungon,0.25,0.17190522586877222,0.03286251198545728,0.8377561183634894,0.36053085735755813,0,high
Baao,1.0,0.24571009214754572,0.13300997730822742,0.7766728749111325,0.30576390348279614,2,medium
Babatngon,0.7996400000000001,0.09559566955791364,0.02454288869799974,0.8220328390303826,0.3939004897184596,2,medium
Bacacay,1.0,0.0035065660449191027,0.009047590325110072,0.8310822084307319,0.3733947232676767,2,medium
Bacarra,1.0,0.47046427769331295,0.3582637778161402,0.8599270733943449,0.01575377796457979,1,low
Baclayon,0.5,0.2179080327914014,0.14860927097221027,0.7858353614289861,0.11471638996618456,2,medium
Bacnotan,1.0,0.2565637489532477,0.08444417636769401,0.8982172176695724,0.0,2,medium
Baco,1.0,0.2666659987493242,0.07862044006647374,0.8335707850158278,0.1862955250304084,2,medium
Bacolod (LN),1.0,0.0873301924520329,0.056261452481431606,0.7805188569062806,0.2321469282743952,2,medium
Bacolod (NO),1.0,0.6076378017838389,0.2006069165188199,0.681654496207466,0.05740213591120111,1,low
Bacolod-Kalawi,0.25,0.04625327592583769,0.017991185359126926,0.9011017041659337,0.8205732699055588,0,high
Bacolor,1.0,0.658065561096485,0.6411309695896966,0.7313129107918821,0.01830107814480127,1,low
Bacong,0.0,0.27559939319709426,0.17460809374551509,0.7858353614289861,0.14910494239917468,0,high
Bacoor,1.0,1.0,0.5651104118005533,0.5127706397734492,0.02173993338810028,1,low
Bacuag,0.79988,0.27150839947802197,0.11637073073331232,0.8093071633111415,0.37657884849295353,2,medium
Bacungan Leon B. Postigo,0.25,0.06771012053403316,0.021111044091923502,0.42408681965002704,0.6823822351285431,0,high
Badian,1.0,0.33637987130902536,0.1967590907483708,0.7724875415634709,0.3095848537531284,2,medium
Badiangan,1.0,0.21531985309158017,0.057405400683457015,0.7818197037575809,0.175342134255456,2,medium
Badoc,1.0,0.2078892726630611,0.15370504023577802,0.8638296139482455,0.04428353998306045,2,medium
Bagabag,1.0,0.1346688340584408,0.01747120890366083,0.8151326948626163,0.08262040769539383,2,medium
Bagac,1.0,0.24938363752793716,0.2174541536759214,0.7270710188854685,0.04937814034350342,2,medium
Bagamanoc,0.0,0.057106932731539675,0.0005199764554660962,0.37997114382332464,0.26131351533793123,0,high
Baganga,1.0,0.0700478312306459,0.029638657961567484,0.7940363524480523,0.43503938762903666,2,medium
Baggao,1.0,0.3383836233346934,0.06676497688184674,0.6835209286462878,0.1436282470116985,2,medium
Bago,1.0,0.2024624442602101,0.07643653895351613,0.7117436494636269,0.13738736157015582,2,medium
Baguio,1.0,0.23594180102241394,0.08475616224097368,0.7761072893236105,0.023013583478211027,2,medium
Bagulin,1.0,0.2614061496819455,0.06936485915917723,0.6488505321312001,0.04211833482987218,2,medium
Bagumbayan,0.75,0.08332268840069677,0.018095180650220144,0.8607188932168754,0.3936457597004375,2,medium
Bais,1.0,0.038739205829582464,0.05314159374863503,0.5869754688563125,0.2624598004190309,2,medium
Bakun,0.5,0.12448309459462815,0.058965330049855304,0.44410854944829947,0.2003056760216266,0,high
Balabac,0.25,0.0,0.0,0.38964265736994774,0.35085111667271646,0,high
Balabagan,1.0,0.0748902319593437,0.05802937243001634,1.0000000000000002,0.9075635710601226,2,medium
Balagtas,1.0,0.27952340758069416,0.2526045620654295,0.6585786042365753,0.015116952919524414,1,low
Balamban,1.0,0.3192644894231107,0.061669207618279,0.8018414335558535,0.21278744690471185,2,medium
Balanga,1.0,0.4750562094188022,0.10690715924382937,0.6129924058823163,0.015244317928535488,1,low
Balangiga,0.0,0.12832361931049194,0.007071679794338907,0.8480497760563868,0.6097841799922307,0,high
Balangkayan,0.0,0.2911284713960217,0.07352467080290599,0.5368080272431266,0.6142419553076183,0,high
Balaoan,1.0,0.2700890751265071,0.04544594220773681,0.8530269292265786,0.012824382757325076,2,medium
Balasan,1.0,0.3451462864213231,0.25406049614073456,0.7780302803211847,0.23622260856274951,1,low
Balatan,0.25,0.08657878544240737,0.03286251198545728,0.7887764064840994,0.46102184946729585,0,high
Balayan,0.0,0.1781669509489849,0.12250645290781226,0.722037307156524,0.10465455425430971,0,high
Balbalan,1.0,0.0873301924520329,0.0491897726870927,0.7408147486622487,0.1752147692464449,2,medium
Baleno,0.5,0.12222887356575159,0.0535575749130079,0.5359030903030917,0.39300893465538206,0,high
Baler,1.0,0.7901462154551046,0.7540698557169326,0.7580085505229122,0.06555349648790987,1,low
Balete (AK),1.0,0.19770353319924847,0.1010834229426091,0.638613432997055,0.1918995854268957,2,medium
Balete (BS),0.26668,0.20045869223454205,0.2249418146346332,0.8014455236445881,0.13331168128180146,0,high
Baliangao,0.0,0.09818384925773488,0.0,0.535676856068083,0.31289634398741634,0,high
Baliguian,0.0,0.04550186891621217,0.005095769263567742,0.15034339528946383,0.6413707022269771,0,high
Balilihan,0.75,0.2395318567350692,0.04648589511866899,0.8079497579010892,0.2331658483464838,2,medium
Balindong,0.5,0.1605506310566532,0.03067861087249967,0.6088070725346549,0.8301256455813893,0,high
Balingasag,1.0,0.2270084065746438,0.011231491438067677,0.8270099922005749,0.22870807303109614,2,medium
Balingoan,1.0,0.23118288996145225,0.09172384674421936,0.7917740100979651,0.20731075151723566,2,medium
Baliwag,1.0,0.5890196058786731,0.525072224729664,0.7257136134754159,0.02275885346018888,1,low
Ballesteros,1.0,0.1687326184947978,0.15370504023577802,0.6060357031557979,0.1380241866152112,2,medium
Baloi,1.0,0.14944650524774272,0.6557943056338406,0.7293899197943079,0.3429544861140299,1,low
Balud,0.0,0.10219135330907099,0.017887190068033708,0.25384555780595786,0.37606938845690924,0,high
Balungao,0.79988,0.39590800440491397,0.15921679066371866,0.8510473796702525,0.09293697342529086,2,medium
Bamban,0.74876,0.10519698134757309,0.017263218321474393,0.49348417123895494,0.10325353915518788,2,medium
Bambang,0.5,0.3126688056719533,0.08361221403894827,0.6827856673825095,0.07688898228989549,2,medium
Banate,0.79988,0.2295130966067289,0.10888306977460054,0.7944322623593176,0.21151379681460114,2,medium
Banaue,1.0,0.21523636342384395,0.12209047174343939,0.8216369291191175,0.21686312719306625,2,medium
Banaybanay,0.5,0.06253376113439066,0.01757520419475405,0.7160986584875451,0.3038534283476301,0,high
Banayoyo,1.0,0.09926921493830508,0.045549937498830025,0.6434209104909905,0.04912341032548127,2,medium
Banga (AK),0.75,0.0035065660449191027,0.17065627268397277,0.7663226586594831,0.22042934744537632,2,medium
Banga (SC),1.0,0.10695026437003263,0.06489306164216879,0.8613975959219018,0.10720185443453119,2,medium
Bangar,1.0,0.7480674229160752,0.26196413826381926,0.7051828566483738,0.020848378325022763,1,low
Bangued,1.0,0.4464192533852962,0.2210939888641841,0.7793876857312372,0.0852950728846264,1,low
Bangui,1.0,0.28912471937035367,0.2021668458852182,0.8806275058976436,0.03243859414503053,2,medium
Bani,0.78976,0.11788741084347078,0.018927142978965902,0.8768380824612476,0.10681975940749798,2,medium
Banisilan,0.75,0.08524295075862866,0.011751467893533773,0.8888850554754624,0.519737118621401,2,medium
Banna,1.0,0.2316003383001331,0.0967156207166939,0.8634337040369804,0.050142330397569865,2,medium
Bansalan,0.78976,0.12256283223669627,0.01819917594131337,0.7159289828112885,0.19228168045392888,2,medium
Bansud,0.0,0.09492775221602429,0.028806695632821726,0.7042779197083389,0.17839889447172178,0,high
Bantay,1.0,0.6540580570451489,1.0,0.605413559009524,0.012569652739302929,1,low
Bantayan Island,1.0,0.15470635431512136,0.06957284974136367,0.8210147849728435,0.2713753510498061,2,medium
Banton,0.0,0.13692305508731734,0.07560457662477038,0.5231208560250985,0.1848945099312866,0,high
Baras (CT),1.0,0.0,0.0038478257704491117,0.2485290532832527,0.053581185640868875,2,medium
Baras (RL),1.0,0.6222484936376684,0.4445798694235122,0.7997487668820229,0.29901355800520923,1,low
Barbaza,0.0,0.12356470824953031,0.02443889340690652,0.5694423156431359,0.22526921778779713,0,high
Barcelona,0.75,0.3775402775029567,0.1636885881807271,0.5295685317228472,0.33314738042017716,2,medium
Barili,1.0,0.17633017825878916,0.025790832191118367,0.7998053254407749,0.2713753510498061,2,medium
Barira,1.0,0.1908573804448826,0.01206345376681343,0.7487895054463063,0.8083462290404956,2,medium
Barlig,1.0,0.14969697425095121,0.06749294391949928,0.5272496308140078,0.15585528787676162,2,medium
Barobo,1.0,0.3271960078580468,0.22743770162087046,0.7989003885007402,0.39453731476351506,2,medium
Barotac Nuevo,1.0,0.13316602003918973,0.022774968749415012,0.8287067489631401,0.17152118398512378,2,medium
Barotac Viejo,0.53336,0.18576451071297628,0.12968212799324438,0.7495247667100848,0.22042934744537632,2,medium
Baroy,0.75,0.11287803077930063,0.11959458475720212,0.7843082803426769,0.18998911029172955,2,medium
Barugo,1.0,0.1608011000598617,0.0897479362134482,0.8468054877638385,0.30933012373510627,2,medium
Basay,1.0,0.1809221099842785,0.04794182919397407,0.7689809109208356,0.3426997560960078,2,medium
Basco,0.5,0.7129182727991481,0.4597631819231222,0.1408415574190972,0.061350451190544414,1,low
Basey,0.78976,0.05552062904455247,0.005823736301220277,0.8839644608640225,0.31429735908653816,2,medium
Basilisa,0.5,0.29062753338960473,0.1205305423770411,0.6977171268930857,0.39517413980857036,0,high
Basista,0.0,0.36376448232648884,0.18240774057750653,0.8699379382934813,0.156492112921817,0,high
Basud (CN),1.0,0.1437692078416832,0.041910102310567354,0.7977692173256963,0.2569831050315547,2,medium
Batac,1.0,0.25723166629513705,0.06884488270371113,0.7620242081943172,0.024796693604366062,2,medium
Batad,0.5332000000000001,0.16297183142100213,0.07882843064866019,0.7853263344002164,0.2748142062931051,2,medium
Batan,0.0,0.1813395583229593,0.04773383861178763,0.765417721719448,0.15878468308401633,0,high
Batangas,1.0,1.0,1.0,0.6735100637471516,0.08096466257824987,1,low
Bataraza,1.0,0.12990992299747914,0.1363378266232104,0.690986658401576,0.166808678651714,2,medium
Bato (CS),0.0,0.0,0.002599882277330481,0.3561599905886558,0.3433365811410631,0,high
Bato (CT),1.0,0.2673339160912135,0.12209047174343939,0.8048955957284714,0.3649886326729458,2,medium
Bato (LE),1.0,0.3716125110936887,0.2155822384362435,0.6941539376916983,0.15738366798489453,1,low
Batuan (BL),1.0,0.221164129833112,0.09796356420981252,0.7998053254407749,0.2688280508695846,2,medium
Batuan (MS),0.0,0.07088272790800758,0.024646883989092958,0.0,0.3449923262582071,0,high
Bauan,1.0,0.44700368105944943,0.14091361943131206,0.7917174515392129,0.06886498672219779,1,low
Bauang,1.0,0.3506566044919103,0.16951232448194736,0.867336244590881,0.011550732667214337,1,low
Bauko,1.0,0.3156744337104554,0.13852172773616803,0.7101600098185659,0.24908647447286808,2,medium
Baungon,0.0,0.08933394447770095,0.00041598116437287696,0.8585131094255405,0.413387336097154,0,high
Bautista,1.0,0.4025871778238075,0.12749822688028678,0.8629246770082106,0.16044042820116028,2,medium
Bay,0.75,0.08332268840069677,0.018095180650220144,0.8607188932168754,0.0,2,medium
Bayabas,0.7993600000000001,0.14560598053187893,0.0605252594162536,0.5656528922067396,0.3681727578982226,2,medium
Bayambang,1.0,0.21406750807553762,0.11418682962035472,0.8472013976751038,0.1589120480930274,2,medium
Bayang,1.0,0.008015008102672234,0.00031198587327965766,0.6264533428653358,0.8685898783027338,2,medium
Bayawan,1.0,0.3680224553810335,0.053661570204101124,0.5607322975952999,0.34779435645645074,2,medium
Baybay,1.0,0.2307654416227714,0.07685252011788901,0.669041937605729,0.2629692604550752,2,medium
Bayog,1.0,0.2646622467236561,0.15744887071513392,0.7361769468445696,0.4542715039897089,2,medium
Bayombong,1.0,0.380128457202778,0.09390774785717697,0.8293288931094143,0.05893051601933401,2,medium
Bayugan,0.78732,0.19778702286698463,0.07269270847416025,0.6392921357020813,0.3732673582586656,2,medium
Belison,1.0,0.27810408322917934,0.08226027525473642,0.7947716137118306,0.1399346617503773,2,medium
Benito Soliven,1.0,0.2756828828648304,0.07352467080290599,0.7942060281243088,0.22348610766164212,2,medium
Besao,1.0,0.16915006683347864,0.05064570676239777,0.7284284242955206,0.18387558985919797,2,medium
Bien Unido,0.79948,0.10411161566700289,0.05782138184782989,0.7776343704099196,0.3796356087092193,2,medium
Bilar,0.7996400000000001,0.1332495097069259,0.09234781849077868,0.802916046172145,0.22807124798604084,2,medium
Biliran,0.0,0.009100373783242433,0.05594946660815195,0.35927071132002586,0.25761993007661005,0,high
Binalbagan,1.0,0.1913583184512996,0.04243007876603345,0.83543721745465,0.18107355966095434,2,medium
Binalonan,1.0,0.15554125099248306,0.0681169156660586,0.8519523166102871,0.06020416610944475,2,medium
Binan,1.0,0.6594848854479999,1.0,0.6023593968369061,0.020848378325022763,1,low
Binangonan,1.0,0.908868522975937,0.3604476789290979,0.841941451711151,0.4535073139356424,1,low
Bindoy,1.0,0.15478984398285756,0.09817155479199896,0.8071013795198065,0.2572378350495768,2,medium
Bingawan,1.0,0.34472883808264226,0.06614100513528744,0.863094352684467,0.8606932477440471,2,medium
Binidayan,0.0,0.05059473864811848,0.00020799058218643848,0.32612739589124695,0.05561902578504606,0,high
Binmaley,1.0,0.17499434357501048,0.023190949913787888,0.8511604967877568,0.18998911029172955,2,medium
Binuangan,0.75,0.07455627328839902,0.02204700171176248,0.8074407308723197,0.50419858752205,2,medium
Biri,0.0,0.049759841970756793,0.01497532191742357,0.03174009758613727,0.24717599933770196,0,high
Bislig,1.0,0.4769764717767342,0.06998883090573654,0.788380496572834,0.0,1,low
Boac,1.0,0.358421143591374,0.06842890153933825,0.69471952327922,0.14324615198466525,2,medium
Bobon,0.0,0.059277664092680066,0.023502935787067546,0.7272406945617249,0.41275051105209865,0,high
Bocaue,0.76924,0.36877386239065896,0.2130863514500062,0.7387786405471701,0.0678460666501092,1,low
Bogo,1.0,0.1608845897275979,0.06239717465593154,0.5591486579502386,0.1389157416782887,2,medium
Bokod,1.0,0.3386340923379019,0.2702837615512768,0.7043344782670911,0.09790420877672278,1,low
Bolinao,0.0,0.11145870642778577,0.050853697344584205,0.8395094336848072,0.1794178145438104,0,high
Boliney,0.5,0.021957782614612478,0.008631609160737196,0.4075717204943896,0.3919900145832935,0,high
Boljoon,1.0,0.4607794762359173,0.1054512251685243,0.7637209649568826,0.2688280508695846,2,medium
Bombon,0.0,0.0,0.03411045547857591,0.5079066037207614,0.27494157130211616,0,high
Bongabon,1.0,0.14961348458321505,0.03723031421137248,0.7953371992993528,0.041736239802838956,2,medium
Bongabong,0.78976,0.13583768940674715,0.025270855735652274,0.6979999196868465,0.18221984474205402,2,medium
Bongao,0.0,0.07338741794009265,0.05230963141988927,0.7378737036071352,0.19228168045392888,0,high
Bonifacio,0.25,0.11529923114364955,0.03931022003323687,0.7990135056182446,0.41733565137649736,0,high
Bontoc (MP),1.0,0.1978705125347208,0.047525848029601185,0.814623667833847,0.35021429162766116,2,medium
Bontoc (SL),0.0,0.2732616825004815,0.026414803937677683,0.6231729464577092,0.09955995389386672,0,high
Borbon,0.0,0.16614443879497653,0.0035358398971694536,0.8025201362608796,0.23571314852670527,0,high
Borongan,1.0,0.16564350078855952,0.016743241866008295,0.5459705137609802,0.44866744359322164,2,medium
Boston,0.75,0.03489868111371869,0.015079317208516789,0.7029205142982864,0.34753962643842856,2,medium
Botolan,1.0,0.11797090051120697,0.03629435659153351,0.7450000820099101,0.1344579663629011,2,medium
Braulio E. Dujali,1.0,0.28035830425805586,0.21506226198077738,0.6922309466941239,0.11726369014640607,2,medium
Buadiposo-Buntong,0.75,0.15153374694114694,0.0011439482020254117,0.4887332523037714,0.8238847601398467,2,medium
Bubong,0.5,0.07121668657895226,0.014871326626330351,0.48256836939978365,0.8285972654732564,0,high
Bucay,1.0,0.43406278256034325,0.38540654879147046,0.738099937842144,0.23227429328340626,1,low
Bucloc,0.75,0.07797934966558195,0.01227144434899987,0.44614465756337807,0.2415719389412147,2,medium
Buenavista (AN),0.5,0.2316003383001331,0.04981374443365201,0.8038775416709321,0.3872775092498838,2,medium
Buenavista (BL),1.0,0.16363974876289147,0.0432620410947792,0.8073841723135673,0.061095721172522266,2,medium
Buenavista (GS),0.75,0.16572699045629571,0.03931022003323687,0.8414889832411334,0.2223398225805424,2,medium
Buenavista (ME),0.5,0.3081603636142002,0.09172384674421936,0.8090243705173807,0.28933381732036756,2,medium
Buenavista (QN),0.5,0.10093900829302846,0.06738894862840605,0.795167523623096,0.28755070719421255,2,medium
Bugallon,0.0,0.1146313138017602,0.023710926369253985,0.8140015236875728,0.16668131364270294,0,high
Bugasong,0.7989600000000001,0.15954875504381918,0.16836837627992193,0.773166244268497,0.22590604283285254,2,medium
Buguey,1.0,0.419619070041986,0.15921679066371866,0.7358375954920566,0.16668131364270294,1,low
Buguias,1.0,0.6305139707435491,0.33340890324486083,0.7776343704099196,0.09230014838023548,1,low
Buhi,0.0,0.060780478111931116,0.004367802225915207,0.820279523709065,0.3518700367448051,0,high
Bula,0.72824,0.08641180610693502,0.004679788099194865,0.8603229833056103,0.2911169274465226,2,medium
Bulakan,0.75,0.15904781703740217,0.02859870505063529,0.6753199376272214,0.023013583478211027,2,medium
Bulalacao,0.79988,0.21256469405628656,0.14944123330095604,0.5245348199939031,0.2768520464372823,2,medium
Bulan,0.0,0.1883526904127975,0.054181546659567224,0.612257144618538,0.3476669914474396,0,high
Buldon,1.0,0.119473714530458,0.0040558163526355495,0.6363510906469678,0.8228658400677581,2,medium
Buluan,0.25,0.1552072923215384,0.10420328167540567,1.0000000000000002,0.7860573524635576,0,high
Bulusan,0.0,0.10544745035078158,0.09536368193248204,0.665309072728085,0.3410440109788638,0,high
Bunawan,1.0,0.05142963532548018,0.10586720633289719,0.8125875597187684,0.3583656522043699,2,medium
Burauen,1.0,0.06779361020176931,0.020175086472084533,0.8351544246608891,0.32601493991555697,2,medium
Burdeos,0.0,0.08265477105880743,0.02152702525629638,0.7184175593963844,0.2517611396621006,0,high
Burgos (IA),1.0,0.1394277451194024,0.053661570204101124,0.593988730141583,0.20425399130096988,2,medium
Burgos (IN),1.0,0.16480860411119783,0.2455328822710906,0.6256049644840531,0.02747135879359863,2,medium
Burgos (IS),1.0,0.20805625199853345,0.07882843064866019,0.6567687303565055,0.373904183303721,2,medium
Burgos (LU),1.0,0.16188646574043192,0.06104523587171969,0.6449479915772993,0.023395678505244256,2,medium
Burgos (PS),0.0,0.34047086502809765,0.09609164897013457,0.7017327845644905,0.1280897159123474,0,high
Burgos (SN),0.75,0.15721104434720645,0.06468507105998236,0.5372604957131442,0.05460010571295748,2,medium
Buruanga,1.0,0.1349193030616493,0.04658989040976222,0.7482804784175368,0.18107355966095434,2,medium
Bustos,1.0,0.2718423581489666,0.07612455308023648,0.759535631609221,0.026961898757554326,2,medium
