city_municipality,Budget for DRRMP,Early Warning System,Land Use Plan,Annual Disaster Drill,Poverty Incidents,Cluster_Id,Vulnerability
Malolos,0.9999999999999999,0.54552,0.984,0.44482262076187984,0.009385527514026073,2,low
Malungon,0.06823076796606536,0.52192,0.99092,0.5745516428851943,0.4076559106916557,0,medium
Maluso,0.006576459562994252,0.51992,1.0,0.7786795828424313,0.8986480204293473,0,medium
Malvar,0.05891411691849017,0.50292,0.96364,0.5490683771872409,0.0917906883441912,0,medium
Mamasapano,0.01068674678986566,0.52272,0.9384800000000001,0.5569228083955142,0.8972470053302255,0,medium
Mambajao,0.006850478711452346,0.64444,0.97716,0.5526028712309639,0.24513815919352477,0,medium
Mamburao,0.18770311669379428,0.50148,0.8,0.547279312300912,0.13980729674136624,0,medium
Mambusao,0.006850478711452346,0.501,0.9199999999999999,0.0,0.033202784199096974,0,medium
Manabo,0.01068674678986566,0.5038,0.78888,0.5473665837587817,0.18502187494029765,0,medium
Manaoag,0.30443527393694225,0.50072,0.9897600000000001,0.547279312300912,0.09140859331715796,0,medium
Manapla,0.04822737012862452,0.50072,0.8,0.4381027185059126,0.2771067764553044,0,medium
Manay,0.054529810543160674,0.50148,0.9454400000000001,0.4381027185059126,0.44420966827783404,0,medium
Mandaluyong,0.9223484537099439,1.0,0.96924,0.8181699175284722,8.788185621763991e-05,2,low
Mandaon,0.09344052962421,0.501,0.0,0.5633808962778722,0.38447547905164015,1,high
Mandaue,0.5894151883333598,1.0,0.95296,0.8181699175284722,0.1389157416782887,2,low
Mangaldan,0.09563268281187474,0.5036400000000001,0.9897600000000001,0.5759916219400445,0.08644135796572607,0,medium
Mangatarem,0.05891411691849017,0.54096,0.9846,0.5527337784177684,0.15852995306599418,0,medium
Mangudadatu,0.01068674678986566,0.0,0.4,0.5492865558319151,0.634365626731368,1,high
Manila,0.9999999999999999,1.0,1.0,0.9999999999999999,0.06759133663208705,2,low
Manito,0.009590670196033284,0.501,0.7538400000000001,0.549024741458306,0.4459927784039891,0,medium
Manjuyod,0.05891411691849017,0.50072,0.7394000000000001,0.5527337784177684,0.291753752491578,0,medium
Mankayan,0.05178961905857973,0.5022000000000001,0.9182000000000001,0.5527337784177684,0.10389036420024327,0,medium
Manolo Fortich,0.0400067956748817,0.6272000000000001,0.9272800000000001,0.005454466116856482,0.2658986556623299,0,medium
Mansalay,0.062476365848445396,0.40048000000000006,0.96364,0.0,0.2688280508695846,0,medium
Manticao,0.01150880423523994,0.501,0.99428,0.0,0.19712155079634974,0,medium
Manukan,0.006028421266078065,0.503,0.8,0.5454466116856481,0.5989581542262893,0,medium
Mapanas,0.010138708492949473,0.53408,0.5722400000000001,0.5473665837587817,0.5137509631978806,0,medium
Mapandan,0.006850478711452346,0.501,0.9885600000000001,0.549024741458306,0.12694343083124773,0,medium
Mapun,0.00575440211761997,0.5,1.0,0.5454466116856481,0.21164116182361217,0,medium
Marabut,0.009590670196033284,0.51136,0.79444,0.0,0.3214297995911583,0,medium
Maragondon,0.006850478711452346,0.5109600000000001,0.97144,0.43766636121656405,0.05026969540658094,0,medium
Maragusan,0.047953350980166426,0.5036400000000001,0.97272,0.5454466116856481,0.2616956103649644,0,medium
Maramag,0.050967561613205446,0.51024,0.97272,0.4381027185059126,0.27048379598672856,0,medium
Marantao,0.053433733949328294,0.50072,0.99092,0.547279312300912,0.8288519954912785,0,medium
Marawi,0.0,0.0,0.0,0.0,0.7767597068057491,1,high
Marcos,0.006850478711452346,0.51396,0.9885600000000001,0.5562246367325565,0.03575008437931847,0,medium
Margosatubig,0.006850478711452346,0.5,0.96572,0.5454466116856481,0.3834565589795515,0,medium
Maria,0.053433733949328294,0.53508,0.9818,0.003621765501592704,0.2892064523113565,0,medium
Maria Aurora,0.052885695652412114,0.5,0.96364,0.547279312300912,0.12465086066904839,0,medium
Maribojoc,0.01644114890748563,0.50896,0.96,0.549024741458306,0.1096217896057416,0,medium
Marihatag,0.006850478711452346,0.52788,0.94284,0.5454466116856481,0.4537620439536646,0,medium
Marikina,0.5554368139245561,1.0,0.8,0.44259719858620233,0.033202784199096974,2,low
Marilao,0.058640097770032075,0.50732,0.87272,0.547279312300912,0.017918983117768055,0,medium
Maripipi,0.01068674678986566,0.44244000000000006,0.66488,0.5492865558319151,0.2321469282743952,0,medium
Mariveles,0.0578180403246578,0.5234,0.96364,0.0,0.03447643428920773,0,medium
Marogong,0.0,0.0,0.0,0.5454466116856481,1.0,1,high
Masantol,0.05178961905857973,0.60892,0.96364,0.547279312300912,0.10248934910112144,0,medium
Masbate,0.5442020288377744,1.0,0.9996,0.5513374350918532,0.2210661724904317,2,low
Masinloc,0.06494253818456823,0.5036400000000001,0.9818,0.5527337784177684,0.09433798852441268,0,medium
Masiu,0.01068674678986566,0.5,0.99232,0.5473665837587817,0.9261588623757394,0,medium
Maslog,0.2589480952928987,1.0,0.94596,0.5454466116856481,0.9073088410421005,0,medium
Mataasnakahoy,0.007124497859910439,0.502,0.94872,0.5598027665052144,0.08886129313693648,0,medium
Matag-Ob,0.007124497859910439,0.501,0.44104000000000004,0.5454466116856481,0.3437186761680963,1,high
Matalam,0.04329502545637883,0.50072,0.9818,0.4415935768207008,0.4293079622235383,0,medium
Matalom,0.007124497859910439,0.503,0.7946,0.549024741458306,0.3097122187621395,0,medium
Matanao,0.052611676503954014,0.5,0.96364,0.4581751538159445,0.23978882881505964,0,medium
Matanog,0.00575440211761997,0.5079600000000001,0.9885600000000001,0.549024741458306,0.7956097281393881,0,medium
Mati,0.7020370583496364,1.0,0.96364,0.9999999999999999,0.2460297142566023,2,low
Matnog,0.0,0.0,0.7946,0.43723000392721556,0.44484649332288934,0,medium
Matuguinao,0.05315971480087021,0.51136,0.39444,0.5454466116856481,0.4785982207108242,1,high
Matungao,0.010960765938323753,0.53032,0.9948800000000001,0.5492865558319151,0.49375465678314195,0,medium
Mauban,0.05727000202774161,0.50148,0.97272,0.5509010778025046,0.0733227620375854,0,medium
Mawab,0.006028421266078065,0.5149600000000001,0.9948800000000001,0.5454466116856481,0.20196142113877055,0,medium
Mayantoc,0.007124497859910439,0.50596,0.9897600000000001,0.5598027665052144,0.05969470607340044,0,medium
Maydolong,0.006850478711452346,0.504,0.6000000000000001,0.0,0.5631685866941774,1,high
Mayorga,0.9999999999999999,0.53788,0.4,0.5530828642492472,0.34855854651051715,2,low
Mayoyao,0.01287889997753041,0.50596,0.78976,0.5526028712309639,0.1938100605620618,0,medium
Medellin,0.05480382969161877,0.5036400000000001,0.8154,0.5490683771872409,0.22934489807615155,0,medium
Medina,0.006850478711452346,0.504,0.9885600000000001,0.549024741458306,0.20336243623789235,0,medium
Mendez,0.006850478711452346,0.502,0.9589600000000001,0.5454466116856481,0.08962548319100293,0,medium
Mercedes,0.2849799143964176,0.50072,0.96364,0.5454466116856481,0.45490832903476425,0,medium
Mercedes (ES),0.0019181340392066567,0.41820000000000007,0.6000000000000001,0.4595714971418597,0.4417897331066236,0,medium
Merida,0.01068674678986566,0.41516000000000003,0.99232,0.5530828642492472,0.26487973559024125,0,medium
Mexico,0.040828853120255984,0.53144,0.9818,0.013090718680455556,0.030655484018875485,0,medium
Meycauayan,0.8431569198055546,1.0,0.9818,0.9999999999999999,0.037915289532506724,2,low
Miag-ao,0.06028421266078065,0.50732,0.96364,0.5581882445346249,0.19406479058008394,0,medium
Midsalip,0.006850478711452346,0.502,0.97144,0.5454466116856481,0.5492858007119703,0,medium
Midsayap,0.05151559991012164,0.5022000000000001,0.97272,0.5527337784177684,0.286659152131135,0,medium
Milagros,0.06001019351232255,0.5,0.7818,0.43635728934851853,0.4352941176470588,0,medium
Milaor,0.0,0.501,0.97144,0.549024741458306,0.19712155079634974,0,medium
Mina,0.01068674678986566,0.52272,0.96924,0.5492865558319151,0.17674314935457783,0,medium
Minalabac,0.0,0.0,0.97144,0.549024741458306,0.3823102738984519,0,medium
Minalin,0.011234785086781848,0.52492,0.99428,0.5598027665052144,0.05052442542460309,0,medium
Minglanilla,0.04740531268325023,0.50072,0.9025600000000001,0.5527337784177684,0.07013863681230854,0,medium
Mlang,0.05589990628545115,0.50148,0.9545600000000001,0.5509010778025046,0.2344394984365945,0,medium
Moalboal,0.005206363820703783,0.5149600000000001,0.9025600000000001,0.3272679670113889,0.18731444510249698,0,medium
Mobo,0.006850478711452346,0.0,0.15384,0.43635728934851853,0.2862770571041018,1,high
Mogpog,0.006850478711452346,0.503,0.96,0.5454466116856481,0.12592451075915914,0,medium
Moises Padilla,0.006850478711452346,0.56672,0.90768,0.5598027665052144,0.3834565589795515,0,medium
Molave,0.0487754084255407,0.50732,0.97272,0.5454466116856481,0.20883913162536855,0,medium
Moncada,0.04850138927708261,0.50292,0.9363600000000001,0.5527337784177684,0.0644072114068102,0,medium
Mondragon,0.0,0.51992,0.9897600000000001,0.43723000392721556,0.4755414604945583,0,medium
Monkayo,0.04822737012862452,0.5036400000000001,0.9818,0.5454466116856481,0.32919906514083386,0,medium
Monreal,0.0,0.0,0.0,0.0,0.4787255857198352,1,high
Montevista,0.0,0.502,0.9846,0.5526028712309639,0.32677912996962344,0,medium
Morong (BN),0.006576459562994252,0.40316,0.98284,0.5454466116856481,0.020593648307000615,0,medium
Morong (RL),0.0756292849744339,0.5036400000000001,0.97272,0.5490683771872409,0.09930522387584458,0,medium
Motiong,0.006850478711452346,0.505,0.98284,0.5598027665052144,0.3651159976819568,0,medium
Mulanay,0.04630923608941785,0.5095200000000001,0.97272,0.5527337784177684,0.24131720892319253,0,medium
Mulondo,0.0,0.503,0.0,0.5598027665052144,0.9679345853313718,1,high
Munai,0.006850478711452346,0.505,0.9885600000000001,0.43657546799319275,0.43491202262002565,0,medium
Muntinlupa,0.9999999999999999,1.0,0.95384,0.9999999999999999,0.24284558903132542,2,low
Murcia,0.06028421266078065,0.50072,0.8182,0.547279312300912,0.5677537270185762,0,medium
Mutia,0.01068674678986566,0.5644,0.9846,0.5492865558319151,0.042373064847894326,0,medium
Naawan,0.006850478711452346,0.501,0.96572,0.0,0.1842576848862312,0,medium
Nabas,0.006576459562994252,0.505,0.90768,0.5598027665052144,0.18731444510249698,0,medium
Nabua,0.0756292849744339,0.51024,0.9230800000000001,0.5999912728542129,0.16973807385896872,0,medium
Nabunturan,0.04822737012862452,0.5167999999999999,0.9363600000000001,0.5490683771872409,0.19495634564316144,0,medium
Naga (CS),0.9999999999999999,1.0,0.99992,0.5454466116856481,0.38969744442109416,2,low
Naga (CU),0.7020370583496364,1.0,0.99092,0.9999999999999999,0.1669360436607251,2,low
Naga (ZS),0.0,0.4016,0.96572,0.436793646637867,0.0882244680918811,0,medium
Nagbukel,0.010960765938323753,0.5189199999999999,0.9897600000000001,0.5607627525417811,0.05510956574900176,0,medium
Nagcarlan,0.05644794458236733,0.54752,0.9272800000000001,0.5527337784177684,0.002253087009405904,0,medium
Nagtipunan,0.05891411691849017,0.5204799999999999,0.9545600000000001,0.5527337784177684,0.25660101000452146,0,medium
Naguilian (IA),0.006850478711452346,0.504,0.97716,0.549024741458306,0.1524164326334626,0,medium
Naguilian (LU),0.05891411691849017,0.52776,0.9897600000000001,0.5490683771872409,0.007857147405893179,0,medium
Naic,0.05891411691849017,0.50876,0.96924,0.5527337784177684,0.048868680307459125,0,medium
Nampicuan,0.009590670196033284,0.5038,0.9846,0.5512065279050486,0.056383215839112516,0,medium
Narra,0.05480382969161877,0.5,0.9272800000000001,0.5454466116856481,0.10376299919123218,0,medium
Narvacan,0.05891411691849017,0.50072,0.9545600000000001,0.547279312300912,0.051161250469658456,0,medium
Nasipit,0.006850478711452346,0.5119600000000001,0.7946,0.5454466116856481,0.22272191760757565,0,medium
Nasugbu,0.05891411691849017,0.5022000000000001,0.8545600000000001,0.5454466116856481,0.14031675677741057,0,medium
Natividad,0.007124497859910439,0.40476,0.97144,0.3272679670113889,0.11777315018245037,0,medium
Natonin,0.006576459562994252,0.503,0.7946,0.43962996901863244,0.2658986556623299,0,medium
Naujan,0.05891411691849017,0.54896,0.9545600000000001,0.5490683771872409,0.1301275560565246,0,medium
Naval,0.05480382969161877,0.5044,0.8,0.0,0.2632239904730973,0,medium
Navotas,0.2079805336796932,1.0,0.9846,0.8181699175284722,0.14783129230906394,2,low
New Bataan,0.05891411691849017,0.50072,0.96364,0.43635728934851853,0.2981220029421317,0,medium
New Corella,0.04822737012862452,0.50072,0.96364,0.5490683771872409,0.2214482675174649,0,medium
New Lucena,0.006850478711452346,0.40080000000000005,0.97144,0.549024741458306,0.1251603207050927,0,medium
New Washington,0.00575440211761997,0.505,0.9846,0.5526028712309639,0.11662686510135069,0,medium
Norala,0.004932344672245689,0.503,0.8564,0.549024741458306,0.2853855020410243,0,medium
Northern Kabuntalan,0.020825455282815132,0.50756,0.77692,0.5530828642492472,0.8063083888963184,0,medium
Norzagaray,0.12330861680614222,0.50148,0.9589600000000001,0.43723000392721556,0.07701634729890657,0,medium
Noveleta,0.006850478711452346,0.504,0.99428,0.5992931011912553,0.02390513854128855,0,medium
Nueva Era,0.006850478711452346,0.56476,0.96,0.5705807915521228,0.04976023537053664,0,medium
Nueva Valencia,0.006850478711452346,0.51592,0.95384,0.43701182528254134,0.1659171235886365,0,medium
Numancia,0.006576459562994252,0.503,0.6000000000000001,0.43657546799319275,0.05625585083010144,0,medium
Nunungan,0.006302440414536158,0.50996,0.7838,0.5598027665052144,0.5352756497207521,0,medium
Oas,0.05891411691849017,0.53876,0.8182,0.5636427106514814,0.40778327570066675,0,medium
Obando,0.01068674678986566,0.50512,0.4,0.5454466116856481,0.03141967407294194,1,high
Ocampo,0.0,0.502,0.93332,0.43657546799319275,0.3667717427991008,0,medium
Odiongan,0.0010960765938323753,0.50584,0.9818,0.5509010778025046,0.09433798852441268,0,medium
Old Panamao,0.0,0.0,0.2,0.43635728934851853,1.0,1,high
Olongapo,0.1241306742515165,1.0,0.95384,0.8181699175284722,0.1287265409574028,2,low
Olutanga,0.006850478711452346,0.5,0.78976,0.4411572195313522,0.43847824287233567,0,medium
Omar,0.017811244649776098,0.57576,0.96924,0.5530828642492472,0.9829636563946786,0,medium
Opol,0.05014550416783117,0.50292,0.9818,0.5454466116856481,0.13331168128180146,0,medium
Orani,0.05891411691849017,0.51536,0.9818,0.43723000392721556,0.05689267587515681,0,medium
Oras,0.13536545933829836,1.0,0.9897600000000001,0.8727145786970371,0.675377159632934,2,low
Orion,0.058092059473115895,0.50072,0.96364,0.6581576995243705,0.0803278375331945,0,medium
Ormoc,0.8250716560073205,1.0,0.9818,0.6818082646070602,0.25379897980627786,2,low
Oroquieta,0.3074494845699813,1.0,0.99992,0.9999999999999999,0.17012016888600195,2,low
Oslob,0.00575440211761997,0.0,0.9846,0.549024741458306,0.2599125002388094,0,medium
Oton,0.058640097770032075,0.5109600000000001,0.96364,0.547279312300912,0.12044781537168293,0,medium
Ozamiz,0.7020370583496364,1.0,0.992,0.9999999999999999,0.2410624789051704,2,low
Padada,0.008494593602200909,0.52988,0.9885600000000001,0.43635728934851853,0.09293697342529086,0,medium
Padre Burgos (QN),0.007124497859910439,0.40396000000000004,0.87692,0.5454466116856481,0.07408695209165185,0,medium
Padre Burgos (SL),0.0046583255237875945,0.43636,0.8,0.43635728934851853,0.27748887148233764,0,medium
Padre Garcia,0.05891411691849017,0.51388,0.83636,0.5527337784177684,0.2383878137159378,0,medium
Paete,0.006850478711452346,0.51992,0.68572,0.5454466116856481,0.040717319730750365,0,medium
Pagadian,0.7020370583496364,1.0,0.9272800000000001,0.9999999999999999,0.15127014755236295,2,low
Pagagawan,0.01068674678986566,0.5038,0.9461600000000001,0.5530828642492472,0.8322908507345776,0,medium
Pagalungan,0.05891411691849017,0.50292,0.99092,0.547279312300912,0.7509046099765011,0,medium
Pagayawan,0.01068674678986566,0.5,1.0,0.5530828642492472,1.0,0,medium
Pagbilao,0.062476365848445396,0.55632,0.9182000000000001,0.547279312300912,0.052434900559769196,0,medium
Paglat,0.010412727641407566,0.50756,1.0,0.5492865558319151,0.8989027504473694,0,medium
Pagsanghan,0.05480382969161877,0.50756,0.4,0.5530828642492472,0.3437186761680963,1,high
Pagsanjan,0.007398517008368534,0.505,0.9885600000000001,0.5598027665052144,0.0018709919823726787,0,medium
Pagudpud,0.006850478711452346,0.52192,0.9230800000000001,0.5526028712309639,0.04441090499207151,0,medium
Pakil,0.01068674678986566,0.53032,0.99232,0.5530828642492472,0.014607492883480119,0,medium
Palanan,0.05891411691849017,0.5036400000000001,0.8,0.547279312300912,0.3707200580784441,0,medium
Palanas,0.03507445100263601,0.0,0.0,0.5633808962778722,0.36053085735755813,1,high
Palapag,0.006850478711452346,0.505,0.9897600000000001,0.5526028712309639,0.48140025090906774,0,medium
Palauig,0.05946215521540636,0.505,0.97144,0.5598027665052144,0.10350826917321003,0,medium
Palayan,0.0,1.0,0.992,0.44482262076187984,0.04632138012723763,0,medium
Palimbang,0.05891411691849017,0.50072,0.7909200000000001,0.5490683771872409,0.7426258843907813,0,medium
Palo,0.006576459562994252,0.5,0.8051200000000001,0.549024741458306,0.20832967158932428,0,medium
Palompon,0.05891411691849017,0.50072,0.96364,0.547279312300912,0.23724152863483816,0,medium
Paluan,0.006850478711452346,0.503,0.7892000000000001,0.5598027665052144,0.2604219602748537,0,medium
Pambujan,0.021647512728189416,0.0,0.7459600000000001,0.5454466116856481,0.5411344401352616,0,medium
Pamplona (CG),0.006850478711452346,0.501,0.54872,0.549024741458306,0.36473390265492356,0,medium
Pamplona (CS),0.0,0.505,0.9897600000000001,0.43723000392721556,0.18094619465194325,0,medium
Pamplona (NR),0.006850478711452346,0.501,0.97716,0.0035781297726578524,0.2981220029421317,0,medium
Panabo,0.7080654796157145,1.0,0.9119999999999999,0.9999999999999999,0.08223831266836061,2,low
Panaon,0.010960765938323753,0.5038,0.9461600000000001,0.5530828642492472,0.20234351616580373,0,medium
Panay,0.006576459562994252,0.504,0.94284,0.436793646637867,0.05052442542460309,0,medium
Pandag,0.01068674678986566,0.0,0.0,0.5530828642492472,0.8659152131135013,1,high
Pandami,0.0,0.0,0.0,0.0,0.8645141980143793,1,high
Pandan (AE),0.006028421266078065,0.50596,0.96,0.5454466116856481,0.26182297537397553,0,medium
Pandan (CT),0.0,0.0,0.0,0.0,0.21049487674251252,1,high
Pandi,0.056173925433909234,0.5256000000000001,0.9384800000000001,0.5527337784177684,0.062369371262633005,0,medium
Panganiban,0.05891411691849017,0.50584,0.9846,0.547279312300912,0.2513790446350674,0,medium
Pangantucan,0.04329502545637883,0.5,0.90908,0.547279312300912,0.37581465843888706,0,medium
Pangil,0.00575440211761997,0.50596,0.9846,0.5562246367325565,0.04593928510020441,0,medium
Panglao,0.006850478711452346,0.502,0.96,0.3272679670113889,0.13254749122773501,0,medium
Panglima Estino,0.0,0.0,0.2,0.0,1.0,1,high
Panglima Sugala,0.0,0.5149600000000001,0.97144,0.5992931011912553,0.32257608467225796,0,medium
Pangutaran,0.0,0.0,0.0,0.00021817864467425926,0.9495940240337771,1,high
Paniqui,0.05727000202774161,0.50512,0.96364,0.44682986429288296,0.030400754000853344,0,medium
Panitan,0.0356224892995522,0.502,0.94284,0.43635728934851853,0.033202784199096974,0,medium
Pantabangan,0.0,0.50512,0.93332,0.5454466116856481,0.17597895930051138,0,medium
Pantao Ragat,0.00575440211761997,0.40080000000000005,0.9846,0.43657546799319275,0.5134962331798584,0,medium
Pantar,0.019181340392066565,0.0,0.91284,0.0,0.4400066229804686,0,medium
Pantukan,0.05836607862157398,0.50292,0.96364,0.5454466116856481,0.32576020989753485,0,medium
Panukulan,0.00575440211761997,0.55976,0.8971600000000001,0.5454466116856481,0.25609154996847716,0,medium
Paoay,0.009864689344491378,0.5468000000000001,0.96,0.5526028712309639,0.02950919893777582,0,medium
Paombong,0.006028421266078065,0.502,0.6378400000000001,0.5454466116856481,0.0380426545415178,0,medium
Paracale,0.007124497859910439,0.503,0.99428,0.5454466116856481,0.45108737876443206,0,medium
Paracelis,0.030690144627306508,0.5044,0.95384,0.547279312300912,0.3621866024747021,0,medium
Paranaque,0.6433969605796044,1.0,0.87692,0.8181699175284722,0.30882066369906197,2,low
Paranas,0.07261507434139486,0.50148,0.96364,0.5454466116856481,0.9549433544122422,0,medium
Parang (MA),0.05891411691849017,0.0,0.9818,0.6727320329886111,0.5969203140821122,0,medium
Parang (SU),0.0,0.0,0.75756,0.4389754330846096,0.054854835730979615,0,medium
Pasacao,0.0,0.50996,0.8,0.0,0.38918798438504987,0,medium
Pasay,0.9999999999999999,1.0,0.95384,0.8181699175284722,0.07395958708264078,2,low
Pasig,0.9999999999999999,1.0,0.9384800000000001,0.8181699175284722,0.037023734469429206,2,low
Pasil,0.009042631899117096,0.53032,0.91284,0.5550028363223807,0.20323507122888126,0,medium
Passi,0.514059922507384,1.0,0.9363600000000001,0.9999999999999999,0.2409351138961593,2,low
Pastrana,0.05480382969161877,0.40304000000000006,0.39444,0.5454466116856481,0.3348031255373211,1,high
Pasuquin,0.006850478711452346,0.504,0.9384800000000001,0.5633808962778722,0.04160887479382788,0,medium
Pata,0.058640097770032075,0.5109600000000001,0.9454400000000001,0.5490683771872409,1.0,0,medium
Pateros,0.046857274386334045,0.40048000000000006,0.83636,0.5454466116856481,0.0484865852804259,0,medium
Patikul,0.0,0.0,0.0,0.0,0.7242853230931866,1,high
Patnanungan,0.0,0.50756,0.96412,0.5593664092158659,0.2795267116265148,0,medium
Patnongon,0.006850478711452346,0.50596,0.9743600000000001,0.549024741458306,0.2515064096440785,0,medium
Pavia,0.05891411691849017,0.50876,0.96364,0.547279312300912,0.07153965191143036,0,medium
Payao,0.0,0.0,0.0,0.0,0.46624381483674987,1,high
Penablanca,0.47788939491091564,0.5,0.90768,0.5999912728542129,0.24564761922956907,0,medium
Penaranda,0.006850478711452346,0.502,0.9885600000000001,0.5454466116856481,0.32512338485247944,0,medium
Penarrubia,0.012330861680614221,0.50756,0.9230800000000001,0.5530828642492472,0.02619770870348789,0,medium
Perez,0.009316651047575189,0.51136,0.9027200000000001,0.5492865558319151,0.1780167994446886,0,medium
Piagapo,0.006850478711452346,0.504,0.99428,0.0,1.0,0,medium
Piat,0.014797034016737067,0.40236000000000005,0.78976,0.549024741458306,0.135986346471034,0,medium
Picong,0.01150880423523994,0.0,0.97692,0.5454466116856481,1.0,0,medium
Piddig,0.006850478711452346,0.502,0.97144,0.5526028712309639,0.043264619910971844,0,medium
Pidigan,0.0046583255237875945,0.5038,0.9892000000000002,0.5570537155823188,0.1659171235886365,0,medium
Pigcawayan,0.056995982879283515,0.5036400000000001,0.90908,0.5509010778025046,0.3949194097905483,0,medium
Pikit,0.06001019351232255,0.50072,0.9363600000000001,0.547279312300912,0.5324736195225085,0,medium
Pila,0.01068674678986566,0.52652,0.9230800000000001,0.5492865558319151,0.002253087009405904,0,medium
Pilar (AA),0.0019181340392066567,0.6515200000000001,0.79488,0.5454466116856481,0.21775468225614375,0,medium
Pilar (BL),0.006850478711452346,0.501,0.9885600000000001,0.549024741458306,0.2713753510498061,0,medium
Pilar (BN),0.010138708492949473,0.53188,0.9885600000000001,0.7069424444735349,0.3707200580784441,0,medium
Pilar (CU),0.011234785086781848,0.5,0.6000000000000001,0.5454466116856481,0.4485400785842105,0,medium
Pilar (CZ),0.006850478711452346,0.501,0.94284,0.5454466116856481,0.44459176330486727,0,medium
Pilar (SN),0.01068674678986566,0.51136,0.95384,0.5492865558319151,0.0649166714428545,0,medium
Pilar (SO),0.05918813606694827,0.5044,0.95384,0.547279312300912,0.08516770787561533,0,medium
Pili,0.047953350980166426,0.51024,0.8182,0.3272679670113889,0.17661578434556674,0,medium
Pililla,0.05891411691849017,0.6959200000000001,0.97272,0.5545228433040973,0.0375331945054735,0,medium
Pinabacdao,0.006850478711452346,0.52788,0.4,0.549024741458306,0.3593845722764585,1,high
Pinamalayan,0.05644794458236733,0.40148000000000006,0.77576,0.43984814766330665,0.11764578517343928,0,medium
Pinamungajan,0.04493914034712739,0.50072,0.8871600000000002,0.5527337784177684,0.2777436015003598,0,medium
Pinan,0.006302440414536158,0.5109600000000001,0.9885600000000001,0.5454466116856481,0.04861395028943698,0,medium
Pinili,0.006850478711452346,0.505,0.95384,0.5562246367325565,0.31926459443797006,0,medium
Pintuyan,0.0,0.0,0.9461600000000001,0.0,0.23074591317527332,0,medium
Pinukpuk,0.05425579139470258,0.5036400000000001,0.9743600000000001,0.547279312300912,0.449304268638277,0,medium
Pio Duran,0.0,0.5109600000000001,0.9897600000000001,0.9043068464458698,0.35085111667271646,0,medium
Pio V Corpuz,0.006850478711452346,0.502,0.97716,0.5454466116856481,0.4419170981156347,0,medium
Pitogo (QN),0.0,0.5,0.90768,0.5454466116856481,0.08249304268638276,0,medium
Pitogo (ZR),0.006850478711452346,0.501,0.7838,0.5526028712309639,0.5641875067662661,0,medium
Placer (MS),0.05124158076166355,0.5,0.9363600000000001,0.43723000392721556,0.3939004897184596,0,medium
Placer (SN),0.006028421266078065,0.50596,0.77296,0.549024741458306,0.3879143342949391,0,medium
Plaridel (BU),0.05206363820703783,0.5044,0.9743600000000001,0.5527337784177684,0.2745594762750829,0,medium
Plaridel (MC),0.0046583255237875945,0.501,0.9885600000000001,0.5454466116856481,0.06466194142483234,0,medium
Plaridel (QN),0.009042631899117096,0.50756,0.97836,0.5530828642492472,0.02556088365843252,0,medium
Pola,0.0,0.0,0.19488000000000003,0.43723000392721556,0.16158671328225999,1,high
Polanco,0.006850478711452346,0.501,0.94284,0.549024741458306,0.5123499480987588,0,medium
Polangui,0.05891411691849017,0.51244,0.97272,0.547279312300912,0.243864509103414,0,medium
Polillo,0.005480382969161876,0.501,0.99428,0.5598027665052144,0.10885759955167516,0,medium
Polomolok,0.04904942757399879,0.50072,0.96924,0.547279312300912,0.16311509339039285,0,medium
Pontevedra (CZ),0.006850478711452346,0.501,0.9314399999999999,0.549024741458306,0.04912341032548127,0,medium
Pontevedra (NO),0.005206363820703783,0.52988,0.9743600000000001,0.549024741458306,0.13089174611059104,0,medium
Poona Bayabao,0.0,0.502,0.7771600000000001,0.549024741458306,0.8924071349878048,0,medium
Poona Piagapo,0.007672536156826627,0.40236000000000005,0.7946,0.43635728934851853,0.6265963611816925,0,medium
Porac,0.05891411691849017,0.5022000000000001,0.96364,0.547279312300912,0.04339198491998292,0,medium
Poro,0.006302440414536158,0.56972,0.98284,0.5454466116856481,0.23953409879703746,0,medium
Pototan,0.13207722955680123,0.53508,0.9,0.43635728934851853,0.16757286870578045,0,medium
Pozorrubio,0.06055823180923874,0.5036400000000001,0.9363600000000001,0.5454466116856481,0.07026600182131962,0,medium
Presentacion,0.006302440414536158,0.503,0.99428,0.5454466116856481,0.4369498627642028,0,medium
President Garcia,0.04740531268325023,0.40080000000000005,0.7946,0.5454466116856481,0.680471759993377,0,medium
President Quirino,0.006850478711452346,0.501,0.98284,0.549024741458306,0.45630934413388613,0,medium
President Roxas (CZ),0.006850478711452346,0.40236000000000005,0.8914400000000001,0.0,0.31213215393334987,0,medium
President Roxas (NC),0.06275038499690348,0.50512,0.9794800000000001,0.547279312300912,0.05982207108241151,0,medium
Prieto Diaz,0.0,0.40608000000000005,0.70272,0.0,0.44968636366531023,0,medium
Prosperidad,0.04055483397179789,0.5,0.96364,0.5490683771872409,0.40498124550242315,0,medium
Pualas,0.0,0.07576000000000001,0.0,0.038268534275865074,0.40803800571868887,1,high
Pudtol,0.006850478711452346,0.503,0.97716,0.549024741458306,0.9388953632768469,0,medium
Puerto Galera,0.05124158076166355,0.41044,0.79392,0.44072086224200374,0.23966146380604858,0,medium
Puerto Princesa,0.46473647578492716,0.50344,0.90768,0.5572282584980582,0.14082621681345484,0,medium
Pugo,0.01068674678986566,0.65908,0.9946,0.5530828642492472,0.04976023537053664,0,medium
