,name,city,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,"Lake, river, rain and others_count",Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
1451,Santo Tomas (DN),SANTO TOMAS,5935.0,1611.0,1766.0,3100.0,258.0,1136.0,205.0,175.0,182.0,9638.0,2285.0,,,2015.0
1452,Santo Tomas (IA),SANTO TOMAS,160.0,16.0,2016.0,2539.0,119.0,27.0,5.0,,,,96.0,2.0,,2015.0
1453,Santo Tomas (LU),SANTO TOMAS,420.0,779.0,731.0,2630.0,185.0,160.0,215.0,3.0,1.0,479.0,3387.0,6.0,,2015.0
1454,Santo Tomas (PA),SANTO TOMAS,4342.0,239.0,19.0,22.0,18.0,19.0,9.0,1.0,,12.0,4520.0,13.0,,2015.0
1455,Santo Tomas (PS),SANTO TOMAS,366.0,194.0,791.0,1281.0,3.0,,3.0,,,43.0,673.0,20.0,,2015.0
1456,Sual,SUAL,284.0,51.0,1638.0,3403.0,154.0,27.0,183.0,11.0,13.0,,2092.0,3.0,,2015.0
1457,Subic,SUBIC,5600.0,1862.0,1191.0,3440.0,61.0,52.0,2406.0,38.0,12.0,174.0,10139.0,39.0,,2015.0
1458,Sudipen,SUDIPEN,321.0,379.0,679.0,991.0,46.0,13.0,554.0,122.0,2.0,1.0,701.0,1.0,,2015.0
1459,Sugbongcogon,SUGBONGCOGON,459.0,1260.0,3.0,2.0,,,,,,,190.0,,,2015.0
1460,Sugpon,SUGPON,8.0,1.0,1.0,1.0,93.0,,803.0,61.0,,,4.0,,,2015.0
1461,Sulat,SULAT,355.0,999.0,175.0,1361.0,9.0,34.0,94.0,89.0,15.0,1.0,545.0,,,2015.0
1462,Sulop,SULOP,1862.0,1450.0,585.0,2724.0,50.0,1120.0,203.0,4.0,6.0,69.0,533.0,,,2015.0
1463,Sultan Dumalondong,SULTAN DUMALONDONG,5.0,,5.0,15.0,,1571.0,7.0,14.0,18.0,4.0,,,,2015.0
1464,Sultan Kudarat,SULTAN KUDARAT (NULING),2943.0,3158.0,781.0,4080.0,166.0,2137.0,77.0,6.0,776.0,867.0,321.0,340.0,,2015.0
1465,Sultan Mastura,SULTAN MASTURA,28.0,19.0,413.0,2115.0,116.0,853.0,40.0,5.0,76.0,21.0,177.0,1.0,,2015.0
1466,Sultan Naga Dimaporo,SULTAN NAGA DIMAPORO (KAROMATAN),1589.0,4378.0,464.0,2825.0,132.0,858.0,824.0,49.0,50.0,4.0,443.0,,,2015.0
1467,Sultan Sa Barongis,SULTAN SA BARONGIS (LAMBAYONG),68.0,315.0,858.0,1797.0,200.0,182.0,40.0,19.0,,2.0,41.0,6.0,,2015.0
1468,Sumilao,SUMILAO,2316.0,2001.0,15.0,37.0,2.0,164.0,706.0,92.0,4.0,8.0,293.0,,,2015.0
1469,Sumisip,SUMISIP,744.0,3193.0,330.0,765.0,303.0,1232.0,372.0,11.0,187.0,223.0,47.0,1.0,,2015.0
1470,Surallah,SURALLAH,5342.0,2009.0,2260.0,3174.0,979.0,996.0,2397.0,118.0,7.0,192.0,2845.0,11.0,,2015.0
1471,Surigao,SURIGAO CITY (Capital),14455.0,6977.0,316.0,2116.0,330.0,201.0,1117.0,140.0,60.0,78.0,9977.0,17.0,,2015.0
1472,Suyo,SUYO,190.0,6.0,9.0,8.0,240.0,1.0,1840.0,63.0,1.0,,147.0,,,2015.0
1473,Taal,TAAL,8733.0,1276.0,407.0,411.0,85.0,91.0,48.0,1.0,68.0,26.0,1128.0,19.0,,2015.0
1474,Tabaco,,,,,,,,,,,,,,,
1475,Tabango,TABANGO,201.0,1814.0,107.0,1697.0,413.0,1856.0,19.0,1.0,36.0,198.0,1885.0,,,2015.0
1476,Tabina,TABINA,1589.0,2237.0,47.0,493.0,177.0,248.0,663.0,88.0,3.0,4.0,65.0,13.0,,2015.0
1477,Tabogon,TABOGON,2913.0,2177.0,20.0,845.0,4.0,351.0,56.0,1.0,88.0,3.0,3170.0,,,2015.0
1478,Tabontabon,TABONTABON,251.0,1578.0,136.0,573.0,71.0,111.0,6.0,,,,54.0,,,2015.0
1479,Tabuan-Lasa,TABUAN-LASA,56.0,14.0,5.0,174.0,44.0,3000.0,1.0,3.0,1.0,315.0,2.0,,,2015.0
1480,Tabuelan,TABUELAN,1586.0,1990.0,2.0,54.0,65.0,32.0,85.0,,47.0,184.0,2370.0,,,2015.0
1481,Tabuk,CITY OF TABUK (Capital),3751.0,2027.0,3180.0,7324.0,70.0,75.0,2193.0,345.0,109.0,163.0,3197.0,5.0,,2015.0
1482,Tacloban,TACLOBAN CITY (Capital),8821.0,18290.0,225.0,1949.0,272.0,1227.0,901.0,239.0,29.0,3196.0,15181.0,121.0,,2015.0
1483,Tacurong,CITY OF TACURONG,3129.0,946.0,3718.0,3550.0,1192.0,239.0,106.0,1.0,1.0,8.0,8915.0,9.0,,2015.0
1484,Tadian,TADIAN,,,6.0,80.0,1.0,4.0,2318.0,1803.0,,6.0,9.0,,,2015.0
1485,Taft,TAFT,659.0,1178.0,226.0,1636.0,1.0,21.0,194.0,8.0,10.0,10.0,445.0,,,2015.0
1486,Tagana-An,TAGANA-AN,927.0,1891.0,18.0,83.0,4.0,64.0,64.0,23.0,28.0,83.0,592.0,2.0,,2015.0
1487,Tagapul-An,TAGAPUL-AN,18.0,592.0,1.0,181.0,,328.0,815.0,,2.0,1.0,17.0,,,2015.0
1488,Tagaytay,TAGAYTAY CITY,10979.0,1969.0,16.0,223.0,40.0,56.0,86.0,5.0,7.0,570.0,2125.0,19.0,,2015.0
1489,Tagbilaran,TAGBILARAN CITY (Capital),3368.0,917.0,11.0,73.0,1.0,,19.0,1.0,2.0,29.0,17436.0,6.0,,2015.0
1490,Tagbina,TAGBINA,2474.0,2484.0,89.0,920.0,69.0,248.0,500.0,40.0,665.0,50.0,829.0,,,2015.0
1491,Tagkawayan,TAGKAWAYAN,2118.0,1948.0,667.0,1905.0,57.0,2426.0,535.0,248.0,11.0,215.0,1512.0,3.0,,2015.0
1492,Tago,TAGO,676.0,1464.0,825.0,1893.0,472.0,142.0,882.0,75.0,10.0,24.0,1435.0,,,2015.0
1493,Tagoloan (LN),TAGOLOAN,35.0,601.0,387.0,144.0,384.0,245.0,661.0,12.0,193.0,67.0,39.0,,,2015.0
1494,Tagoloan (MO),TAGOLOAN,2722.0,4829.0,464.0,2613.0,62.0,736.0,148.0,134.0,28.0,1370.0,3893.0,,,2015.0
1495,Tagoloan Ii,TAGOLOAN II,75.0,373.0,3.0,73.0,2.0,,93.0,1.0,855.0,,3.0,,,2015.0
1496,Tagudin,TAGUDIN,301.0,51.0,514.0,849.0,4208.0,154.0,134.0,101.0,6.0,2.0,2324.0,,,2015.0
1497,Taguig,TAGUIG CITY,77902.0,21720.0,749.0,1225.0,190.0,195.0,1580.0,6.0,3.0,8841.0,84775.0,1070.0,,2015.0
1498,Tagum,CITY OF TAGUM (Capital),12950.0,3570.0,392.0,1454.0,32.0,649.0,3038.0,107.0,1088.0,5360.0,31349.0,,,2015.0
1499,Talacogon,TALACOGON,438.0,1041.0,131.0,1276.0,83.0,340.0,614.0,308.0,1464.0,1145.0,1444.0,1.0,,2015.0
1500,Talaingod,TALAINGOD,551.0,234.0,20.0,633.0,6.0,19.0,1021.0,3443.0,191.0,4.0,20.0,,,2015.0
1501,Talakag,TALAKAG,1346.0,3137.0,84.0,428.0,17.0,628.0,3656.0,3913.0,109.0,280.0,576.0,,,2015.0
1502,Talalora,TALALORA,47.0,903.0,26.0,297.0,,254.0,1.0,2.0,,27.0,119.0,,,2015.0
1503,Talavera,TALAVERA,6253.0,838.0,6028.0,3340.0,8107.0,9.0,82.0,1.0,4.0,203.0,3482.0,15.0,,2015.0
1504,Talayan,TALAYAN,234.0,572.0,1447.0,798.0,32.0,959.0,160.0,125.0,334.0,8.0,8.0,6.0,,2015.0
1505,Talibon,TALIBON,363.0,192.0,138.0,711.0,230.0,4546.0,17.0,1.0,1329.0,13.0,6793.0,2.0,,2015.0
1506,Talipao,TALIPAO,1627.0,3685.0,301.0,2772.0,619.0,888.0,862.0,7.0,1510.0,84.0,56.0,,,2015.0
1507,Talisay (BS),TALISAY,3993.0,1079.0,1790.0,2042.0,290.0,136.0,147.0,2.0,6.0,10.0,330.0,,,2015.0
1508,Talisay (CN),,,,,,,,,,,,,,,
1509,Talisay  (CU),CITY OF TALISAY,4997.0,4807.0,1631.0,3825.0,478.0,728.0,1284.0,12.0,10.0,127.0,33340.0,,,2015.0
1510,Talisay (NO),CITY OF TALISAY,1074.0,1072.0,859.0,4187.0,359.0,1149.0,2004.0,242.0,28.0,282.0,11838.0,13.0,,2015.0
1511,Talisayan,TALISAYAN,561.0,2583.0,122.0,1604.0,6.0,9.0,321.0,3.0,2.0,34.0,146.0,,,2015.0
1512,Talitay,TALITAY,182.0,110.0,167.0,833.0,44.0,475.0,18.0,,4.0,583.0,9.0,,,2015.0
1513,Talugtug,TALUGTUG,1055.0,311.0,663.0,2173.0,1368.0,2.0,1.0,,,,244.0,3.0,,2015.0
1514,Talusan,TALUSAN,724.0,1358.0,123.0,1591.0,24.0,951.0,80.0,7.0,8.0,18.0,302.0,5.0,,2015.0
1515,Tambulig,TAMBULIG,3300.0,2696.0,107.0,584.0,20.0,220.0,279.0,89.0,295.0,20.0,107.0,,,2015.0
1516,Tampakan,TAMPAKAN,2239.0,2290.0,1055.0,1560.0,529.0,81.0,918.0,392.0,4.0,7.0,368.0,1.0,,2015.0
1517,Tamparan,TAMPARAN,121.0,97.0,549.0,406.0,15.0,763.0,53.0,4.0,1418.0,9.0,277.0,75.0,,2015.0
1518,Tampilisan,TAMPILISAN,432.0,1094.0,132.0,866.0,145.0,1105.0,804.0,322.0,29.0,351.0,377.0,,,2015.0
1519,Tanauan (BS),CITY OF TANAUAN,29606.0,2783.0,467.0,500.0,68.0,84.0,202.0,2.0,11.0,42.0,4323.0,151.0,,2015.0
1520,Tanauan (LE),TANAUAN,1955.0,6995.0,370.0,2401.0,72.0,1072.0,20.0,1.0,,13.0,608.0,11.0,,2015.0
1521,Tanay,TANAY,12628.0,2805.0,411.0,1309.0,78.0,349.0,2577.0,762.0,27.0,741.0,4061.0,88.0,,2015.0
1522,Tandag,CITY OF TANDAG (Capital),1806.0,947.0,702.0,1504.0,206.0,314.0,604.0,14.0,127.0,4.0,5808.0,7.0,,2015.0
1523,Tandubas,TANDUBAS,396.0,1453.0,6.0,6.0,10.0,3016.0,2.0,1.0,4.0,10.0,2.0,,,2015.0
1524,Tangalan,TANGALAN,45.0,517.0,612.0,2235.0,309.0,37.0,457.0,202.0,,,577.0,,,2015.0
1525,Tangcal,TANGCAL,57.0,1521.0,10.0,128.0,35.0,53.0,543.0,54.0,3.0,,1.0,,,2015.0
1526,Tangub,TANGUB CITY,3640.0,2715.0,170.0,2195.0,751.0,304.0,2031.0,49.0,21.0,84.0,1080.0,,,2015.0
1527,Tanjay,CITY OF TANJAY,4609.0,2486.0,481.0,2584.0,247.0,759.0,1867.0,607.0,,41.0,5362.0,,,2015.0
1528,Tantangan,TANTANGAN,1846.0,2253.0,1104.0,1901.0,1072.0,304.0,118.0,30.0,1.0,74.0,1691.0,2.0,,2015.0
1529,Tanudan,TANUDAN,5.0,29.0,8.0,10.0,,7.0,1423.0,18.0,65.0,,3.0,,,2015.0
1530,Tanza,TANZA,8842.0,2134.0,943.0,3372.0,18.0,466.0,285.0,3.0,9.0,31.0,38286.0,57.0,,2015.0
1531,Tapaz,TAPAZ,453.0,840.0,1244.0,2592.0,539.0,3580.0,538.0,877.0,408.0,2.0,1106.0,,,2015.0
1532,Tapul,TAPUL,2.0,8.0,7.0,488.0,319.0,1922.0,36.0,,247.0,126.0,2.0,,,2015.0
1533,Taraka,TARAKA,23.0,2.0,219.0,3.0,5.0,675.0,3.0,1.0,2215.0,2.0,315.0,,,2015.0
1534,Tarangnan,TARANGNAN,163.0,3257.0,70.0,1561.0,27.0,69.0,219.0,33.0,,31.0,150.0,,,2015.0
1535,Tarlac,CITY OF TARLAC (Capital),12039.0,1273.0,13511.0,7340.0,2343.0,107.0,271.0,2.0,3.0,261.0,38307.0,89.0,,2015.0
1536,Tarragona,TARRAGONA,556.0,1816.0,61.0,642.0,70.0,73.0,1422.0,546.0,130.0,1.0,447.0,1.0,,2015.0
1537,Tayabas,CITY OF TAYABAS,11034.0,5636.0,520.0,1008.0,153.0,734.0,1466.0,288.0,60.0,217.0,2611.0,110.0,,2015.0
1538,Tayasan,TAYASAN,1767.0,900.0,49.0,422.0,55.0,682.0,2575.0,1693.0,1.0,9.0,466.0,4.0,,2015.0
1539,Taysan,TAYSAN,4644.0,728.0,611.0,1221.0,16.0,127.0,589.0,12.0,16.0,5.0,524.0,19.0,,2015.0
1540,Taytay (PN),TAYTAY,2699.0,4408.0,979.0,1051.0,110.0,5390.0,781.0,216.0,81.0,108.0,311.0,3.0,,2015.0
1541,Taytay (RL),TAYTAY,38773.0,9969.0,608.0,467.0,216.0,103.0,583.0,18.0,9.0,2077.0,20810.0,202.0,,2015.0
1542,Tayug,TAYUG,1528.0,514.0,1730.0,1147.0,2366.0,13.0,57.0,1.0,1.0,4.0,2674.0,4.0,,2015.0
1543,Tayum,TAYUM,827.0,450.0,123.0,805.0,172.0,79.0,480.0,2.0,5.0,1.0,193.0,3.0,,2015.0
1544,T'Boli,T'BOLI,3343.0,10050.0,212.0,2708.0,645.0,776.0,2511.0,271.0,663.0,38.0,222.0,2.0,,2015.0
1545,Teresa,TERESA,6438.0,1298.0,281.0,462.0,29.0,19.0,106.0,10.0,3.0,812.0,3996.0,3.0,,2015.0
1546,Ternate,TERNATE,149.0,270.0,317.0,2490.0,89.0,65.0,26.0,10.0,5.0,31.0,2191.0,30.0,,2015.0
1547,Tiaong,TIAONG,5891.0,1278.0,7369.0,5012.0,102.0,115.0,314.0,99.0,10.0,63.0,2087.0,26.0,,2015.0
1548,Tibiao,TIBIAO,714.0,1766.0,1101.0,1212.0,226.0,5.0,282.0,346.0,3.0,20.0,673.0,,,2015.0
1549,Tigaon,,,,,,,,,,,,,,,
1550,Tigbao,TIGBAO,610.0,1911.0,104.0,317.0,13.0,127.0,1199.0,21.0,171.0,26.0,101.0,1.0,,2015.0
1551,Tigbauan,TIGBAUAN,237.0,480.0,1921.0,3515.0,155.0,1795.0,201.0,7.0,5.0,44.0,4999.0,,,2015.0
1552,Tinambac,,,,,,,,,,,,,,,
1553,Tineg,TINEG,,2.0,,1.0,,1.0,792.0,184.0,,,,,,2015.0
1554,Tinglayan,TINGLAYAN,62.0,16.0,,,,,2165.0,30.0,,,,,,2015.0
1555,Tingloy,TINGLOY,1076.0,232.0,510.0,1498.0,481.0,68.0,9.0,,,,437.0,4.0,,2015.0
1556,Tinoc,TINOC,270.0,267.0,25.0,16.0,10.0,1.0,2837.0,176.0,4.0,,1.0,,,2015.0
1557,Tipo-Tipo,TIPO-TIPO,431.0,732.0,18.0,586.0,43.0,449.0,38.0,307.0,417.0,,68.0,60.0,,2015.0
1558,Titay,TITAY,374.0,3227.0,606.0,2417.0,122.0,2096.0,589.0,179.0,423.0,24.0,1081.0,,,2015.0
1559,Tiwi,,,,,,,,,,,,,,,
1560,Tobias Fornier,TOBIAS FORNIER (DAO),1148.0,1379.0,1074.0,1109.0,123.0,178.0,867.0,214.0,4.0,259.0,512.0,1.0,,2015.0
1561,Toboso,TOBOSO,676.0,2774.0,310.0,2308.0,198.0,1165.0,1065.0,63.0,136.0,11.0,1039.0,,,2015.0
1562,Toledo,TOLEDO CITY,4192.0,3585.0,547.0,3842.0,1037.0,4936.0,5290.0,326.0,39.0,619.0,13840.0,6.0,,2015.0
1563,Tolosa,TOLOSA,279.0,386.0,317.0,2105.0,609.0,625.0,3.0,2.0,,11.0,732.0,4.0,,2015.0
1564,Tomas Oppus,TOMAS OPPUS,893.0,1356.0,60.0,258.0,4.0,58.0,346.0,40.0,6.0,,670.0,,,2015.0
1565,Tongkil,TONGKIL,29.0,35.0,298.0,1194.0,33.0,2238.0,,2.0,324.0,2.0,110.0,,,2015.0
1566,Torrijos,TORRIJOS,1459.0,2551.0,63.0,688.0,28.0,266.0,305.0,24.0,20.0,,1462.0,,,2015.0
1567,Trece Martires,TRECE MARTIRES CITY (Capital),10139.0,1035.0,317.0,550.0,30.0,56.0,50.0,2.0,6.0,580.0,22383.0,45.0,,2015.0
1568,Trento,TRENTO,404.0,1446.0,448.0,2258.0,313.0,889.0,871.0,751.0,70.0,3674.0,800.0,7.0,,2015.0
1569,Trinidad,TRINIDAD,38.0,210.0,35.0,48.0,9.0,3502.0,32.0,,7.0,1195.0,1780.0,1.0,,2015.0
1570,Tuao,TUAO,1740.0,289.0,7021.0,3669.0,453.0,124.0,24.0,1.0,1.0,,235.0,,,2015.0
1571,Tuba,TUBA,3612.0,680.0,151.0,14.0,1.0,1.0,2175.0,1210.0,7.0,290.0,3011.0,,,2015.0
1572,Tubajon,TUBAJON,894.0,722.0,9.0,21.0,18.0,10.0,,,136.0,,35.0,,,2015.0
1573,Tubao,TUBAO,205.0,105.0,1575.0,2131.0,3.0,33.0,1165.0,21.0,2.0,59.0,1115.0,27.0,,2015.0
1574,Tubaran,TUBARAN,81.0,9.0,16.0,297.0,89.0,2.0,780.0,7.0,1036.0,,,,,2015.0
1575,Tubay,,,,,,,,,,,,,,,
1576,Tubigon,TUBIGON,1897.0,1406.0,35.0,728.0,47.0,68.0,568.0,1.0,455.0,140.0,5009.0,2.0,,2015.0
1577,Tublay,TUBLAY,728.0,175.0,78.0,244.0,45.0,24.0,733.0,638.0,218.0,29.0,941.0,6.0,,2015.0
1578,Tubo,TUBO,,,,,,,984.0,,,,,,,2015.0
1579,Tubod (LN),TUBOD (Capital),3734.0,2404.0,214.0,1227.0,284.0,1066.0,719.0,602.0,8.0,23.0,811.0,,,2015.0
1580,Tubod (SN),TUBOD,2164.0,230.0,6.0,12.0,,20.0,296.0,8.0,,212.0,295.0,,,2015.0
1581,Tubungan,TUBUNGAN,427.0,1115.0,924.0,263.0,202.0,324.0,1193.0,114.0,4.0,,282.0,,,2015.0
1582,Tuburan (BA),TUBURAN,32.0,248.0,441.0,1647.0,5.0,781.0,2.0,10.0,54.0,1.0,18.0,,,2015.0
1583,Tuburan (CU),TUBURAN,1577.0,1373.0,271.0,2318.0,396.0,1899.0,833.0,231.0,659.0,101.0,5370.0,,,2015.0
1584,Tudela (CU),TUDELA,1213.0,711.0,17.0,396.0,7.0,81.0,42.0,1.0,,,299.0,,,2015.0
1585,Tudela (MC),TUDELA,3411.0,1685.0,49.0,479.0,6.0,92.0,310.0,141.0,72.0,52.0,276.0,,,2015.0
1586,Tugaya,TUGAYA,184.0,1203.0,44.0,708.0,5.0,7.0,337.0,3.0,664.0,,5.0,,,2015.0
1587,Tuguegarao,TUGUEGARAO CITY (Capital),13226.0,1218.0,784.0,707.0,64.0,662.0,41.0,1.0,1.0,,16820.0,,,2015.0
1588,Tukuran,TUKURAN,854.0,2051.0,475.0,1716.0,339.0,513.0,609.0,248.0,4.0,540.0,1145.0,4.0,,2015.0
1589,Tulunan,TULUNAN,1069.0,1910.0,3323.0,5076.0,169.0,322.0,174.0,7.0,23.0,1.0,1437.0,2.0,,2015.0
1590,Tumauini,TUMAUINI,1804.0,481.0,3536.0,6917.0,60.0,335.0,197.0,14.0,16.0,2.0,2177.0,2.0,,2015.0
1591,Tunga,TUNGA,584.0,302.0,165.0,353.0,15.0,52.0,23.0,2.0,,,101.0,,,2015.0
1592,Tungawan,TUNGAWAN,354.0,2699.0,341.0,2770.0,95.0,1768.0,596.0,156.0,96.0,142.0,444.0,26.0,,2015.0
1593,Tupi,TUPI,3447.0,4554.0,1918.0,2616.0,332.0,291.0,2893.0,284.0,89.0,90.0,181.0,,,2015.0
1594,Turtle Islands,TURTLE ISLANDS,4.0,,3.0,20.0,8.0,727.0,1.0,,1.0,,18.0,,,2015.0
1595,Tuy,TUY,7336.0,1103.0,455.0,725.0,7.0,51.0,64.0,1.0,194.0,9.0,119.0,9.0,,2015.0
1596,Ubay,UBAY,544.0,587.0,558.0,3106.0,388.0,5053.0,68.0,25.0,57.0,55.0,6135.0,2.0,,2015.0
1597,Umingan,UMINGAN,1738.0,347.0,7035.0,6652.0,4.0,10.0,110.0,3.0,3.0,66.0,1283.0,10.0,,2015.0
1598,Ungkaya Pukan,UNGKAYA PUKAN,506.0,1113.0,184.0,869.0,2.0,14.0,122.0,6.0,130.0,140.0,9.0,,,2015.0
1599,Unisan,UNISAN,71.0,484.0,97.0,982.0,157.0,1562.0,895.0,32.0,81.0,307.0,1622.0,,,2015.0
1600,Upi,UPI,1177.0,1092.0,561.0,974.0,121.0,1870.0,3740.0,1242.0,81.0,11.0,71.0,3.0,,2015.0
1601,Urbiztondo,URBIZTONDO,264.0,146.0,1676.0,3926.0,5.0,,3.0,,,207.0,4391.0,,,2015.0
1602,Urdaneta,CITY OF URDANETA,5584.0,387.0,7319.0,9661.0,32.0,125.0,46.0,5.0,2.0,34.0,7079.0,20.0,,2015.0
1603,Uson,,,,,,,,,,,,,,,
1604,Uyugan,UYUGAN,355.0,3.0,,,,,,,,,,,,2015.0
1605,Valderrama,VALDERRAMA,559.0,1205.0,378.0,801.0,13.0,18.0,301.0,663.0,3.0,42.0,211.0,,,2015.0
1606,Valencia (BL),VALENCIA,1564.0,847.0,12.0,275.0,16.0,5.0,125.0,1.0,29.0,2.0,2710.0,1.0,,2015.0
1607,Valencia (BK),CITY OF VALENCIA,19030.0,8789.0,2368.0,5350.0,476.0,885.0,3332.0,624.0,16.0,437.0,2829.0,1.0,,2015.0
1608,Valencia (NR),VALENCIA (LUZURRIAGA),4683.0,378.0,14.0,73.0,11.0,26.0,188.0,157.0,,3.0,2455.0,2.0,,2015.0
1609,Valenzuela,CITY OF VALENZUELA,72828.0,24330.0,868.0,2173.0,36.0,40.0,,,,3305.0,49366.0,95.0,,2015.0
1610,Valladolid,VALLADOLID,745.0,936.0,334.0,3402.0,709.0,31.0,5.0,1.0,,47.0,2676.0,1.0,,2015.0
1611,Vallehermoso,VALLEHERMOSO,970.0,1256.0,128.0,1361.0,235.0,1350.0,2133.0,486.0,,134.0,513.0,5.0,,2015.0
1612,Veruela,VERUELA,718.0,3064.0,218.0,582.0,65.0,1222.0,811.0,42.0,1901.0,7.0,765.0,,,2015.0
1613,Victoria (LA),VICTORIA,3617.0,1040.0,1526.0,856.0,1.0,3.0,22.0,,1.0,,3755.0,1.0,,2015.0
1614,Victoria (NS),VICTORIA,103.0,1898.0,25.0,364.0,10.0,80.0,52.0,,62.0,84.0,537.0,,,2015.0
1615,Victoria (OR),VICTORIA,1444.0,1217.0,3519.0,2896.0,520.0,19.0,685.0,185.0,13.0,13.0,98.0,599.0,,2015.0
1616,Victoria (TC),VICTORIA,825.0,432.0,3533.0,8272.0,44.0,,4.0,1.0,2.0,16.0,2062.0,1.0,,2015.0
1617,Victorias,CITY OF VICTORIAS,4358.0,2047.0,473.0,5786.0,180.0,693.0,418.0,270.0,3.0,199.0,5122.0,7.0,,2015.0
1618,Viga,,,,,,,,,,,,,,,
1619,Vigan,CITY OF VIGAN (Capital),1716.0,400.0,1402.0,514.0,1885.0,29.0,5.0,,2.0,1165.0,4736.0,6.0,,2015.0
1620,Villaba,VILLABA,1217.0,4079.0,86.0,1581.0,255.0,1137.0,194.0,118.0,1.0,42.0,1807.0,4.0,,2015.0
1621,Villanueva,VILLANUEVA,4048.0,2981.0,89.0,457.0,50.0,197.0,168.0,93.0,8.0,22.0,626.0,,,2015.0
1622,Villareal,VILLAREAL,26.0,2051.0,112.0,921.0,182.0,985.0,147.0,12.0,85.0,5.0,1460.0,,,2015.0
1623,Villasis,VILLASIS,3758.0,443.0,2685.0,5655.0,84.0,,11.0,3.0,,87.0,1882.0,23.0,,2015.0
1624,Villaverde,VILLAVERDE,40.0,42.0,194.0,254.0,1767.0,2.0,685.0,95.0,3.0,26.0,1338.0,6.0,,2015.0
1625,Villaviciosa,VILLAVICIOSA,30.0,,16.0,97.0,42.0,1.0,700.0,126.0,1.0,,74.0,,,2015.0
1626,Vincenzo A Sagun,VINCENZO A. SAGUN,2222.0,1469.0,5.0,9.0,3.0,1066.0,160.0,23.0,2.0,3.0,99.0,,,2015.0
1627,Vintar,VINTAR,3924.0,320.0,990.0,793.0,78.0,396.0,889.0,,,15.0,773.0,1.0,,2015.0
1628,Vinzons,,,,,,,,,,,,,,,
1629,Virac,,,,,,,,,,,,,,,
1630,Wao,WAO,4506.0,2196.0,252.0,312.0,133.0,716.0,727.0,36.0,10.0,1.0,57.0,91.0,,2015.0
1631,Zamboanga,ZAMBOANGA CITY,55620.0,42102.0,2835.0,11339.0,1199.0,11719.0,5855.0,419.0,789.0,14112.0,44066.0,513.0,,2015.0
1632,Zamboanguita,ZAMBOANGUITA,1685.0,861.0,408.0,1584.0,10.0,622.0,105.0,22.0,,342.0,962.0,6.0,,2015.0
1633,Zaragoza,ZARAGOZA,4191.0,580.0,2314.0,3573.0,318.0,1.0,2.0,1.0,,,741.0,2.0,,2015.0
1634,Zarraga,ZARRAGA,231.0,119.0,244.0,854.0,19.0,19.0,3.0,,3.0,407.0,3954.0,,,2015.0
1635,Zumarraga,ZUMARRAGA,23.0,849.0,7.0,1639.0,6.0,145.0,571.0,2.0,2.0,2.0,56.0,,,2015.0
