,name,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,DepEd Clinic,Drug Abuse Treatment and Rehabilitation Centers,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic,year
1322,San Quintin (PS),0,0,21,0,0,0,0,0,0,1,0,0,0,1,0,2019
1323,San Rafael (BU),0,0,24,5,0,0,0,0,0,0,0,0,1,3,0,2019
1324,San Rafael (IO),0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1325,San Remigio (AE),0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
1326,San Remigio (CU),0,0,27,0,0,0,0,0,0,0,0,0,0,2,0,2019
1327,San Ricardo,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
1328,San Roque,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1329,San Sebastian,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
1330,San Simon,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,2019
1331,San Teodoro,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
1332,Santiago (AN),0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
1333,Santiago (IS),0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1334,Santiago (IA),0,0,37,6,0,0,0,0,7,1,0,0,0,1,0,2019
1335,San Vicente (CN),0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
1336,San Vicente (IS),0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
1337,San Vicente (NS),0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,2019
1338,San Vicente (PN),0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1339,Sapad,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1340,Sapang Dalaga,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
1341,Sapa-Sapa,0,0,10,1,0,0,0,0,1,0,0,0,0,1,0,2019
1342,Sapi-An,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1343,Sara,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0,2019
1344,Sarangani,0,0,12,0,0,0,0,0,1,0,0,0,0,1,0,2019
1345,Sariaya,0,0,28,6,0,0,0,0,2,0,0,0,0,1,0,2019
1346,Sarrat,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
1347,Sasmuan,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
1348,Science City of Munoz,0,0,37,0,0,0,0,0,0,1,0,0,0,2,0,2019
1349,Sebaste,0,0,6,4,0,0,0,0,0,1,0,0,0,1,0,2019
1350,Senator Ninoy Aquino,0,0,20,1,0,0,0,0,0,1,0,0,0,1,0,2019
1351,Sergio Osmena,0,0,10,1,0,0,0,0,0,1,0,0,0,1,0,2019
1352,Sevilla,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1353,Shariff Aguak,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2019
1354,Shariff Saydona Mustapha,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2019
1355,Siasi,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,2019
1356,Siaton,0,0,26,0,0,0,0,0,0,1,0,0,0,1,0,2019
1357,Siay,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,2019
1358,Siayan,0,0,23,2,0,0,0,0,0,0,0,0,0,1,0,2019
1359,Sibagat,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
1360,Sibalom,0,0,12,0,0,0,0,0,1,0,0,0,0,1,0,2019
1361,Sibonga,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,2019
1362,Sibuco,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
1363,Sibulan,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
1364,Sibunag,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,2019
1365,Sibutad,0,0,7,2,0,0,0,0,0,1,0,0,0,1,0,2019
1366,Sibutu,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,2019
1367,Sierra Bullones,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1368,Sigay,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
1369,Sigma,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,2019
1370,Sikatuna,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1371,Silago,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,2019
1372,Silang,0,0,66,12,0,0,3,0,6,0,0,0,0,2,0,2019
1373,Silay,0,0,22,0,0,0,0,0,1,0,0,0,0,1,0,2019
1374,Silvino Lobos,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
1375,Simunul,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
1376,Sinacaban,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,2019
1377,Sinait,0,0,6,0,0,0,0,0,2,1,0,0,0,1,0,2019
1378,Sindangan,0,0,52,2,0,0,0,0,1,0,0,0,0,1,0,2019
1379,Siniloan,0,0,16,1,0,0,0,0,1,0,0,0,0,1,0,2019
1380,Siocon,0,0,7,1,0,0,0,0,1,1,0,0,0,1,0,2019
1381,Sipalay,0,0,17,0,0,0,0,0,1,0,0,0,0,1,0,2019
1382,Sipocot,0,0,25,1,0,0,0,0,0,2,0,0,0,1,0,2019
1383,Siquijor,0,0,20,0,0,0,0,0,1,0,0,0,0,1,0,2019
1384,Sirawai,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1385,Siruma,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,2019
1386,Sison (PS),0,0,27,0,0,0,0,0,1,0,0,0,0,2,0,2019
1387,Sison (SN),0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
1388,Sitangkai,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
1389,Socorro (OR),0,0,26,0,0,0,0,0,1,0,0,0,0,1,0,2019
1390,Socorro (SN),0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2019
1391,Sofronio Espanola,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1392,Sogod (CU),0,0,17,0,0,0,0,0,0,1,0,0,0,1,0,2019
1393,Sogod (SL),0,0,8,1,0,0,0,0,4,1,0,0,0,1,0,2019
1394,Solana,0,0,38,2,0,0,0,0,0,0,0,0,0,1,0,2019
1395,Solano,0,0,22,1,0,0,0,0,2,0,0,0,0,1,0,2019
1396,Solsona,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1397,Sominot,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1398,Sorsogon,0,0,65,2,0,0,0,0,3,0,0,0,0,3,0,2019
1399,South Ubian,0,0,6,2,0,0,0,0,0,0,0,0,0,2,0,2019
1400,South Upi,0,0,8,1,0,0,0,0,0,1,0,0,0,1,0,2019
1401,Santa,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,2019
1402,Santa Ana (CG),0,0,6,0,0,0,0,0,1,1,0,0,0,1,0,2019
1403,Santa Ana (PA),0,0,14,1,0,0,0,0,0,1,0,0,0,1,0,2019
1404,Santa Barbara (IO),0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,2019
1405,Santa Barbara (PS),0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1406,Santa Catalina (IS),0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,2019
1407,Santa Catalina (NR),0,0,25,0,0,0,0,0,0,1,0,0,0,1,0,2019
1408,Santa Cruz (DS),0,0,22,2,0,0,0,0,2,2,0,0,0,1,0,2019
1409,Santa Cruz (IS),0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
1410,Santa Cruz (LA),0,0,27,2,0,0,0,0,5,0,0,0,0,2,0,2019
1411,Santa Cruz (ME),0,0,11,0,0,0,0,0,1,0,0,0,0,2,0,2019
1412,Santa Cruz (OM),0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,2019
1413,Santa Cruz (ZA),0,0,23,0,0,0,0,0,0,1,0,0,0,2,0,2019
1414,Santa Elena,0,0,8,2,0,0,0,0,0,1,1,0,0,0,0,2019
1415,Santa Fe (CU),0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1416,Santa Fe (LE),0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
1417,Santa Fe (NV),0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
1418,Santa Fe (RN),0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1419,Santa Ignacia,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
1420,Santa Josefa,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1421,Santa Lucia,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,2019
1422,Santa Magdalena,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
1423,Santa Marcela,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,2019
1424,Santa Margarita,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1425,Santa Maria (BU),0,0,19,7,0,0,0,0,6,1,0,0,0,6,0,2019
1426,Santa Maria (DS),0,0,22,0,0,0,0,0,0,3,0,0,0,1,0,2019
1427,Santa Maria (IS),0,0,32,0,0,0,0,0,1,2,0,0,0,1,0,2019
1428,Santa Maria (IA),0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,2019
1429,Santa Maria (LA),0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1430,Santa Maria (PS),0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,2019
1431,Santa Maria (Imelda),0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1432,Santa Monica,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,2019
1433,Santander,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
1434,Santa Praxedes,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2019
1435,Santa Rita (PA),0,0,8,2,0,0,0,0,0,0,0,0,0,1,0,2019
1436,Santa Rita (WS),0,0,9,2,0,0,0,0,0,0,0,0,0,1,0,2019
1437,Santa Rosa (LA),0,0,19,3,0,0,0,0,8,0,0,0,0,2,0,2019
1438,Santa Rosa (NE),0,0,19,1,0,0,0,0,0,0,0,0,0,2,0,2019
1439,Santa Teresita (BS),0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
1440,Santa Teresita (CG),0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,2019
1441,Santo Domingo (AY),0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
1442,Santo Domingo (IS),0,0,36,0,0,0,0,0,0,1,0,0,0,1,0,2019
1443,Santo Domingo (NE),0,0,6,2,0,0,0,0,1,0,0,0,0,2,0,2019
1444,Santol,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1445,Santo Nino (CG),0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
1446,Santo Nino (WS),0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
1447,Santo Nino (SC),0,0,10,2,0,0,0,0,0,3,0,0,0,1,0,2019
1448,Santo Tomas (BS),0,0,30,3,0,0,0,0,4,0,0,0,0,1,0,2019
1449,Santo Tomas (DN),0,0,19,3,0,0,0,0,2,5,0,0,0,1,0,2019
1450,Santo Tomas (IA),0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1451,Santo Tomas (LU),0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
1452,Santo Tomas (PA),0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,2019
1453,Santo Tomas (PS),0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
1454,Sual,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
1455,Subic,0,0,16,3,0,0,0,0,1,0,0,0,0,1,0,2019
1456,Sudipen,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
1457,Sugbongcogon,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
1458,Sugpon,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1459,Sulat,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1460,Sulop,0,0,25,2,0,0,0,0,0,2,0,0,0,1,0,2019
1461,Sultan Dumalondong,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2019
1462,Sultan Kudarat,0,0,24,3,0,0,0,0,1,0,0,0,0,1,0,2019
1463,Sultan Mastura,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,2019
1464,Sultan Naga Dimaporo,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2019
1465,Sultan Sa Barongis,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,2019
1466,Sumilao,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0,2019
1467,Sumisip,0,0,16,1,0,0,0,0,0,1,0,0,0,1,0,2019
1468,Surallah,0,0,19,3,0,0,0,0,3,1,0,0,0,1,0,2019
1469,Surigao,0,0,18,0,0,0,1,0,5,0,0,0,0,6,0,2019
1470,Suyo,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
1471,Taal,0,0,20,1,0,0,0,0,2,0,0,0,0,2,0,2019
1472,Tabaco,0,0,18,5,0,0,0,0,6,1,0,0,0,1,0,2019
1473,Tabango,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,2019
1474,Tabina,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
1475,Tabogon,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,2019
1476,Tabontabon,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
1477,Tabuan-Lasa,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
1478,Tabuelan,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2019
1479,Tabuk,0,0,41,1,0,0,0,0,4,1,0,0,0,5,0,2019
1480,Tacloban,0,0,24,0,1,0,0,0,7,0,0,0,0,6,0,2019
1481,Tacurong,0,0,25,2,0,1,0,0,9,5,0,0,0,1,0,2019
1482,Tadian,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,2019
1483,Taft,0,0,5,1,0,0,0,0,0,1,0,0,0,1,0,2019
1484,Tagana-An,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
1485,Tagapul-An,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
1486,Tagaytay,0,0,32,3,0,0,3,0,3,1,0,0,0,1,0,2019
1487,Tagbilaran,0,0,17,0,0,0,0,0,9,0,0,0,0,1,0,2019
1488,Tagbina,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,2019
1489,Tagkawayan,0,0,45,0,0,0,0,0,1,0,0,0,0,1,0,2019
1490,Tago,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1491,Tagoloan (LN),0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1492,Tagoloan (MO),0,0,10,1,0,0,0,0,1,0,0,0,0,1,0,2019
1493,Tagoloan Ii,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2019
1494,Tagudin,0,0,41,0,0,0,0,0,1,1,0,0,0,1,0,2019
1495,Taguig,0,0,0,7,0,0,1,0,8,1,0,0,0,35,1,2019
1496,Tagum,0,0,30,7,0,0,0,0,6,0,0,0,0,1,0,2019
1497,Talacogon,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0,2019
1498,Talaingod,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
1499,Talakag,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,2019
1500,Talalora,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
1501,Talavera,0,0,13,5,0,0,0,0,1,0,0,0,0,3,0,2019
1502,Talayan,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,2019
1503,Talibon,0,0,25,0,0,0,0,0,1,0,0,0,0,1,0,2019
1504,Talipao,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,2019
1505,Talisay (BS),0,0,6,1,0,0,1,0,1,0,0,0,0,1,0,2019
1506,Talisay (CN),0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,2019
1507,Talisay  (CU),0,0,22,0,0,0,0,0,2,0,0,0,0,3,1,2019
1508,Talisay (NO),0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,2019
1509,Talisayan,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,2019
1510,Talitay,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
1511,Talugtug,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1512,Talusan,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
1513,Tambulig,0,0,5,5,0,0,0,0,0,1,0,0,0,1,0,2019
1514,Tampakan,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,2019
1515,Tamparan,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2019
1516,Tampilisan,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
1517,Tanauan (BS),0,0,45,4,0,0,0,0,6,0,0,0,0,2,0,2019
1518,Tanauan (LE),0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
1519,Tanay,0,0,19,1,0,0,0,0,1,1,0,0,0,3,0,2019
1520,Tandag,0,0,12,0,0,0,0,0,1,0,0,0,0,1,0,2019
1521,Tandubas,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
1522,Tangalan,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1523,Tangcal,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
1524,Tangub,0,0,13,0,0,0,0,0,1,2,0,0,0,1,0,2019
1525,Tanjay,0,0,25,0,0,0,0,0,0,0,0,0,0,2,0,2019
1526,Tantangan,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,2019
1527,Tanudan,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,2019
1528,Tanza,0,0,42,14,0,0,0,0,3,1,0,0,0,1,0,2019
1529,Tapaz,0,0,48,0,0,0,0,0,0,1,0,0,0,1,0,2019
1530,Tapul,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,2019
1531,Taraka,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
1532,Tarangnan,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,2019
1533,Tarlac,0,0,52,7,1,0,1,0,7,1,0,0,0,10,0,2019
1534,Tarragona,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2019
1535,Tayabas,0,0,17,18,0,0,0,0,1,0,0,0,0,1,0,2019
1536,Tayasan,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,2019
1537,Taysan,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,2019
1538,Taytay (PN),0,0,27,0,0,0,0,0,1,0,0,0,0,1,0,2019
1539,Taytay (RL),0,0,43,12,0,0,0,0,3,1,0,0,0,8,0,2019
1540,Tayug,0,0,21,0,0,0,0,0,2,0,0,0,0,1,0,2019
1541,Tayum,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
1542,T'Boli,0,0,25,1,0,0,0,0,0,1,0,0,0,1,0,2019
1543,Teresa,0,0,9,2,0,0,0,0,1,0,0,0,0,1,0,2019
1544,Ternate,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2019
1545,Tiaong,0,0,30,2,0,0,0,0,1,1,0,0,0,1,0,2019
1546,Tibiao,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
1547,Tigaon,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,2019
1548,Tigbao,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
1549,Tigbauan,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,2019
1550,Tinambac,0,0,12,1,0,0,0,0,0,2,0,0,0,2,0,2019
1551,Tineg,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
1552,Tinglayan,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
1553,Tingloy,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
1554,Tinoc,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,2019
1555,Tipo-Tipo,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2019
1556,Titay,0,0,10,1,0,0,0,0,1,0,0,0,0,1,0,2019
1557,Tiwi,0,0,11,2,0,0,0,0,0,2,0,0,0,1,0,2019
1558,Tobias Fornier,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
1559,Toboso,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
1560,Toledo,0,0,38,0,0,0,0,0,1,1,0,0,0,1,0,2019
1561,Tolosa,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1562,Tomas Oppus,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
1563,Tongkil,0,0,9,1,0,0,0,0,0,1,0,0,0,1,0,2019
1564,Torrijos,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,2019
1565,Trece Martires,0,0,13,10,0,0,0,0,3,0,0,0,0,1,0,2019
1566,Trento,0,0,7,0,0,0,0,0,2,1,0,0,0,1,0,2019
1567,Trinidad,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,2019
1568,Tuao,0,0,9,2,0,0,0,0,1,0,0,0,0,2,0,2019
1569,Tuba,0,0,17,0,0,0,0,0,0,1,0,0,0,1,0,2019
1570,Tubajon,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2019
1571,Tubao,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
1572,Tubaran,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019
1573,Tubay,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1574,Tubigon,0,0,12,0,0,0,0,0,0,1,0,0,0,2,0,2019
1575,Tublay,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
1576,Tubo,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
1577,Tubod (LN),0,0,24,1,0,0,0,0,1,0,0,0,0,1,0,2019
1578,Tubod (SN),0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
1579,Tubungan,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1580,Tuburan (BA),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2019
1581,Tuburan (CU),0,0,54,0,0,0,0,0,0,1,0,0,0,2,0,2019
1582,Tudela (CU),0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
1583,Tudela (MC),0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
1584,Tugaya,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2019
1585,Tuguegarao,0,0,35,5,0,0,0,0,7,0,0,0,1,1,0,2019
1586,Tukuran,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
1587,Tulunan,0,0,29,2,0,0,0,0,1,2,0,0,0,1,0,2019
1588,Tumauini,0,0,28,0,0,0,0,0,0,2,0,0,0,1,0,2019
1589,Tunga,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2019
1590,Tungawan,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,2019
1591,Tupi,0,0,16,2,0,0,0,0,0,2,0,0,0,1,0,2019
1592,Turtle Islands,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2019
1593,Tuy,0,0,6,1,0,0,0,0,1,0,0,0,0,1,0,2019
1594,Ubay,0,0,42,0,0,0,0,0,1,1,0,0,0,2,0,2019
1595,Umingan,0,0,58,0,0,0,0,0,1,0,0,0,0,2,0,2019
1596,Ungkaya Pukan,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2019
1597,Unisan,0,0,36,0,0,0,0,0,2,0,0,0,0,1,0,2019
1598,Upi,0,0,17,1,0,0,0,0,1,0,0,0,0,1,0,2019
1599,Urbiztondo,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,2019
1600,Urdaneta,0,0,33,4,0,0,0,0,4,1,0,0,0,3,0,2019
1601,Uson,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,2019
1602,Uyugan,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2019
1603,Valderrama,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
1604,Valencia (BL),0,0,35,0,0,0,0,0,2,0,0,0,0,1,0,2019
1605,Valencia (BK),0,0,31,7,0,0,0,0,6,3,0,0,0,1,0,2019
1606,Valencia (NR),0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1607,Valenzuela,0,0,4,8,0,0,0,0,9,3,0,0,0,45,1,2019
1608,Valladolid,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0,2019
1609,Vallehermoso,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
1610,Veruela,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
1611,Victoria (LA),0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
1612,Victoria (NS),0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
1613,Victoria (OR),0,0,32,0,0,0,0,0,2,3,0,0,0,1,0,2019
1614,Victoria (TC),0,0,8,2,0,0,0,0,0,0,0,0,0,2,0,2019
1615,Victorias,0,0,19,0,0,0,1,0,0,1,0,0,0,1,0,2019
1616,Viga,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,2019
1617,Vigan,0,1,37,0,0,0,0,0,5,4,0,0,0,1,0,2019
1618,Villaba,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,2019
1619,Villanueva,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2019
1620,Villareal,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,2019
1621,Villasis,0,0,17,0,0,0,0,0,1,1,0,0,0,1,0,2019
1622,Villaverde,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
1623,Villaviciosa,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
1624,Vincenzo A Sagun,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
1625,Vintar,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,2019
1626,Vinzons,0,0,16,1,0,0,0,0,0,0,0,0,0,1,0,2019
1627,Virac,0,0,12,1,0,0,0,0,2,1,0,0,0,1,0,2019
1628,Wao,0,0,26,1,0,0,0,0,1,0,0,0,0,1,0,2019
1629,Zamboanga,0,0,87,17,0,0,1,0,12,2,0,0,0,17,1,2019
1630,Zamboanguita,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
1631,Zaragoza,0,0,6,2,0,0,0,0,0,0,0,0,0,2,0,2019
1632,Zarraga,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
1633,Zumarraga,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
