,name,city,Electricity_count,Kerosene (Gaas)_count,Liquified Petroleum Gas (LPG)_count,Oil (vegetable animal and others)_count,Solar panel_count,Solar lamp_count,Others_count,None_count,Not Reported_count,year
1119,Pitogo (QN),PITOGO,4680.0,451.0,16.0,14.0,7.0,33.0,13.0,8.0,,2015.0
1120,Pitogo (ZR),PITOGO,3956.0,1629.0,12.0,3.0,73.0,163.0,40.0,5.0,,2015.0
1121,Pinan,PI-AN (NEW PIÑAN),3647.0,971.0,3.0,1.0,,4.0,4.0,2.0,,2015.0
1122,Placer (MS),,,,,,,,,,,
1123,Placer (SN),PLACER,5511.0,349.0,4.0,1.0,1.0,8.0,29.0,19.0,,2015.0
1124,Plaridel (BU),PLARIDEL,24223.0,168.0,4.0,,1.0,4.0,26.0,11.0,,2015.0
1125,Plaridel (MC),PLARIDEL,7658.0,1390.0,4.0,2.0,1.0,75.0,17.0,48.0,,2015.0
1126,Plaridel (QN),PLARIDEL,2085.0,253.0,,,9.0,21.0,9.0,3.0,,2015.0
1127,Pola,POLA,6841.0,1104.0,,1.0,43.0,147.0,21.0,35.0,,2015.0
1128,Polanco,POLANCO,7432.0,1681.0,48.0,,4.0,25.0,3.0,5.0,,2015.0
1129,Polangui,,,,,,,,,,,
1130,Polillo,POLILLO,5433.0,937.0,4.0,3.0,105.0,210.0,272.0,1.0,,2015.0
1131,Polomolok,POLOMOLOK,34871.0,1572.0,21.0,11.0,45.0,144.0,40.0,16.0,,2015.0
1132,Pontevedra (CZ),PONTEVEDRA,10304.0,914.0,4.0,3.0,18.0,45.0,6.0,4.0,,2015.0
1133,Pontevedra (NO),PONTEVEDRA,10910.0,1008.0,7.0,1.0,24.0,63.0,59.0,5.0,,2015.0
1134,Poona Bayabao,POONA BAYABAO (GATA),3450.0,85.0,,,13.0,5.0,2.0,3.0,,2015.0
1135,Poona Piagapo,POONA PIAGAPO,3012.0,829.0,,,131.0,441.0,1.0,,,2015.0
1136,Porac,PORAC,26436.0,921.0,18.0,4.0,11.0,9.0,39.0,36.0,,2015.0
1137,Poro,PORO,4860.0,1202.0,,,2.0,9.0,4.0,27.0,,2015.0
1138,Pototan,POTOTAN,15209.0,759.0,5.0,,2.0,4.0,21.0,,,2015.0
1139,Pozorrubio,POZORRUBIO,15752.0,1017.0,9.0,3.0,7.0,19.0,43.0,6.0,,2015.0
1140,Presentacion,,,,,,,,,,,
1141,President Garcia,PRES. CARLOS P. GARCIA (PITOGO),3429.0,1630.0,7.0,,76.0,8.0,4.0,10.0,,2015.0
1142,President Quirino,PRESIDENT QUIRINO,9213.0,494.0,8.0,24.0,107.0,105.0,7.0,8.0,,2015.0
1143,President Roxas (CZ),PRESIDENT ROXAS,6073.0,688.0,,,24.0,192.0,4.0,5.0,,2015.0
1144,President Roxas (NC),PRESIDENT ROXAS,7590.0,2762.0,33.0,,199.0,300.0,29.0,14.0,,2015.0
1145,Roxas (ZN),PRES. MANUEL A. ROXAS,5010.0,2911.0,225.0,3.0,54.0,98.0,111.0,11.0,,2015.0
1146,Prieto Diaz,,,,,,,,,,,
1147,Prosperidad,PROSPERIDAD (Capital),14287.0,3700.0,17.0,1.0,93.0,229.0,90.0,6.0,,2015.0
1148,Pualas,PUALAS,5.0,190.0,2.0,,592.0,1425.0,2.0,5.0,,2015.0
1149,Pudtol,PUDTOL,1983.0,710.0,3.0,,246.0,168.0,97.0,,,2015.0
1150,Puerto Galera,PUERTO GALERA,7489.0,342.0,15.0,2.0,58.0,169.0,143.0,104.0,,2015.0
1151,Puerto Princesa,PUERTO PRINCESA CITY (Capital),55475.0,4060.0,,15.0,1429.0,1067.0,170.0,31.0,,2015.0
1152,Pugo,PUGO,4533.0,251.0,1.0,1.0,2.0,5.0,3.0,15.0,,2015.0
1153,Pulilan,PULILAN,22159.0,343.0,5.0,,2.0,2.0,29.0,17.0,,2015.0
1154,Pulupandan,PULUPANDAN,6255.0,140.0,,3.0,4.0,2.0,5.0,7.0,,2015.0
1155,Pura,PURA,5311.0,226.0,,,,4.0,25.0,36.0,,2015.0
1156,Quezon (BK),QUEZON,16898.0,5194.0,59.0,1.0,148.0,611.0,61.0,24.0,,2015.0
1157,Quezon (IA),QUEZON,5613.0,215.0,2.0,,9.0,21.0,12.0,2.0,,2015.0
1158,Quezon (MM),QUEZON CITY,671386.0,3265.0,3687.0,99.0,249.0,247.0,1605.0,604.0,1902.0,2015.0
1159,Quezon (NE),QUEZON,8985.0,479.0,,2.0,3.0,7.0,3.0,3.0,,2015.0
1160,Quezon (NV),QUEZON,4374.0,488.0,1.0,,55.0,45.0,24.0,4.0,,2015.0
1161,Quezon (PN),QUEZON,5708.0,4380.0,13.0,12.0,2757.0,613.0,448.0,10.0,,2015.0
1162,Quezon (QN),QUEZON,3153.0,406.0,3.0,3.0,5.0,99.0,7.0,5.0,,2015.0
1163,Quinapondan,QUINAPONDAN,3190.0,119.0,3.0,,16.0,52.0,2.0,6.0,,2015.0
1164,Quirino (IS),QUIRINO (ANGKAKI),1809.0,16.0,,1.0,,,4.0,,,2015.0
1165,Quirino (IA),,,,,,,,,,,
1166,Ragay,,,,,,,,,,,
1167,Rajah Buayan,RAJAH BUAYAN,2536.0,338.0,1.0,283.0,173.0,418.0,,21.0,,2015.0
1168,Ramon,RAMON,12916.0,235.0,5.0,7.0,135.0,16.0,32.0,1.0,,2015.0
1169,Ramon Magsaysay,RAMON MAGSAYSAY (LIARGO),3788.0,1917.0,58.0,,101.0,274.0,15.0,5.0,,2015.0
1170,Ramos,RAMOS,4591.0,175.0,,,1.0,1.0,8.0,9.0,,2015.0
1171,Rapu-Rapu,,,,,,,,,,,
1172,Real,REAL,7081.0,680.0,4.0,28.0,12.0,89.0,115.0,6.0,,2015.0
1173,Reina Mercedes,REINA MERCEDES,6196.0,59.0,4.0,3.0,,2.0,2.0,4.0,,2015.0
1174,Remedios T. Romualdez,,,,,,,,,,,
1175,Rizal (CG),RIZAL,3067.0,784.0,1.0,1.0,52.0,138.0,,,,2015.0
1176,Rizal (KA),RIZAL (LIWAN),3475.0,212.0,7.0,2.0,17.0,4.0,6.0,,,2015.0
1177,Rizal (LA),,,,,,,,,,,
1178,Rizal (NE),RIZAL,14539.0,598.0,15.0,4.0,3.0,34.0,55.0,3.0,,2015.0
1179,Rizal (OM),RIZAL,6292.0,1675.0,2.0,1.0,115.0,209.0,172.0,2.0,,2015.0
1180,Rizal (PN),RIZAL (MARCOS),3200.0,5889.0,,5.0,2041.0,1244.0,447.0,,,2015.0
1181,Rizal (ZN),RIZAL,2958.0,554.0,,,2.0,3.0,4.0,,,2015.0
1182,Rodriguez,RODRIGUEZ (MONTALBAN),76752.0,3262.0,150.0,26.0,935.0,638.0,534.0,51.0,,2015.0
1183,Romblon,ROMBLON (CAPITAL),8256.0,604.0,17.0,1.0,29.0,39.0,49.0,2.0,,2015.0
1184,Ronda,RONDA,4443.0,365.0,,,,9.0,2.0,4.0,,2015.0
1185,Rosales,ROSALES,12923.0,1519.0,7.0,,14.0,59.0,43.0,11.0,,2015.0
1186,Rosario (AS),ROSARIO,8148.0,1664.0,9.0,3.0,47.0,112.0,43.0,71.0,,2015.0
1187,Rosario (BS),ROSARIO,26512.0,305.0,7.0,4.0,4.0,8.0,37.0,29.0,,2015.0
1188,Rosario (CE),ROSARIO,28466.0,467.0,21.0,5.0,31.0,28.0,278.0,20.0,,2015.0
1189,Rosario (LU),ROSARIO,12681.0,414.0,3.0,3.0,4.0,26.0,28.0,12.0,,2015.0
1190,Rosario (NS),ROSARIO,1630.0,362.0,74.0,,3.0,10.0,,1.0,,2015.0
1191,R.T. Lim,ROSELLER LIM,7153.0,3019.0,4.0,,44.0,246.0,28.0,19.0,,2015.0
1192,Roxas (CZ),ROXAS CITY (Capital),36014.0,1313.0,15.0,1.0,111.0,132.0,94.0,21.0,,2015.0
1193,Roxas (IA),ROXAS,13807.0,378.0,5.0,3.0,6.0,10.0,14.0,3.0,,2015.0
1194,Roxas (OR),ROXAS,10185.0,1169.0,18.0,3.0,134.0,51.0,157.0,2.0,,2015.0
1195,Roxas (PN),ROXAS,8396.0,4128.0,,,1076.0,697.0,1080.0,,,2015.0
1196,Sabangan,SABANGAN,2163.0,41.0,,,,,11.0,,,2015.0
1197,Sablan,SABLAN,2271.0,264.0,2.0,,27.0,19.0,20.0,,,2015.0
1198,Sablayan,SABLAYAN,13940.0,3447.0,35.0,2.0,71.0,594.0,133.0,336.0,,2015.0
1199,Sabtang,SABTANG,416.0,6.0,,,,,9.0,,,2015.0
1200,Sadanga,SADANGA,1712.0,43.0,3.0,,,2.0,5.0,,,2015.0
1201,Sagada,SAGADA,2637.0,7.0,,,,,,,,2015.0
1202,Sagay (CM),SAGAY,2500.0,370.0,,,,9.0,,,,2015.0
1203,Sagay (NO),SAGAY CITY,25147.0,7283.0,17.0,1.0,338.0,378.0,262.0,62.0,,2015.0
1204,Sagbayan,SAGBAYAN (BORJA),4588.0,493.0,2.0,1.0,,31.0,29.0,13.0,,2015.0
1205,Saguday,SAGUDAY,3755.0,209.0,3.0,,,6.0,11.0,1.0,,2015.0
1206,Saguiaran,SAGUIARAN,3316.0,62.0,246.0,,,21.0,,1.0,,2015.0
1207,Sagnay,,,,,,,,,,,
1208,Saint Bernard,SAINT BERNARD,5668.0,240.0,4.0,1.0,1.0,4.0,1.0,,,2015.0
1209,Salay,SALAY,5303.0,1002.0,14.0,,,6.0,3.0,22.0,,2015.0
1210,Salcedo (ES),SALCEDO,4714.0,299.0,60.0,,8.0,121.0,6.0,3.0,,2015.0
1211,Salcedo (IS),SALCEDO (BAUGEN),2619.0,30.0,1.0,,22.0,11.0,,,,2015.0
1212,Sallapadan,SALLAPADAN,1115.0,98.0,,,,26.0,102.0,,,2015.0
1213,Salug,SALUG,5653.0,1486.0,3.0,,15.0,32.0,20.0,24.0,,2015.0
1214,Salvador,SALVADOR,6231.0,746.0,,2.0,6.0,36.0,3.0,4.0,,2015.0
1215,Salvador Benedicto,SALVADOR BENEDICTO,2546.0,1622.0,30.0,1.0,758.0,892.0,15.0,2.0,,2015.0
1216,Samal,SAMAL,7525.0,172.0,,,1.0,2.0,22.0,2.0,,2015.0
1217,Samboan,SAMBOAN,3815.0,680.0,,3.0,4.0,1.0,2.0,5.0,,2015.0
1218,Sampaloc,SAMPALOC,2782.0,116.0,17.0,1.0,27.0,37.0,53.0,2.0,,2015.0
1219,San Agustin (IA),SAN AGUSTIN,5279.0,317.0,2.0,2.0,6.0,6.0,10.0,4.0,,2015.0
1220,San Agustin (RN),SAN AGUSTIN,4104.0,1112.0,18.0,,8.0,25.0,5.0,1.0,,2015.0
1221,San Agustin (SS),SAN AGUSTIN,3519.0,1028.0,,1.0,12.0,24.0,,,,2015.0
1222,San Andres (CT),,,,,,,,,,,
1223,San Andres (QN),SAN ANDRES,5259.0,1895.0,9.0,2.0,268.0,1281.0,23.0,8.0,,2015.0
1224,San Andres (RN),SAN ANDRES,2983.0,539.0,12.0,,2.0,7.0,7.0,,,2015.0
1225,San Antonio (NS),SAN ANTONIO,1514.0,356.0,2.0,,1.0,4.0,3.0,,,2015.0
1226,San Antonio (NE),SAN ANTONIO,16810.0,683.0,3.0,2.0,3.0,3.0,34.0,5.0,,2015.0
1227,San Antonio (QN),SAN ANTONIO,7300.0,76.0,,1.0,1.0,,5.0,,,2015.0
1228,San Antonio (ZA),SAN ANTONIO,8302.0,364.0,1.0,1.0,6.0,15.0,16.0,4.0,,2015.0
1229,San Benito,SAN BENITO,1143.0,77.0,1.0,,,,,1.0,,2015.0
1230,San Carlos (NO),SAN CARLOS CITY,17268.0,10470.0,75.0,4.0,1484.0,1407.0,271.0,23.0,,2015.0
1231,San Carlos (PS),SAN CARLOS CITY,40783.0,883.0,228.0,5.0,3.0,20.0,87.0,40.0,,2015.0
1232,Sanchez-Mira,SANCHEZ-MIRA,5093.0,474.0,2.0,1.0,12.0,43.0,,,,2015.0
1233,San Clemente,SAN CLEMENTE,2913.0,111.0,1.0,,,3.0,3.0,,,2015.0
1234,San Dionisio,SAN DIONISIO,7205.0,1442.0,1.0,1.0,34.0,319.0,11.0,,,2015.0
1235,San Emilio,SAN EMILIO,1514.0,14.0,,,8.0,,1.0,,,2015.0
1236,San Enrique (IO),SAN ENRIQUE,6632.0,983.0,,,3.0,15.0,5.0,,,2015.0
1237,San Enrique (NO),SAN ENRIQUE,5328.0,243.0,2.0,,,5.0,5.0,4.0,,2015.0
1238,San Esteban,SAN ESTEBAN,1959.0,9.0,,,1.0,20.0,11.0,1.0,,2015.0
1239,San Fabian,SAN FABIAN,19340.0,454.0,8.0,3.0,2.0,16.0,40.0,23.0,,2015.0
1240,San Felipe,SAN FELIPE,5146.0,541.0,7.0,,3.0,11.0,14.0,3.0,,2015.0
1241,San Fernando (BK),SAN FERNANDO,6147.0,5138.0,15.0,3.0,268.0,585.0,112.0,126.0,,2015.0
1242,San Fernando (CS),,,,,,,,,,,
1243,San Fernando (CU),SAN FERNANDO,12988.0,1177.0,,17.0,2.0,22.0,14.0,38.0,,2015.0
1244,San Fernando (LU),CITY OF SAN FERNANDO (Capital),28216.0,199.0,20.0,1.0,2.0,10.0,45.0,12.0,,2015.0
1245,San Fernando (MS),,,,,,,,,,,
1246,San Fernando (PA),CITY OF SAN FERNANDO (Capital),67184.0,441.0,449.0,9.0,5.0,19.0,70.0,95.0,,2015.0
1247,San Fernando (RN),SAN FERNANDO,4302.0,622.0,26.0,,71.0,14.0,13.0,7.0,,2015.0
1248,San Francisco (AS),SAN FRANCISCO,14392.0,2274.0,27.0,59.0,68.0,293.0,33.0,5.0,,2015.0
1249,San Francisco (CU),SAN FRANCISCO,8230.0,3958.0,,,8.0,39.0,17.0,26.0,,2015.0
1250,San Francisco (QN),SAN FRANCISCO (AURORA),8827.0,4032.0,48.0,,108.0,833.0,42.0,13.0,,2015.0
1251,San Francisco (SL),SAN FRANCISCO,2707.0,253.0,1.0,,8.0,1.0,2.0,,,2015.0
1252,San Francisco (SN),SAN FRANCISCO (ANAO-AON),3109.0,140.0,1.0,,,6.0,,,,2015.0
1253,San Gabriel,SAN GABRIEL,3139.0,705.0,3.0,,25.0,14.0,18.0,3.0,,2015.0
1254,San Guillermo,SAN GUILLERMO,4012.0,561.0,,2.0,6.0,17.0,2.0,1.0,,2015.0
1255,San Ildefonso (BU),SAN ILDEFONSO,24010.0,185.0,2.0,1.0,6.0,5.0,19.0,29.0,,2015.0
1256,San Ildefonso (IS),SAN ILDEFONSO,1735.0,14.0,1.0,4.0,,,6.0,,,2015.0
1257,San Isidro (AA),SAN ISIDRO,956.0,112.0,,,1.0,13.0,,,,2015.0
1258,San Isidro (BL),SAN ISIDRO,2004.0,182.0,,,2.0,7.0,3.0,,,2015.0
1259,San Isidro (DN),SAN ISIDRO,4405.0,1681.0,4.0,,139.0,215.0,16.0,,,2015.0
1260,San Isidro (DO),SAN ISIDRO,5855.0,1707.0,4.0,,43.0,131.0,37.0,44.0,,2015.0
1261,San Isidro (IA),SAN ISIDRO,5733.0,66.0,21.0,2.0,,,9.0,,,2015.0
1262,San Isidro (LE),SAN ISIDRO,5178.0,2389.0,14.0,1.0,21.0,263.0,13.0,3.0,,2015.0
1263,San Isidro (NS),SAN ISIDRO,4847.0,742.0,47.0,,3.0,27.0,,,,2015.0
1264,San Isidro (NE),SAN ISIDRO,11003.0,294.0,2.0,1.0,4.0,3.0,14.0,4.0,,2015.0
1265,San Isidro (SN),SAN ISIDRO,1470.0,148.0,1.0,1.0,1.0,1.0,3.0,,,2015.0
1266,San Jacinto (MS),,,,,,,,,,,
1267,San Jacinto (PS),SAN JACINTO,9044.0,152.0,1.0,3.0,,4.0,7.0,,,2015.0
1268,San Joaquin,SAN JOAQUIN,10063.0,1049.0,,,10.0,14.0,22.0,5.0,,2015.0
1269,San Jorge,SAN JORGE,2614.0,863.0,1.0,,,5.0,2.0,1.0,,2015.0
1270,San Jose (AE),SAN JOSE (Capital),13295.0,234.0,3.0,,3.0,20.0,1.0,5.0,,2015.0
1271,San Jose (BS),SAN JOSE,18323.0,65.0,43.0,1.0,4.0,3.0,8.0,11.0,,2015.0
1272,San Jose (CS),,,,,,,,,,,
1273,San Jose (DI),SAN JOSE (CAPITAL),5071.0,616.0,10.0,2.0,13.0,27.0,21.0,5.0,,2015.0
1274,San Jose (NR),SAN JOSE,3722.0,874.0,,,3.0,6.0,2.0,,,2015.0
1275,San Jose (NS),SAN JOSE,3226.0,652.0,,,1.0,25.0,3.0,,,2015.0
1276,San Jose (NE),SAN JOSE CITY,31112.0,1145.0,18.0,4.0,117.0,118.0,239.0,16.0,,2015.0
1277,San Jose (OM),SAN JOSE,26330.0,4240.0,158.0,3.0,706.0,1598.0,131.0,42.0,,2015.0
1278,San Jose (RN),SAN JOSE,2050.0,330.0,,1.0,1.0,6.0,3.0,1.0,,2015.0
1279,San Jose (TC),SAN JOSE,7374.0,810.0,4.0,1.0,160.0,45.0,20.0,3.0,,2015.0
1280,San Jose De Buan,SAN JOSE DE BUAN,1032.0,574.0,12.0,,3.0,24.0,4.0,,,2015.0
1281,San Jose Del Monte,CITY OF SAN JOSE DEL MONTE,121603.0,3610.0,270.0,20.0,221.0,130.0,500.0,150.0,49.0,2015.0
1282,San Juan (AA),SAN JUAN,2022.0,176.0,,,1.0,16.0,2.0,,,2015.0
1283,San Juan (BS),SAN JUAN,23265.0,536.0,55.0,,4.0,2.0,18.0,31.0,,2015.0
1284,San Juan (IS),SAN JUAN (LAPOG),6322.0,76.0,2.0,,12.0,23.0,23.0,19.0,,2015.0
1285,San Juan (LU),SAN JUAN,8470.0,189.0,13.0,,,5.0,32.0,5.0,,2015.0
1286,San Juan (MM),CITY OF SAN JUAN,27651.0,80.0,6.0,,109.0,574.0,,22.0,181.0,2015.0
1287,San Juan (SR),SAN JUAN,2900.0,638.0,2.0,,3.0,13.0,20.0,3.0,,2015.0
1288,San Juan (SL),SAN JUAN (CABALIAN),3185.0,169.0,,,,2.0,,,,2015.0
1289,San Julian,SAN JULIAN,2952.0,342.0,16.0,52.0,1.0,4.0,2.0,,,2015.0
1290,San Leonardo,SAN LEONARDO,14488.0,407.0,45.0,2.0,4.0,12.0,39.0,15.0,,2015.0
1291,San Lorenzo,SAN LORENZO,4952.0,968.0,1.0,,41.0,24.0,6.0,3.0,,2015.0
1292,San Lorenzo Ruiz,,,,,,,,,,,
1293,San Luis (AS),SAN LUIS,3815.0,1764.0,86.0,,516.0,125.0,374.0,20.0,,2015.0
1294,San Luis (AU),SAN LUIS,5579.0,386.0,,,14.0,35.0,41.0,,,2015.0
1295,San Luis (BS),SAN LUIS,7221.0,107.0,,2.0,,1.0,3.0,34.0,,2015.0
1296,San Luis (PA),SAN LUIS,10863.0,61.0,2.0,1.0,2.0,,3.0,13.0,,2015.0
1297,San Manuel (IA),SAN MANUEL,7236.0,339.0,4.0,8.0,6.0,1.0,15.0,4.0,,2015.0
1298,San Manuel (PS),SAN MANUEL,11272.0,1152.0,7.0,2.0,4.0,53.0,51.0,11.0,,2015.0
1299,San Manuel (TC),SAN MANUEL,5414.0,276.0,1.0,1.0,2.0,6.0,2.0,4.0,,2015.0
1300,San Marcelino,SAN MARCELINO,7147.0,848.0,1.0,1.0,15.0,46.0,29.0,11.0,,2015.0
1301,San Mariano,SAN MARIANO,8325.0,2901.0,1.0,4.0,544.0,324.0,118.0,3.0,,2015.0
1302,San Mateo (IA),SAN MATEO,15418.0,206.0,4.0,2.0,1.0,4.0,15.0,14.0,,2015.0
1303,San Mateo (RL),SAN MATEO,53999.0,1572.0,111.0,11.0,150.0,144.0,356.0,36.0,,2015.0
1304,San Miguel (BL),SAN MIGUEL,4263.0,1102.0,,1.0,6.0,20.0,4.0,,,2015.0
1305,San Miguel (BU),SAN MIGUEL,33856.0,389.0,5.0,3.0,26.0,13.0,116.0,51.0,,2015.0
1306,San Miguel (CT),,,,,,,,,,,
1307,San Miguel (IO),SAN MIGUEL,5906.0,129.0,,1.0,,8.0,1.0,1.0,,2015.0
1308,San Miguel (LE),SAN MIGUEL,3215.0,959.0,88.0,,2.0,44.0,1.0,,,2015.0
1309,San Miguel (SS),SAN MIGUEL,5903.0,1996.0,,,24.0,57.0,,,,2015.0
1310,San Miguel (ZR),SAN MIGUEL,2761.0,1322.0,2.0,,21.0,126.0,1.0,1.0,,2015.0
1311,San Narciso (QN),SAN NARCISO,6632.0,2644.0,87.0,25.0,321.0,932.0,55.0,4.0,,2015.0
1312,San Narciso (ZA),SAN NARCISO,6806.0,328.0,1.0,3.0,4.0,2.0,15.0,2.0,,2015.0
1313,San Nicolas (BS),SAN NICOLAS,3996.0,384.0,4.0,1.0,21.0,41.0,12.0,26.0,,2015.0
1314,San Nicolas (IN),SAN NICOLAS,8443.0,44.0,,1.0,1.0,2.0,21.0,4.0,,2015.0
1315,San Nicolas (PS),SAN NICOLAS,6894.0,916.0,69.0,,120.0,20.0,240.0,18.0,,2015.0
1316,San Pablo (IA),SAN PABLO,4900.0,173.0,1.0,,40.0,7.0,10.0,3.0,,2015.0
1317,San Pablo (LA),SAN PABLO CITY,60371.0,1236.0,23.0,11.0,37.0,43.0,515.0,53.0,,2015.0
1318,San Pablo (ZR),SAN PABLO,3016.0,2047.0,5.0,,150.0,565.0,24.0,5.0,,2015.0
1319,San Pascual (BS),SAN PASCUAL,14991.0,156.0,11.0,3.0,8.0,,30.0,13.0,,2015.0
1320,San Pascual (MS),,,,,,,,,,,
1321,San Pedro,CITY OF SAN PEDRO,72079.0,604.0,75.0,13.0,17.0,33.0,165.0,44.0,,2015.0
1322,San Policarpo,SAN POLICARPO,3127.0,138.0,2.0,,,2.0,,2.0,,2015.0
1323,San Quintin (AA),SAN QUINTIN,1162.0,85.0,,,,2.0,,,,2015.0
1324,San Quintin (PS),SAN QUINTIN,7817.0,671.0,4.0,19.0,1.0,17.0,48.0,7.0,,2015.0
1325,San Rafael (BU),SAN RAFAEL,22218.0,268.0,5.0,3.0,8.0,2.0,28.0,28.0,,2015.0
1326,San Rafael (IO),SAN RAFAEL,3362.0,446.0,4.0,1.0,6.0,14.0,2.0,2.0,,2015.0
1327,San Remigio (AE),SAN REMIGIO,5135.0,1254.0,6.0,,60.0,64.0,71.0,,,2015.0
1328,San Remigio (CU),SAN REMIGIO,12783.0,1405.0,,1.0,12.0,130.0,69.0,70.0,,2015.0
1329,San Ricardo,SAN RICARDO,2100.0,111.0,,,,2.0,,,,2015.0
1330,San Roque,SAN ROQUE,4320.0,700.0,75.0,1.0,2.0,7.0,1.0,,,2015.0
1331,San Sebastian,SAN SEBASTIAN,1556.0,137.0,1.0,,,2.0,,,,2015.0
1332,San Simon,SAN SIMON,11209.0,146.0,3.0,2.0,3.0,15.0,19.0,23.0,,2015.0
1333,San Teodoro,SAN TEODORO,3305.0,454.0,2.0,1.0,10.0,19.0,252.0,15.0,,2015.0
1334,Santiago (AN),,,,,,,,,,,
1335,Santiago (IS),SANTIAGO,4200.0,79.0,1.0,,12.0,60.0,28.0,7.0,,2015.0
1336,Santiago (IA),CITY OF SANTIAGO,29954.0,355.0,18.0,7.0,7.0,16.0,74.0,41.0,,2015.0
1337,San Vicente (CN),,,,,,,,,,,
1338,San Vicente (IS),SAN VICENTE,2933.0,22.0,,,2.0,4.0,8.0,2.0,,2015.0
1339,San Vicente (NS),SAN VICENTE,580.0,417.0,,1.0,615.0,26.0,5.0,,,2015.0
1340,San Vicente (PN),SAN VICENTE,3798.0,1412.0,,,1030.0,328.0,143.0,,,2015.0
1341,Sapad,SAPAD,3764.0,591.0,,,12.0,349.0,,,,2015.0
1342,Sapang Dalaga,SAPANG DALAGA,3296.0,1213.0,40.0,,1.0,4.0,3.0,,,2015.0
1343,Sapa-Sapa,SAPA-SAPA,48.0,1330.0,55.0,7.0,539.0,3182.0,23.0,6.0,,2015.0
1344,Sapi-An,SAPI-AN,5330.0,816.0,6.0,,14.0,20.0,3.0,8.0,,2015.0
1345,Sara,SARA,11787.0,803.0,27.0,1.0,142.0,463.0,7.0,16.0,,2015.0
1346,Sarangani,SARANGANI,1526.0,2844.0,47.0,120.0,540.0,660.0,73.0,32.0,,2015.0
1347,Sariaya,SARIAYA,33987.0,462.0,23.0,7.0,3.0,51.0,30.0,29.0,,2015.0
1348,Sarrat,SARRAT,5699.0,36.0,,,,1.0,10.0,3.0,,2015.0
1349,Sasmuan,SASMUAN (Sexmoan),5672.0,89.0,3.0,,8.0,4.0,4.0,25.0,,2015.0
1350,Science City of Munoz,SCIENCE CITY OF MUÑOZ,18267.0,720.0,9.0,1.0,5.0,22.0,116.0,3.0,,2015.0
1351,Sebaste,SEBASTE,3845.0,161.0,1.0,1.0,1.0,7.0,12.0,1.0,,2015.0
1352,Senator Ninoy Aquino,SEN. NINOY AQUINO,5045.0,4500.0,76.0,1.0,948.0,1098.0,20.0,35.0,,2015.0
1353,Sergio Osmena,SERGIO OSMEÑA SR.,3427.0,2857.0,1.0,,50.0,175.0,15.0,4.0,,2015.0
1354,Sevilla,SEVILLA,2117.0,112.0,,1.0,,3.0,4.0,3.0,,2015.0
1355,Shariff Aguak,SHARIFF AGUAK (MAGANOY) (Capital),3993.0,171.0,6.0,2.0,204.0,422.0,1.0,13.0,,2015.0
1356,Shariff Saydona Mustapha,SHARIFF SAYDONA MUSTAPHA,1520.0,478.0,8.0,13.0,387.0,1151.0,,5.0,7.0,2015.0
1357,Siasi,SIASI,6837.0,3401.0,65.0,5.0,231.0,1716.0,2.0,30.0,,2015.0
1358,Siaton,SIATON,10148.0,5792.0,70.0,5.0,1236.0,524.0,81.0,1.0,,2015.0
1359,Siay,SIAY,6454.0,2583.0,17.0,3.0,11.0,105.0,22.0,20.0,,2015.0
1360,Siayan,SIAYAN,2406.0,4172.0,212.0,2.0,35.0,380.0,75.0,37.0,,2015.0
1361,Sibagat,SIBAGAT,5055.0,1347.0,4.0,1.0,102.0,85.0,49.0,1.0,,2015.0
1362,Sibalom,SIBALOM,12345.0,811.0,2.0,,3.0,16.0,27.0,9.0,,2015.0
1363,Sibonga,SIBONGA,10752.0,566.0,,1.0,1.0,11.0,1.0,18.0,,2015.0
1364,Sibuco,SIBUCO,2688.0,3216.0,5.0,1.0,215.0,1068.0,29.0,7.0,,2015.0
1365,Sibulan,SIBULAN,11561.0,2221.0,,2.0,18.0,65.0,35.0,1.0,,2015.0
1366,Sibunag,SIBUNAG,3657.0,1084.0,1.0,,72.0,88.0,77.0,2.0,,2015.0
1367,Sibutad,SIBUTAD,3670.0,616.0,,,5.0,5.0,23.0,3.0,,2015.0
1368,Sibutu,SIBUTU,4584.0,225.0,22.0,5.0,13.0,137.0,4.0,3.0,,2015.0
1369,Sierra Bullones,SIERRA BULLONES,4543.0,839.0,2.0,3.0,2.0,12.0,9.0,2.0,,2015.0
1370,Sigay,SIGAY,514.0,1.0,,,,,,,,2015.0
1371,Sigma,SIGMA,6646.0,738.0,12.0,,1.0,19.0,,2.0,,2015.0
1372,Sikatuna,SIKATUNA,1461.0,51.0,,,,,2.0,1.0,,2015.0
1373,Silago,SILAGO,2874.0,225.0,,,4.0,2.0,,,,2015.0
1374,Silang,SILANG,56793.0,1008.0,45.0,5.0,9.0,37.0,161.0,138.0,,2015.0
1375,Silay,SILAY CITY,27054.0,1618.0,13.0,5.0,32.0,82.0,103.0,46.0,,2015.0
1376,Silvino Lobos,SILVINO LOBOS,187.0,2003.0,4.0,35.0,162.0,100.0,244.0,,,2015.0
1377,Simunul,SIMUNUL,5140.0,188.0,2.0,18.0,2.0,122.0,1.0,2.0,,2015.0
1378,Sinacaban,SINACABAN,3504.0,602.0,13.0,1.0,,17.0,2.0,7.0,,2015.0
1379,Sinait,SINAIT,5930.0,109.0,1.0,,7.0,17.0,7.0,67.0,,2015.0
