city_municipality,Presence of Investment Promotion Unit,Active Establishments in the Locality,Productivity,Cost of Doing Business,Poverty Incidents,Cluster_Id,Budget for DRRMP,Early Warning System,Land Use Plan,Annual Disaster Drill,Availability of Basic Utilities,Utilities,Transportation Vehicles,Sanitary System,Social Protection,Hospital,Health,Cost of Living,Population,Financial Deepening,Employed Population
Alcala (CG),0.26668,0.2594023976562774,0.10929905093897344,0.7025811629457734,0.12796235090333632,1,0.005206363820703783,0.504,0.78976,0.5454466116856481,0.5,0.7306039807239589,0.046129025459943705,0.6320978914901147,0.5099256466284288,0.0,0.18805882123840612,0.50766625971182,0.06071326060224492,0.28422266338907765,0.05296515302323554
Alcala (PS),1.0,0.32936673921918713,0.14496943578394764,0.8538187490491091,0.15878468308401633,0,0.006850478711452346,0.505,0.98284,0.549024741458306,0.86276,0.8540751447548891,0.02599148135052666,0.9459473125347626,0.18205467248493817,0.0,0.23896823586359597,0.5627276002840521,0.07815893477287748,0.21016529092265562,0.06985259311760049
Alcantara (CU),0.26668,0.1921097254609251,0.0793484071041263,0.7986741542657314,0.2414445739322036,1,0.008768612750659002,0.5151600000000001,0.16756000000000001,0.5454466116856481,0.5844,0.7063527447344432,0.014986079337240598,0.7585073570308944,0.11957224342118965,0.0,0.02155999799700662,0.6501820802272418,0.019430095679559993,0.0997208183706277,0.03863641597347134
Alcantara (RN),0.79948,0.0010853656805701983,0.006135722174499936,0.5299644416341126,0.25609154996847716,0,0.0,0.42424,0.79444,0.0,0.10840000000000001,0.7116914243199572,0.10420008289175102,0.7585579208171108,0.0,0.0,0.0,0.41048684159894777,0.021502693977537388,0.07699033771261697,0.2035448271979897
Alcoy,1.0,0.17207220520424452,0.2569723642913448,0.7549543883502943,0.2637334505091416,0,0.009864689344491378,0.40304000000000006,0.79232,0.5473665837587817,0.81752,0.8528256665540241,0.022947433985149663,0.9489811397077413,0.06845025600539541,0.0,0.23117881723241934,0.6501820802272418,0.026436208817811037,0.24600246002459997,0.025714965598237542
Alegria (CU),1.0,0.20505062396003132,0.06572502397091458,0.8016717578795969,0.26755440077947384,0,0.006850478711452346,0.501,0.9179600000000001,0.0,0.82752,0.8527120776266728,0.02599148135052666,0.7584567932446782,0.327439564966986,0.0,0.016830708113792264,0.7668113746794794,0.033595461041051176,0.10164557681344312,0.04682426571619374
Alegria (SN),0.5,0.30031233484700026,0.09973148415839726,0.8316477940182538,0.4480306185481662,0,0.01068674678986566,0.5038,0.97692,0.43635728934851853,0.9500000000000001,0.8353897662055901,0.02060585908870582,0.9494362137836881,0.12532436577458422,0.0,0.027958449015473102,0.6048456778246922,0.020911020240079525,0.16809557067254707,0.06447931672393892
Aleosan,1.0,0.25597932127909445,0.10087543236042268,0.8321002624882712,0.5719567723159416,0,0.006850478711452346,0.502,0.90768,0.5705807915521228,0.8500000000000001,0.8528824610176998,0.020137544109417052,0.9480709915558477,0.8569943291263736,0.1111111111111111,0.23646449416071777,0.8760944928164891,0.06162165381093023,0.10036240451823283,0.2320743661452881
Alfonso,0.7795200000000001,0.2792729385774857,0.06718095804621964,0.8339101363683412,0.039061574613606403,0,0.05891411691849017,0.50148,0.95384,0.5509010778025046,0.98104,0.7239022340102286,0.0388701432809678,0.5134246852404308,0.018047283883775467,0.1111111111111111,0.21657365729896327,0.6048456778246922,0.08325951043313923,0.13959081468609005,0.020469624356806004
Alfonso Castaneda,0.25,0.022041272282348645,0.010191538527135486,0.7250349107703897,0.2639881805271638,1,0.07124497859910439,0.5022000000000001,0.79488,0.5454466116856481,0.94292,0.8519169551352133,0.0011707874482219216,0.7584567932446782,0.00100662141184405,0.0,0.036721544975546756,0.4058692450579474,0.006865729842954791,0.012465102296328462,0.006268822459271839
Alfonso Lista,1.0,0.8102672253795212,0.8567132080259402,0.7555765324965684,0.18094619465194325,2,0.006028421266078065,0.5069600000000001,0.9897600000000001,0.549024741458306,0.6425200000000001,0.8150573482096964,0.018732599171550745,0.948121555342064,0.39100051697199595,0.1111111111111111,0.1358975357617772,0.4428799809699051,0.04894243366058321,0.1436236418996081,0.6019348912423266
Aliaga,0.0,0.10928797506664535,0.017575204194754054,0.7508256135613849,0.057529500920212195,1,0.04137689141717217,0.5,0.96364,0.5454466116856481,0.995,0.8529960499450512,0.02552316637123789,0.7585579208171108,0.12812852542186406,0.0,0.06426270370720683,0.8721765321150341,0.11549528782334349,0.15022281370354668,0.01087448793955319
Alicia (BL),1.0,0.23919789806412448,0.10295533818228707,0.8197704966802952,0.3235950047443466,0,0.03918473822950742,0.505,0.98284,0.5454466116856481,0.66832,0.8527120776266728,0.01404944937866306,0.7814633159731001,0.6100125755774943,0.3333333333333333,0.12170966611213413,0.9489965472971318,0.033973088102899285,0.11117771386357665,0.013433190984153942
Alicia (IA),1.0,0.16881610816253392,0.08007637414177883,0.7102165683773181,0.13267485623674607,0,0.053433733949328294,0.5022000000000001,0.8,0.5527337784177684,0.7788,0.8591298520220247,0.047533970397810016,0.6321990190625474,0.11691188683274466,0.3333333333333333,0.3046219071835129,0.3546559016032155,0.12160518927103335,0.39915823897434155,0.00933926611279274
Alicia (ZS),0.53336,0.0018367726901957204,0.07269270847416026,0.23721734153281615,0.4472664284940998,1,0.006576459562994252,0.501,0.98284,0.43657546799319275,0.27084,0.5664679807012412,0.009834614565064142,0.9481721191282804,0.07154202177034498,0.3333333333333333,0.03964257696223798,0.6501820802272418,0.061710404871548906,0.16571253641001366,0.07714489679471263
Alilem,1.0,0.10594838835719861,0.05210164083770284,0.6490767663662087,0.08274777270440492,0,0.006850478711452346,0.501,0.98284,0.549024741458306,0.39752000000000004,0.712770519129795,0.0039806773239545335,0.5057389897355514,0.1004464365961527,0.0,0.04715380207087254,0.7376365601704313,0.004699159833734089,0.02694661819941594,0.024947354684857318
Alimodian,1.0,0.2372776357061926,0.10784311686366836,0.8030291632896494,0.2741773812480497,0,0.011782823383698035,0.503,0.95384,0.5454466116856481,0.895,0.8537911724365108,0.07118387685189283,0.5305152449815442,0.6591932216990178,0.1111111111111111,0.425636089489292,0.9854475745374534,0.06217330256026594,0.15654702001565451,0.04912709845633441
Alitagtag,1.0,0.4629502075970577,0.1588008094993458,0.8059702083447629,0.1758515942915003,2,0.006850478711452346,0.501,0.90284,0.5598027665052144,0.9,0.852144132989916,0.07656949911371368,0.9480709915558477,0.7477759059412943,0.0,0.07372128347363553,0.6283534420334216,0.03707589479080331,0.1696537084595881,0.061408873070418014
Allacapan,1.0,0.6056340497581707,0.2697637850958108,0.7947150551530786,0.11815524520948362,2,0.006850478711452346,0.503,0.9314399999999999,0.5562246367325565,0.9,0.8530528444087269,0.13300145411801031,0.7555240936441321,0.41688506756227156,0.0,0.25385158931959406,0.6210072657181935,0.05146922856290326,0.18890129288774235,0.3180467884438733
Allen,0.0,0.318930530752166,0.43636424142714797,0.7559158838490814,0.2773615064733266,1,0.01068674678986566,0.5,0.97296,0.5473665837587817,0.79376,0.7428715848779059,0.04004093072918972,0.5066997016736613,0.35504975226327995,0.1111111111111111,0.5664020118955546,0.6501820802272418,0.04010909280371229,0.4228969264357318,0.032751398970889606
Almagro,0.26668,0.07931518434936065,0.016119270119448983,0.44416510800705167,0.3573467321322813,1,0.01068674678986566,0.0,0.71796,0.4409826766156128,0.47752,0.7260604236299044,0.004683149792887686,0.0,0.04472275129764279,0.0,0.0,0.31330742348607543,0.008609427151580609,0.00852393024675402,0.007548173981572214
Almeria,0.75,0.20613598964060154,0.22119798415527736,0.7146846945187404,0.18578606499436412,0,0.01068674678986566,0.51136,0.97692,0.01391979753021774,0.9750000000000001,0.7131680803755249,0.002341574896443843,0.5133235576679982,0.10749278647906105,0.0,0.12685624627916153,1.0,0.02429226162796372,0.11915171312666913,0.025714965598237542
Aloguinsan,0.75,0.12289679090764091,0.01695123244819474,0.7962986947981399,0.2611861503289201,0,0.00575440211761997,0.503,0.6000000000000001,0.5633808962778722,0.875,0.8522577219172673,0.016156866785462517,0.7584567932446782,0.37014907344094067,0.0,0.02072541742938056,0.7668113746794794,0.048909369539960564,0.09266337074697113,0.016759504942134917
Aloran,0.7996400000000001,0.3519924391756889,0.12822619391793935,0.8089112533998766,0.27150271605881715,0,0.007124497859910439,0.504,0.9885600000000001,0.5562246367325565,0.8079200000000001,0.8526552831629971,0.023415748964438432,0.7522374475400718,0.08060161447694143,0.0,0.10863457055265917,0.4097172421754478,0.04165962603922687,0.20659073952885554,0.10605824119870111
Altavas,0.25,0.5046950414651422,0.22722971103868408,0.7747498839135583,0.158275223047972,1,0.004932344672245689,0.501,0.9794800000000001,0.0,0.47720000000000007,0.8529960499450512,0.022947433985149663,0.5056378621631188,0.01747207164843601,0.0,0.12296153696357325,0.6501820802272418,0.0376658283113863,0.25434307994346683,0.011130358244013264
Alubijid,1.0,0.49701399203341473,0.147985299225651,0.7878149109853123,0.16222353832731534,2,0.003288229781497126,0.504,0.9794800000000001,0.5598027665052144,0.6200000000000001,0.8532232277997539,0.06345667969362814,0.9480709915558477,0.39459559344286754,0.0,0.23757726825088585,0.6501820802272418,0.05564922949635557,0.1751530182962036,0.05245341241431539
Amadeo,1.0,0.551950193403814,0.3490081969088438,0.7662661001007309,0.03192913410898625,2,0.006576459562994252,0.503,0.96,0.5562246367325565,0.895,0.8536207890454837,0.09038479100273235,0.5058906810942003,0.7431023065291612,0.0,0.15968308193912,0.6048456778246922,0.06596523513062089,0.10531178337118678,0.012025904309623529
Amai Manabilang,1.0,0.09542869022244128,0.14912924742767641,1.0000000000000002,0.9367301581236586,0,0.006850478711452346,0.501,0.94284,0.5598027665052144,0.5,0.7101011793370381,0.009600457075419759,0.948121555342064,0.0,0.0,0.026011094357678954,0.7376365601704313,0.011148403572024793,0.021447308362800444,0.006652627915961952
Ambaguio,1.0,0.2359418010224139,0.0847561622409737,0.7761072893236105,0.6528335530379739,0,0.01068674678986566,0.53032,0.90768,0.5530828642492472,0.7659600000000001,0.8510082437164024,0.0014049449378663059,0.7584567932446782,0.0,0.0,0.08457083085277435,0.2602050632645708,0.01958671519829884,0.0,0.07970359983931338
Amlan,0.25,0.21440146674648225,0.07061280265229587,0.7968642803856616,0.13382114131784575,1,0.007124497859910439,0.5149600000000001,0.9948800000000001,0.5741589213247807,0.75,0.8527688720903485,0.015454394316529365,0.948121555342064,0.09455051118392327,0.0,0.06954838063550522,0.8032624019198009,0.034159291308511024,0.12025157509399223,0.04221860023591239
Ampatuan,1.0,0.08440805408126696,0.06333313227577053,0.8907514879142844,0.7221201179399983,0,0.006850478711452346,0.502,0.96,0.549024741458306,0.6075200000000001,0.7077726063263352,0.02716226879874858,0.9480709915558477,0.039473939650170244,0.0,0.03560877088537868,0.23480828228906858,0.04341202443222707,0.23161259928545605,0.016759504942134917
Amulung,0.0,0.11104125808910491,0.010919505564788023,0.6907604241665672,0.1689738838049023,1,0.05891411691849017,0.5044,0.78788,0.4381027185059126,0.8971600000000001,0.8537343779728351,0.020371701599061435,0.7585579208171108,0.0010785229412614821,0.0,0.00959767652769972,0.50766625971182,0.07633518748800737,0.05361827090700111,0.012793515223003753
Anahawan,0.0,0.08407409541032229,0.0707167979433891,0.28020184618447486,0.27303109616695004,1,0.009590670196033284,0.5189199999999999,0.4,0.43635728934851853,0.5,0.7240726174012555,0.0009366299585775374,0.5058401173079841,0.0,0.1111111111111111,0.2034985617394883,0.7238537341313847,0.0077166958947691875,0.04857723689010356,0.05475624515445606
Anao,0.75,0.3514080115015358,0.1393536900649138,0.7558593252903292,0.038424749568551034,0,0.010412727641407566,0.51136,0.9384800000000001,0.445651699611642,0.93752,0.8560061565198623,0.0077271971582646825,0.7415179248622137,0.11036884765575834,0.0,0.013909676127101046,0.6501820802272418,0.014292975464925844,0.11796019599540244,0.07087607433544078
Anda (BL),0.0,0.19060691144167408,0.18958341566293868,0.7912084245104432,0.13000019104751354,1,0.008494593602200909,0.50756,0.9846,0.445651699611642,0.9500000000000001,0.7115778353926058,0.021308331557638973,0.7622996409971179,0.18320509695561712,0.0,0.019473546577941463,0.7476413526759322,0.021695858050648633,0.14206550411256702,0.0
Anda (PS),0.0,0.6231668799827662,0.13904170419163417,0.8384348210685157,0.2955747027619102,1,0.006850478711452346,0.51592,0.97144,0.5526028712309639,0.6426400000000001,0.8513490104984565,0.046129025459943705,0.9293623906558124,0.17702156542571792,0.0,0.05967251058526348,0.5627276002840521,0.06179393528154296,0.14756481394918253,0.14034486199635118
Angadanan,1.0,0.30265004554361297,0.15360104494468485,0.806875145284798,0.15432690776862873,0,0.006302440414536158,0.50596,0.96412,0.5454466116856481,0.65,0.8532800222634296,0.025757323860882274,0.948121555342064,0.5765064628689709,0.0,0.026706578164034003,0.511724147581184,0.09165779707129112,0.06535013189178084,0.011130358244013264
Angat,0.78976,0.13734050342599818,0.06707696275512642,0.49031689194883266,0.030782849027886573,0,0.06001019351232255,0.50512,0.9897600000000001,0.5527337784177684,0.03852,0.7182795821063361,0.03418699348808011,0.948121555342064,0.13977657318748807,0.0,0.06426270370720683,0.9125455200568104,0.10723621853518167,0.16287122632776233,0.0037101194146710883
Angeles,1.0,0.37261438710652267,0.1058672063328972,0.5716480994344709,0.0,2,0.23017608470479883,1.0,0.8615200000000001,0.8181699175284722,0.9696,0.9999999999999999,0.2599148135052666,0.9456944936036811,0.10195636871391878,1.0,0.20488952935219837,0.6296127865446035,0.7986435253090666,0.27899831904429295,0.005117406089201501
Angono,1.0,0.525316989395976,0.3191615483650899,0.8792701004875911,0.02390513854128856,2,0.07699938071672437,0.5804,0.9545600000000001,0.5636427106514814,0.99996,0.7778001800384496,0.9999999999999999,0.9482226829144966,0.4500316726237078,0.3333333333333333,0.8475165664242666,0.6048456778246922,0.1901853960930243,1.0,0.8653533696839738
Anilao,1.0,0.1699014738431041,0.06811691566605861,0.7581216676404166,0.26003986524782047,0,0.006028421266078065,0.501,0.9179600000000001,0.5598027665052144,0.8075200000000001,0.8523713108446187,0.013112819420085521,0.7584567932446782,0.06456757341685407,0.0,0.06676644541008502,0.9854475745374534,0.04615982687765638,0.0823063372213453,0.02341213285809687
Anini-Y,0.25,0.4804830378216532,0.07175675085432129,0.6312608203592713,0.21100433677855684,1,0.006576459562994252,0.505,0.9371600000000001,0.0,0.71252,0.5743056166884851,0.013815291889018675,0.31602366385194924,0.0,0.0,0.03435690003393958,0.9854475745374534,0.031364503007460055,0.23903666756488695,0.006012952154811764
Antequera,1.0,0.2639108397140305,0.10170739468916842,0.8204491993853216,0.1707569939310573,0,0.006302440414536158,0.502,0.9897600000000001,0.5454466116856481,0.84292,0.850724271398024,0.006556409710042761,0.948121555342064,0.08390908483014331,0.0,0.06064618791416056,0.9489965472971318,0.018151036276526086,0.1589300542781879,0.0011514163700703378
Antipas,1.0,0.10795214038286666,0.03899823415995722,0.8393397580085507,0.33633150564545405,0,0.050967561613205446,0.5022000000000001,0.9743600000000001,0.6981716629576297,0.9824,0.8595274132677545,0.017093496744040055,0.9484755018455782,0.13301782942224946,0.1111111111111111,0.30768203593147514,0.6561989484473332,0.03708285565830281,0.39805837700701846,0.11578131276818396
Antipolo,1.0,1.0,0.9944029734333626,0.6886111989339843,0.040589954721739305,2,0.43596446519682724,1.0,0.96364,0.9999999999999999,0.97492,0.9302933150076528,0.6404207341773912,1.0,1.0,1.0,1.0,0.7072723647341559,1.0,1.0,0.5510167006547717
Apalit,1.0,0.30315098355003,0.10742713569929549,0.6648566042580677,0.03192913410898625,0,0.0578180403246578,0.5036400000000001,0.96364,0.547279312300912,0.9674,0.8550406506373758,0.1416652812348525,0.922991353592557,0.2538843003729529,0.4444444444444444,0.31769700274298784,0.885609540234308,0.19693221691691878,0.46514995701372747,0.006524692763731915
Aparri,1.0,0.15529078198927454,0.0534535796219147,0.8184696498289952,0.14120831184048804,0,0.05891411691849017,0.5036400000000001,0.96364,0.5527337784177684,0.75004,0.8534504056544566,0.14588011604845144,0.8909844769176316,0.17177275377824539,0.3333333333333333,0.24953958972019274,0.44511881565645084,0.10729190547517771,0.4146479616808086,0.011514163700703376
Araceli,0.25,0.0006679173418893528,0.007383665667618567,0.5909345679689652,0.21635366715702195,1,0.0,0.40396000000000004,0.7838,0.0,0.14504,0.7112370686105517,0.0018732599171550747,0.6320473277038985,0.0,0.0,0.0,0.7376365601704313,0.0189933012439661,0.042253030577995745,0.0
Arakan,1.0,0.06879548621460334,0.02672678981095735,0.8740667130823905,0.5082742678104044,0,0.05891411691849017,0.50072,0.77436,0.5490683771872409,0.96504,0.8533936111907809,0.04308497809456671,0.7562825504373768,0.249570208607907,0.0,0.10543534504342593,0.6561989484473332,0.07697558729796175,0.08404778533627354,0.040299572952461823
Arayat,1.0,0.2750984551906772,0.1058672063328972,0.6645172529055545,0.05358118564086889,0,0.0578180403246578,0.50072,0.97272,0.5454466116856481,0.9374800000000001,0.8540183502912134,0.06696904203829392,0.9482226829144966,0.30594100767117377,0.5555555555555556,0.36777183680055164,0.885609540234308,0.245162327604109,0.3376576239681916,0.004733600632511389
Argao,1.0,0.20688739665022704,0.0632291369846773,0.8356634516896586,0.17457794420138956,0,0.033156316963429355,0.5036400000000001,0.99092,0.5454466116856481,0.9624000000000001,0.8630486700156468,0.10373176791246225,0.9481721191282804,0.18011333119066752,0.1111111111111111,0.4145083485876111,0.6048456778246922,0.12911074465237385,0.47642354217878935,0.011770034005163453
Aringay,1.0,0.20421572728266965,0.04710986686522832,0.8747454157874168,0.027980818829642932,0,0.05891411691849017,0.54384,0.99092,0.5490683771872409,0.78396,0.8578235793574841,0.06369083718327254,0.9483238104869293,0.15487589436514884,0.0,0.15829211432640988,0.7376365601704313,0.08072053401269505,0.14078233181735675,0.11271086911466306
Aritao,1.0,0.14669134621244911,0.06114923116281292,0.8576081724855054,0.17368638913831203,0,0.05891411691849017,0.50584,0.94872,0.5454466116856481,0.93684,0.8595842077314302,0.052451277680342086,0.9482226829144966,0.10864321094973997,0.1111111111111111,0.0706611547256733,0.4058692450579474,0.057827981023700396,0.2779901122409134,0.019574078291195743
Aroroy,0.25,0.06946340355649269,0.14008165710256631,0.7222635413915328,0.4466296034490444,1,0.044117082901753105,0.5109600000000001,0.9230800000000001,0.5527337784177684,0.95072,0.8529960499450512,0.05151464772176455,0.9483743742731455,0.0,0.0,0.11475482804858363,0.5657360343940978,0.14299941553075973,0.1455484003424235,0.031983788057509385
Arteche,0.0,0.05602156705096947,0.04731785744741476,0.5787744778372459,0.7191907227327435,1,0.006850478711452346,0.5069600000000001,0.8,0.5526028712309639,0.52668,0.8511218326437537,0.01990338661977267,0.6320473277038985,0.021570458825229642,0.0,0.2158781734926082,0.9287071079503117,0.020937123493202668,0.07699033771261697,0.029041279556218522
Asingan,1.0,0.20421572728266965,0.04305405051259277,0.8462399021763167,0.10478191926332078,0,0.049597465870914986,0.5343600000000001,0.96364,0.5527337784177684,0.84284,0.8604929191502411,0.026693953819459812,0.7585579208171108,0.17860339907290146,0.1111111111111111,0.24620126744968848,0.5627276002840521,0.09285854671495561,0.11236923099484335,0.06345583550609861
Asipulo,1.0,0.2915459197347025,0.07695651540898224,0.7354982441395437,0.3801450687452636,0,0.013974976571362787,0.53788,0.97692,0.5856351180346467,0.64452,0.8732148790135936,0.0018732599171550747,0.7558780401476463,0.06658081624054217,0.0,0.16705521028648354,0.4428799809699051,0.019605857583922477,0.09119688812387368,0.14942825780468383
